name,doi,candidate_urls,true_label,predicted_label,correct
treehouse,10.1186/s13104-019-4577-5,https://github.com/treehouse/cheatsheets,0,0.0,1
Pandas,10.1002/advs.202001314,https://cran.r-project.org/package=ada,0,0.0,1
panda,10.3389/fphys.2017.00354,https://github.com/jvns/pandas-cookbook,0,0.0,1
pandas,10.1107/S2059798317007707,https://github.com/jvns/pandas-cookbook,0,0.0,1
ggplot2,10.1038/s41598-018-28116-3,https://github.com/hadley/ggplot2-book,0,0.0,1
assignPOP,10.1111/eva.12849,https://cran.r-project.org/package=BayesDesign,0,0.0,1
dplyr,10.1002/ece3.3242,https://cran.r-project.org/package=multidplyr,0,0.0,1
ggsci,10.7554/eLife.59654,https://cran.r-project.org/package=ggsmc,0,0.0,1
tidyr,10.1038/s41598-020-59494-2,https://cran.r-project.org/package=tidyrgee,0,0.0,1
mrMLM,10.1186/s12870-020-02676-x,https://github.com/YuanmingZhang65/mrMLM,0,1.0,0
Pygments,10.1186/s12864-016-3278-x,https://github.com/idleberg/base16-pygments,0,0.0,1
shiny,10.1093/gigascience/gix119,https://github.com/rstudio/shiny,1,1.0,1
STAR package,10.1186/s12920-021-01041-7,https://github.com/TimMikeladze/typescript-react-package-starter,0,0.0,1
gitlab,10.1371/journal.pcbi.1009301,https://github.com/python-gitlab/python-gitlab,0,0.0,1
requests,10.3389/fvets.2021.674730,https://github.com/requests/requests-oauthlib,0,0.0,1
Velvet,10.1371/journal.pone.0216679,https://cran.r-project.org/package=elect,0,0.0,1
TreeToReads,10.1099/mgen.0.000261,https://cran.r-project.org/package=eyeRead,0,0.0,1
rmarkdown,10.1038/s41598-019-42713-w,https://cran.r-project.org/package=rjdmarkdown,0,0.0,1
matplotlib,10.1038/s41598-020-80308-y,https://github.com/rougier/matplotlib-tutorial,0,1.0,0
tensorflow,10.1002/advs.202004958,https://cran.r-project.org/package=tensor,0,0.0,1
furniture,10.1186/s12957-021-02391-3,https://github.com/clvrai/furniture,0,0.0,1
SentimentAnalysis,10.2196/jopm.9745,https://github.com/sfeuerriegel/SentimentAnalysis,1,0.0,0
Velvet,10.3389/fmicb.2017.02619,https://cran.r-project.org/package=event,0,0.0,1
deepredeff,10.1186/s12859-021-04293-3,https://cran.r-project.org/package=deepredeff,1,1.0,1
numpy,10.1128/mBio.03221-19,https://cran.r-project.org/package=umap,0,0.0,1
requests,10.1186/s12911-020-1046-y,https://cran.r-project.org/package=rquest,0,0.0,1
cellranger,10.1016/j.celrep.2020.03.063,https://cran.r-project.org/package=ranger,0,0.0,1
scikit-learn,10.3389/fgene.2019.01292,https://github.com/justmarkham/scikit-learn-videos,0,1.0,0
pytorch,10.3389/frobt.2019.00022,https://cran.r-project.org/package=psych,0,0.0,1
RAINBOWR,10.1534/g3.120.401582,https://github.com/smstele/RainbowRat,0,0.0,1
eQTLseq,10.1093/bioinformatics/btx355,https://cran.r-project.org/package=dQTG.seq,0,0.0,1
spacesXYZ,10.1186/s12862-021-01883-w,https://github.com/conda-forge/r-spacesxyz-feedstock,0,1.0,0
scikit-learn,10.3389/fgene.2021.648329,https://cran.r-project.org/package=hmclearn,0,0.0,1
lubridate,10.1038/s41598-021-87837-0,https://github.com/itsame-mcl/learnr-lubridate,0,0.0,1
Star,10.1002/advs.201903583,https://cran.r-project.org/package=EffectStars,0,0.0,1
patchwork,10.1186/s13567-021-00981-3,https://pypi.org/project/patchwork/,0,0.0,1
biopy,10.1093/molbev/msx126,https://cran.r-project.org/package=ioncopy,0,0.0,1
ndl,10.1111/cogs.12910,https://github.com/ndless-nspire/Ndless,0,0.0,1
ggsci,10.1073/pnas.2100542118,https://cran.r-project.org/package=ggscidca,0,0.0,1
intePareto,10.1186/s12864-020-07205-6,https://github.com/yingstat/intePareto,1,1.0,1
tidyverse,10.1093/iob/obab024,https://github.com/tidyverse/tidyr,0,0.0,1
PANDA,10.18632/aging.102901,https://github.com/pandas-dev/pandas,0,0.0,1
nlsic,10.3390/metabo10040150,https://cran.r-project.org/package=onls,0,0.0,1
shiny,10.1186/s13071-020-04114-1,https://github.com/nanxstats/awesome-shiny-extensions,0,1.0,0
osmdata,10.3390/ijerph17062099,https://github.com/cran/osmdata,1,1.0,1
venn,10.3389/fmicb.2019.02736,https://github.com/cran/venn,1,1.0,1
Flask,10.1038/s41598-021-87134-w,https://cran.r-project.org/package=ltsk,0,0.0,1
stars,10.1371/journal.pone.0247535,https://github.com/starship/starship,0,0.0,1
matplotlib,10.1038/s41598-017-16050-9,https://github.com/lava/matplotlib-cpp,0,0.0,1
pytorch,10.1186/s12864-018-5283-8,https://cran.r-project.org/package=mlr3torch,0,0.0,1
activity,10.3390/ani9121071,https://github.com/cran/activity,1,1.0,1
PresenceAbsence,10.1186/1476-072X-11-39,https://cran.r-project.org/package=PresenceAbsence,1,1.0,1
shiny,10.3389/fped.2020.623184,https://pypi.org/project/shiny/,0,0.0,1
sklearn,10.1021/acsomega.1c00991,https://pypi.org/project/scikit-learn/,1,1.0,1
MultiPhen,10.1371/journal.pone.0149206,https://cran.r-project.org/package=MultiSkew,0,0.0,1
pandas,10.1186/1476-072X-13-11,https://cran.r-project.org/package=repana,0,0.0,1
pyphysio,10.3390/s20226616,https://github.com/MPBA/pyphysio,1,1.0,1
panda,10.3389/fcvm.2021.619386,https://github.com/jvns/pandas-cookbook,0,0.0,1
rmarkdown,10.5334/joc.161,https://github.com/rstudio/rmarkdown-cookbook,0,1.0,0
pvr,10.1111/jbi.12171,https://cran.r-project.org/package=ypr,0,0.0,1
MG-RAST,10.6026/97320630014031,https://github.com/MG-RAST/MG-RAST,1,1.0,1
psych,10.1186/s12998-018-0212-0,https://github.com/ShadowMario/FNF-PsychEngine,0,0.0,1
dae,10.1371/journal.pone.0239673,https://github.com/briencj/dae,1,1.0,1
chemometrics,10.1371/journal.pone.0089280,https://github.com/maruedt/chemometrics,0,0.0,1
numpy,10.1371/journal.pone.0206193,https://github.com/ddbourgin/numpy-ml,0,0.0,1
venn,10.1371/journal.pone.0118867,https://github.com/konstantint/matplotlib-venn,0,0.0,1
PANDA,10.14336/AD.2019.0929,https://cran.r-project.org/package=RPANDA,0,0.0,1
osmdata,10.3390/ijerph17062099,https://cran.r-project.org/package=smdata,0,0.0,1
psych,10.1186/s12998-018-0212-0,https://github.com/matiyau/pSyCH,0,0.0,1
GillespieSSA,10.1038/srep36301,https://cran.r-project.org/package=Allspice,0,0.0,1
venn,10.3390/ijms21176060,https://github.com/cran/venn,1,1.0,1
SKLEARN,10.3389/fmicb.2019.01084,https://github.com/automl/auto-sklearn,0,0.0,1
scCATCH,10.1038/s42003-021-02146-6,https://cran.r-project.org/package=scCATCH,1,1.0,1
fastDummies,10.1016/j.prevetmed.2021.105395,https://github.com/conda-forge/r-fastdummies-feedstock,0,1.0,0
QCluster,10.1186/s13015-014-0029-x,https://cran.r-project.org/package=ClusterR,0,0.0,1
rglobi,10.3390/biom11081245,https://github.com/ropensci/rglobi,1,1.0,1
cRegulome,10.3390/cancers10080273,https://cran.r-project.org/package=glme,0,0.0,1
biopy,10.1093/molbev/msx126,https://github.com/bigwiv/Biopython-cn,0,0.0,1
knitr,10.1186/s12859-016-1125-3,https://github.com/cran/knitr,1,1.0,1
ggplot2,10.3389/fmicb.2020.00494,https://github.com/hadley/ggplot2-book,0,0.0,1
tidyverse,10.1093/iob/obab024,https://cran.r-project.org/package=tidyverse,1,1.0,1
tandem,10.1186/s12864-015-2324-4,https://github.com/tum-vision/tandem,0,0.0,1
mirt,10.2196/jmir.9380,https://cran.r-project.org/package=D3mirt,0,0.0,1
star,10.1186/s13015-016-0068-6,https://cran.r-project.org/package=countSTAR,0,0.0,1
gitlab,10.1371/journal.pcbi.1009301,https://github.com/firecow/gitlab-ci-local,0,0.0,1
funFEM,10.1371/journal.pone.0242197,https://cran.r-project.org/package=funLBM,0,0.0,1
intePareto,10.1186/s12864-020-07205-6,https://cran.r-project.org/package=Pareto,0,0.0,1
numpy,10.1128/mBio.03221-19,https://github.com/numpy/numpy,1,1.0,1
libmesh,10.1007/s00466-017-1381-8,https://cran.r-project.org/package=calibmsm,0,0.0,1
SCINA,10.1016/j.ebiom.2021.103390,https://github.com/plutoinc/scinapse-web-client,0,0.0,1
chemometrics,10.1038/s41598-020-73338-z,https://pypi.org/project/chemometrics/,0,1.0,0
numpy,10.1186/s12864-019-6436-0,https://github.com/rougier/numpy-100,0,0.0,1
smnet,10.1002/env.2340,https://cran.r-project.org/package=mnet,0,0.0,1
rmarkdown,10.12688/f1000research.22259.1,https://cran.r-project.org/package=markdown,0,0.0,1
PANDA,10.18632/aging.102023,https://github.com/guipsamora/pandas_exercises,0,0.0,1
SentimentAnalysis,10.34172/apb.2021.023,https://github.com/anycodes/SentimentAnalysis,0,0.0,1
Pandas,10.3390/ani11030865,https://cran.r-project.org/package=ads,0,0.0,1
pvr,10.1111/jbi.12171,https://github.com/mrossini-ethz/camera-calibration-pvr,0,0.0,1
tensorflow,10.1186/s12911-019-0991-9,https://pypi.org/project/tensorflow/,1,1.0,1
Pandas,10.3390/ani11030865,https://pypi.org/project/pandas/,1,1.0,1
truncreg,10.1186/s12874-020-01032-9,https://github.com/feiran-l/pytorch_truncreg,0,0.0,1
NLME,10.1371/journal.pone.0253047,https://github.com/pvskand/NLMeansSpeckleFilter,0,0.0,1
QCluster,10.1186/s13015-014-0029-x,https://github.com/QsonLabs/qcluster,0,0.0,1
funFEM,10.1371/journal.pone.0242197,https://cran.r-project.org/package=xfun,0,0.0,1
dplyr,10.3390/ijerph18168514,https://github.com/justmarkham/dplyr-tutorial,0,1.0,0
Flask,10.1038/s41598-021-87134-w,https://github.com/flask-restful/flask-restful,0,0.0,1
QCluster,10.1186/s13015-014-0029-x,https://cran.r-project.org/package=qcluster,0,0.0,1
Python sklearn library,10.3389/fonc.2021.652063,https://github.com/xinxiaobao/Python_sklearn_library_application,0,0.0,1
biopy,10.1093/molbev/msx126,https://github.com/jheled/biopy,1,1.0,1
stringr,10.3390/v12010107,https://github.com/mrlacey/StringResourceVisualizer,0,0.0,1
insol,10.1038/s41598-020-63005-8,https://cran.r-project.org/package=tinsel,0,0.0,1
fullfact,10.1002/ece3.1943,https://github.com/jialutu/Fullfact,0,1.0,0
chemometrics,10.1038/s41598-018-34190-4,https://github.com/Gscorreia89/pyChemometrics,0,0.0,1
scikit-learn,10.3389/fgene.2021.648329,https://cran.r-project.org/package=clustlearn,0,0.0,1
lunar,10.1371/journal.pone.0252092,https://cran.r-project.org/package=luajr,0,0.0,1
catmap,10.1186/1471-2105-9-130,https://github.com/burritomaps/catmapper,0,0.0,1
summarytools,10.2196/25124,https://pypi.org/project/summarytools/,0,0.0,1
paramtest,10.1186/s12874-019-0742-8,https://cran.r-project.org/package=paramtest,1,1.0,1
dplyr,10.3389/fphys.2020.00862,https://github.com/DPLYR-dev/SplashScreenFlutterPackage,0,0.0,1
venn,10.3389/fmicb.2019.02736,https://pypi.org/project/venn/,0,0.0,1
ggnewscale,10.3389/fmicb.2021.685263,https://github.com/conda-forge/r-ggnewscale-feedstock,0,1.0,0
enetLTS,10.1186/s12859-020-03653-9,https://github.com/cran/enetLTS,1,1.0,1
venn,10.1371/journal.pone.0118867,https://github.com/cran/venn,1,1.0,1
tripal,10.1186/1471-2164-15-786,https://github.com/galaxy-genome-annotation/docker-tripal,0,1.0,0
mrMLM,10.1038/s41598-020-80391-1,https://github.com/r-forge/mrmlm,0,0.0,1
ggpmisc,10.1186/s12870-021-03103-5,https://cran.r-project.org/package=mapmisc,0,0.0,1
data.table,10.1093/eurheartj/ehaa756,https://github.com/jbetancur/react-data-table-component,0,0.0,1
hab,10.1371/journal.pone.0195480,https://github.com/HabitRPG/habitica-android,0,0.0,1
intePareto,10.1186/s12864-020-07256-9,https://github.com/yingstat/intePareto-Supplementary,0,0.0,1
POAP,10.1038/s41598-021-92622-0,https://cran.r-project.org/package=PP,0,0.0,1
star,10.1111/acel.12739,https://cran.r-project.org/package=DDPstar,0,0.0,1
dplyr,10.1038/s41597-020-00660-6,https://github.com/cran/dplyr,1,1.0,1
pandas,10.1038/s41598-019-44839-3,https://cran.r-project.org/package=epandist,0,0.0,1
patchwork,10.7554/eLife.60122,https://github.com/ssbc/patchwork,0,0.0,1
requests,10.1186/1471-2105-15-44,https://cran.r-project.org/package=rquest,0,0.0,1
QCluster,10.1186/s13015-014-0029-x,https://github.com/CominLab/Qcluster,1,1.0,1
tensorflow,10.1021/acsomega.1c00991,https://pypi.org/project/tensorflow/,1,1.0,1
assignPOP,10.1038/s41598-020-72369-w,https://github.com/cavega36/AssignPopModule,0,1.0,0
treehouse,10.1186/s13104-019-4577-5,https://cran.r-project.org/package=treeClust,0,0.0,1
SKLEARN,10.3389/fmicb.2019.01084,https://pypi.org/project/sklearn/,0,1.0,0
stars,10.1371/journal.pone.0253148,https://cran.r-project.org/package=starsExtra,0,0.0,1
tensorflow,10.1002/advs.202004958,https://cran.r-project.org/package=tensr,0,0.0,1
mrMLM,10.1038/s41598-019-49737-2,https://github.com/r-forge/mrmlm,0,0.0,1
libmesh,10.1007/s00466-017-1381-8,https://github.com/libMesh/TIMPI,0,0.0,1
STAR,10.1177/1759091419843393,https://github.com/sahat/hackathon-starter,0,0.0,1
data.table,10.1371/journal.pone.0246663,https://cran.r-project.org/package=rqdatatable,0,0.0,1
NLME,10.1371/journal.pone.0253047,https://github.com/LifangzhouSia/Colored-NLmeans-for-Infrared-Mixed-Noise-Removal,0,0.0,1
ggplot2,10.3389/fchem.2019.00311,https://github.com/thomasp85/ggplot2_workshop,0,1.0,0
STAR,10.1177/1759091415593066,https://github.com/sahat/hackathon-starter,0,0.0,1
pytorch,10.3390/s19030667,https://github.com/pytorch/pytorch,1,1.0,1
catmap,10.1186/1471-2105-9-130,https://github.com/cran/catmap,1,1.0,1
scikit-learn,10.1186/s13148-021-01029-1,https://cran.r-project.org/package=asciiruler,0,0.0,1
tensorflow,10.1001/jamanetworkopen.2021.6096,https://github.com/rstudio/tensorflow,0,0.0,1
shiny,10.3389/fnhum.2020.584236,https://cran.r-project.org/package=BLRShiny,0,1.0,0
Django,10.4269/ajtmh.2011.10-0528,https://pypi.org/project/Django/,1,1.0,1
QCluster,10.1186/s13015-014-0029-x,https://github.com/CominLab/QCluster,0,1.0,0
osmdata,10.3390/ijerph17062099,https://github.com/chubrik/OsmDataKit,0,0.0,1
mrMLM,10.3390/ijms22137188,https://github.com/YuanmingZhang65/mrMLM,0,1.0,0
pytorch,10.1038/s41598-019-52737-x,https://cran.r-project.org/package=touch,0,0.0,1
cumSeg,10.1371/journal.pone.0078143,https://github.com/cran/cumSeg,1,1.0,1
PresenceAbsence,10.1371/journal.pntd.0005722,https://cran.r-project.org/package=PresenceAbsence,1,1.0,1
data.table,10.1186/s40575-021-00100-7,https://github.com/daniel-nagy/md-data-table,0,0.0,1
pandas,10.1186/s40478-018-0574-5,https://cran.r-project.org/package=repana,0,0.0,1
stars,10.1371/journal.pone.0253148,https://github.com/cran/stars,1,1.0,1
shiny,10.1038/s41598-020-76603-3,https://cran.r-project.org/package=autoshiny,0,1.0,0
sklearn,10.1002/advs.201903392,https://cran.r-project.org/package=skmeans,0,0.0,1
earth,10.1038/s41598-020-75476-w,https://github.com/cuixueshe/earthworm,0,0.0,1
Django,10.1186/s12859-018-2082-9,https://cran.r-project.org/package=rang,0,0.0,1
WeightedROC,10.2196/16153,https://cran.r-project.org/package=weightedGCM,0,0.0,1
readr,10.1111/test.12258,https://cran.r-project.org/package=BREADR,0,0.0,1
numpy,10.1186/s12864-019-6436-0,https://github.com/pyro-ppl/numpyro,0,0.0,1
shiny,10.3389/fnhum.2020.584236,https://github.com/shinyorg/shiny,0,0.0,1
scikit-learn,10.1186/s13148-021-01029-1,https://github.com/scikit-learn-contrib/sklearn-pandas,0,0.0,1
mrMLM,10.1038/s41598-019-49737-2,https://cran.r-project.org/package=mrMLM.GUI,0,1.0,0
nolds,10.1038/s41598-018-24318-x,https://cran.r-project.org/package=oldr,0,0.0,1
biopy,10.1093/molbev/msx126,https://github.com/peterjc/biopython_workshop,0,0.0,1
earth,10.1155/2018/3719703,https://github.com/cambecc/earth,0,0.0,1
sklearn,10.1186/s13195-021-00874-9,https://github.com/hyperopt/hyperopt-sklearn,0,0.0,1
SKLEARN,10.1155/2020/8858588,https://github.com/jakevdp/sklearn_tutorial,0,0.0,1
summarytools,10.1186/s41155-021-00194-9,https://github.com/cran/summarytools,1,1.0,1
summarytools,10.3390/jpm11060512,https://github.com/6chaoran/jupyter-summarytools,0,0.0,1
Statistix,10.1371/journal.pone.0000677,https://cran.r-project.org/package=getmstatistic,0,0.0,1
matplotlib,10.3390/antibiotics9110834,https://github.com/matplotlib/matplotlib,1,1.0,1
bootLR,10.1371/journal.pone.0224825,https://github.com/Gustavolmo/bootlr,0,0.0,1
RAINBOWR,10.1371/journal.pcbi.1007663,https://github.com/cran/RAINBOWR,1,1.0,1
tidyr,10.1111/joa.13366,https://cran.r-project.org/package=tidyr,1,1.0,1
mnnpy,10.1242/dev.174557,https://cran.r-project.org/package=mpoly,0,0.0,1
tensorflow,10.12688/f1000research.51117.1,https://cran.r-project.org/package=tensorA,0,0.0,1
dplyr,10.3389/fneur.2017.00178,https://cran.r-project.org/package=dplyrAssist,0,1.0,0
openrouteservice,10.3389/fped.2020.00395,https://cran.r-project.org/package=cymruservices,0,0.0,1
star,10.1186/s13015-016-0068-6,https://github.com/kriasoft/react-starter-kit,0,0.0,1
geobr,10.1371/journal.pone.0257235,https://cran.r-project.org/package=gor,0,0.0,1
tigerstats,10.1093/jac/dky096,https://github.com/Zeitsperre/tigerstats,0,0.0,1
readr,10.1186/s13059-019-1783-3,https://cran.r-project.org/package=hildareadR,0,0.0,1
psych,10.1186/s12998-018-0212-0,https://cran.r-project.org/package=iopsych,0,0.0,1
kontroller,10.7554/eLife.27670,https://github.com/meromelo/Kontroller,0,0.0,1
cytoflow,10.1038/s41598-021-86135-z,https://github.com/aicb-ZhangLabs/CytoFlow,0,1.0,0
biopy,10.1093/molbev/msx126,https://github.com/jheled/biopy,1,1.0,1
matplotlib,10.1038/s41598-018-22083-5,https://cran.r-project.org/package=datplot,0,0.0,1
lubridate,10.12688/gatesopenres.12929.1,https://github.com/tidyverse/lubridate,1,1.0,1
sklearn,10.18632/aging.203447,https://cran.r-project.org/package=rdlearn,0,0.0,1
MultiPhen,10.1038/srep34323,https://cran.r-project.org/package=MultiSkew,0,0.0,1
mpi4py,10.1371/journal.pone.0146581,https://github.com/pyscf/mpi4pyscf,0,0.0,1
tsutils,10.3390/e21040436,https://cran.r-project.org/package=toscutil,0,0.0,1
BeautifulSoup,10.2196/10986,https://github.com/icodeu/BeautifulSoup,0,0.0,1
patchwork,10.1038/s41598-020-78747-8,https://cran.r-project.org/package=spNetwork,0,0.0,1
Django,10.1186/s12859-018-2082-9,https://github.com/encode/django-rest-framework,0,0.0,1
SKLEARN,10.3389/fmicb.2019.01084,https://pypi.org/project/sklearn/,0,1.0,0
requests,10.3390/ijerph17155596,https://cran.r-project.org/package=reqres,0,0.0,1
pytorch,10.1038/s41598-019-52737-x,https://cran.r-project.org/package=torch,0,0.0,1
BeautifulSoup,10.3390/ani8020025,https://pypi.org/project/BeautifulSoup/,1,1.0,1
requests,10.3389/fvets.2021.674730,https://github.com/WordPress/Requests,0,0.0,1
pandas,10.1038/s41598-019-44839-3,https://cran.r-project.org/package=pda,0,0.0,1
venn,10.3389/fmicb.2019.02736,https://cran.r-project.org/package=BioVenn,0,0.0,1
spektral,10.1186/s13059-020-02214-w,https://github.com/danielegrattarola/spektral,1,1.0,1
MGDrivE,10.1371/journal.pgen.1009385,https://github.com/conducive333/mgdrive-fdml-app,0,1.0,0
pymagnitude,10.1371/journal.pone.0240376,https://github.com/zfang/benchmark_pymagnitude,0,1.0,0
SKLEARN,10.1155/2020/8858588,https://cran.r-project.org/package=SEARS,0,0.0,1
SKLEARN,10.3389/fmicb.2019.01084,https://github.com/scikit-learn/scikit-learn,1,1.0,1
ggnewscale,10.1186/s13040-021-00267-6,https://cran.r-project.org/package=newscatcheR,0,0.0,1
requests,10.1186/1471-2105-15-44,https://cran.r-project.org/package=treestats,0,0.0,1
requests,10.3389/fvets.2021.674730,https://cran.r-project.org/package=request,0,0.0,1
spacesXYZ,10.1186/s12862-021-01883-w,https://github.com/cran/spacesXYZ,1,1.0,1
phylip,10.1186/s12864-018-5300-y,https://cran.r-project.org/package=phylin,0,0.0,1
MultiPhen,10.1038/srep38837,https://github.com/multiphenics/multiphenics,0,0.0,1
data.table,10.1093/eurheartj/ehaa756,https://github.com/DataTables/DataTables,0,0.0,1
tensorflow,10.1002/mp.14415,https://github.com/jtoy/awesome-tensorflow,0,1.0,0
pandas,10.3390/cancers13061315,https://cran.r-project.org/package=epandist,0,0.0,1
psych,10.1534/g3.117.300415,https://cran.r-project.org/package=psychmeta,0,0.0,1
scikit-learn,10.1109/TBME.2018.2890167,https://cran.r-project.org/package=asciiruler,0,0.0,1
whoa,10.1111/eva.13202,https://github.com/owerdogan/whoami-project,0,0.0,1
ndl,10.1111/cogs.12910,https://cran.r-project.org/package=ndl,1,1.0,1
BeautifulSoup,10.1371/journal.pone.0018657,https://github.com/collegue1337/BeautifulSoup4,0,0.0,1
assignPOP,10.1038/s41598-020-72369-w,https://cran.r-project.org/package=assignR,0,0.0,1
logspline,10.1038/s41387-021-00154-3,https://github.com/mlr3learners/mlr3learners.logspline,0,0.0,1
tripal,10.3389/fpls.2018.00418,https://github.com/tripal/tripal,1,1.0,1
pandas,10.1038/s41598-020-72174-5,https://cran.r-project.org/package=pnd,0,0.0,1
ggplot2,10.7717/peerj.10237,https://github.com/hadley/ggplot2-book,0,0.0,1
scikit-learn,10.3389/fgene.2019.01292,https://cran.r-project.org/package=asciiruler,0,0.0,1
SKLEARN,10.1155/2020/8858588,https://cran.r-project.org/package=SAR,0,0.0,1
Django,10.1186/s12911-019-0750-y,https://cran.r-project.org/package=jage,0,0.0,1
BeautifulSoup,10.3389/fmolb.2021.620475,https://pypi.org/project/beautifulsoup4/,1,1.0,1
PresenceAbsence,10.1186/1476-072X-11-39,https://github.com/cran/PresenceAbsence,1,1.0,1
FinCal,10.3390/insects12040298,https://cran.r-project.org/package=signal,0,0.0,1
MG-RAST,10.3389/fmicb.2019.02741,https://github.com/MG-RAST/AWE,0,0.0,1
scikit-learn,10.3389/fgene.2021.648329,https://cran.r-project.org/package=catlearn,0,0.0,1
rmarkdown,10.1186/s40359-021-00534-5,https://github.com/cosname/rmarkdown-guide,0,0.0,1
tensorflow,10.1186/s40537-020-00387-6,https://github.com/tensorflow/tensorflow,1,1.0,1
mixKernel,10.3389/fonc.2020.01030,https://cran.r-project.org/package=mixKernel,1,1.0,1
assignPOP,10.1111/eva.12962,https://cran.r-project.org/package=assignPOP,1,1.0,1
cellranger,10.1016/j.celrep.2020.03.063,https://cran.r-project.org/package=cellranger,1,0.0,0
psych,10.1111/bjep.12339,https://github.com/psychopy/psychopy,0,0.0,1
data.table,10.1371/journal.pone.0239197,https://cran.r-project.org/package=data.table,1,1.0,1
smnet,10.1002/env.2340,https://pypi.org/project/smnet/,0,1.0,0
pandas,10.3390/ma14164507,https://github.com/sinaptik-ai/pandas-ai,0,0.0,1
biopy,10.1093/sysbio/syv118,https://github.com/peterjc/biopython_workshop,0,1.0,0
ggplot2,10.1007/s00436-020-06666-8,https://cran.r-project.org/package=ggplot2.utils,0,1.0,0
rClinicalCodes,10.23889/ijpds.v5i1.1362,https://github.com/rOpenHealth/rClinicalCodes,0,1.0,0
CoAPthon,10.3390/s19245467,https://github.com/Tanganelli/CoAPthon,1,1.0,1
numpy,10.1038/s41598-017-13828-9,https://github.com/rougier/numpy-100,0,1.0,0
psych,10.3389/fpsyt.2021.498614,https://github.com/cran/psych,1,1.0,1
dplyr,10.18632/aging.202739,https://cran.r-project.org/package=dplyr,1,1.0,1
readr,10.3934/publichealth.2021034,https://github.com/s3ththompson/readrc,0,0.0,1
dplyr,10.3390/molecules26123564,https://github.com/justmarkham/dplyr-tutorial,0,1.0,0
stars,10.1371/journal.pone.0253148,https://cran.r-project.org/package=EffectStars,0,0.0,1
tensorflow,10.1002/advs.202004958,https://github.com/cran/tensorflow,0,0.0,1
matplotlib,10.7717/peerj.8783,https://cran.r-project.org/package=plotcli,0,0.0,1
venn,10.3389/fmicb.2019.02736,https://github.com/benfred/venn.js,0,0.0,1
summarytools,10.1371/journal.pone.0228262,https://pypi.org/project/summarytools/,0,0.0,1
cRegulome,10.1186/s13104-018-3160-9,https://github.com/MahShaaban/cRegulomedb,0,1.0,0
POAP,10.1038/s41598-021-92622-0,https://github.com/poap-xyz/poap-website,0,0.0,1
ggplot2,10.3390/cancers13051079,https://github.com/erikgahner/awesome-ggplot2,0,1.0,0
WeightedROC,10.2196/16153,https://cran.r-project.org/package=WeightedROC,1,1.0,1
intePareto,10.1186/s12864-020-07205-6,https://cran.r-project.org/package=interep,0,0.0,1
RAINBOWR,10.1371/journal.pcbi.1007663,https://github.com/richfitz/rainbowrite,0,0.0,1
pandas,10.1186/1476-072X-13-11,https://cran.r-project.org/package=pnd,0,0.0,1
fullfact,10.1002/ece3.1943,https://cran.r-project.org/package=lfactors,0,0.0,1
stars,10.1371/journal.pone.0258031,https://cran.r-project.org/package=EffectStars2,0,0.0,1
tensorflow,10.12688/f1000research.51117.1,https://github.com/rstudio/tensorflow,0,1.0,0
stars,10.1371/journal.pone.0258031,https://pypi.org/project/stars/,0,0.0,1
stdReg,10.1186/s13054-020-03199-5,https://cran.r-project.org/package=stdReg,1,1.0,1
sklearn,10.1021/acsomega.1c00991,https://github.com/hyperopt/hyperopt-sklearn,0,0.0,1
PresenceAbsence,10.1371/journal.pone.0134043,https://github.com/cran/PresenceAbsence,1,1.0,1
summarytools,10.1186/s41155-021-00194-9,https://github.com/plutonbacon/summarytools.rb,0,0.0,1
stars,10.1186/s12915-021-01043-y,https://github.com/daltoniam/Starscream,0,0.0,1
Flask,10.3390/genes12081117,https://cran.r-project.org/package=ltsk,0,0.0,1
spektral,10.1186/s13059-020-02214-w,https://github.com/FilippoMB/Variational-Graph-Auto-encoders-Tensorflow-2-Spektral-,0,1.0,0
data.table,10.1093/eurheartj/ehaa756,https://cran.r-project.org/package=rqdatatable,0,0.0,1
knitr,10.1007/s00277-020-04362-2,https://github.com/cran/knitr,1,1.0,1
ggplot2,10.1245/s10434-020-09200-3,https://cran.r-project.org/package=ggplot2movies,0,1.0,0
POAP,10.31557/APJCP.2019.20.11.3399,https://cran.r-project.org/package=PheCAP,0,0.0,1
lubridate,10.3390/s20247188,https://cran.r-project.org/package=umbridge,0,0.0,1
lubridate,10.1038/s41598-021-87837-0,https://cran.r-project.org/package=lubridate,1,1.0,1
assignPOP,10.1038/s41598-020-72369-w,https://github.com/ishratc/Cross_Validation_and_AssignPop,0,0.0,1
knitr,10.1038/s41598-020-76843-3,https://github.com/yihui/knitr-book,0,0.0,1
lubridate,10.1371/journal.pone.0247002,https://cran.r-project.org/package=validate,0,0.0,1
panda,10.3389/fnbeh.2021.709775,https://github.com/jvns/pandas-cookbook,0,0.0,1
mirt,10.1007/s10519-021-10076-6,https://github.com/cran/mirt,1,1.0,1
SPAtest,10.7554/eLife.25060,https://cran.r-project.org/package=RPtests,0,0.0,1
Velvet,10.1371/journal.pone.0216679,https://cran.r-project.org/package=event,0,0.0,1
SCINA,10.1186/s13059-019-1795-z,https://github.com/plutoinc/scinapse-web-client,0,0.0,1
stringr,10.3389/fpls.2017.00623,https://github.com/mrlacey/StringResourceVisualizer,0,0.0,1
rBayesianOptimization,10.3389/fgene.2020.00025,https://github.com/yanyachen/rBayesianOptimization,1,1.0,1
