name,ground truth,candidate_urls,doi,paragraph,synonyms,language,authors
Factoshiny,"https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/cran/Factoshiny,https://github.com/husson/Factoshiny","https://github.com/husson/Factoshiny,https://github.com/Papalpatine/factoshiny,https://github.com/cran/protoshiny,https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/Papalpatine/factoshiny1,https://github.com/cran/Factoshiny,https://github.com/cran/FactoMineR,https://github.com/sithor/factoshiny,https://github.com/husson/FactoMineR,https://cran.r-project.org/package=Factoshiny,https://cran.r-project.org/package=autoshiny,https://cran.r-project.org/package=protoshiny,https://github.com/cran/autoshiny,https://cran.r-project.org/package=FactoMineR,https://github.com/alekrutkowski/autoshiny",10.7717/peerj.12031,"The PCA was performed in R version 4.0.3 with the function “PCAshiny” in the “Factoshiny” package (Vaissie, Monge & Husson, 2021)","FactoShiny,FactoShiny R,Factoshiny",R,"Renato Crespo Pereira,Nathália Nocchi,Tatiana Ungaretti Paleo Konno,Angélica Ribeiro Soares"
Factoshiny,"https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/cran/Factoshiny,https://github.com/husson/Factoshiny","https://github.com/husson/Factoshiny,https://github.com/Papalpatine/factoshiny,https://github.com/cran/protoshiny,https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/Papalpatine/factoshiny1,https://github.com/cran/Factoshiny,https://github.com/cran/FactoMineR,https://github.com/sithor/factoshiny,https://github.com/husson/FactoMineR,https://cran.r-project.org/package=Factoshiny,https://cran.r-project.org/package=autoshiny,https://cran.r-project.org/package=protoshiny,https://github.com/cran/autoshiny,https://cran.r-project.org/package=FactoMineR,https://github.com/alekrutkowski/autoshiny",10.1038/s41598-021-98634-0,Factoshiny software package running within RStudio was used for HCPC analysis,"FactoShiny,FactoShiny R,Factoshiny",R,"Francesca Nyega Otim,I−Ru Chen,Ochan Otim"
Factoshiny,"https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/cran/Factoshiny,https://github.com/husson/Factoshiny","https://github.com/husson/Factoshiny,https://github.com/Papalpatine/factoshiny,https://github.com/cran/protoshiny,https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/Papalpatine/factoshiny1,https://github.com/cran/Factoshiny,https://github.com/cran/FactoMineR,https://github.com/sithor/factoshiny,https://github.com/husson/FactoMineR,https://cran.r-project.org/package=Factoshiny,https://cran.r-project.org/package=autoshiny,https://cran.r-project.org/package=protoshiny,https://github.com/cran/autoshiny,https://cran.r-project.org/package=FactoMineR,https://github.com/alekrutkowski/autoshiny",10.1186/s12864-021-07902-w,The FactoMineR [158] R package was used to perform the analysis and Factoshiny [159] was used to generate PCA plots.,"FactoShiny,FactoShiny R,Factoshiny",R,"Jan H. Nagel,Michael J. Wingfield,Bernard Slippers"
Factoshiny,"https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/cran/Factoshiny,https://github.com/husson/Factoshiny","https://github.com/husson/Factoshiny,https://github.com/Papalpatine/factoshiny,https://github.com/cran/protoshiny,https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/Papalpatine/factoshiny1,https://github.com/cran/Factoshiny,https://github.com/cran/FactoMineR,https://github.com/sithor/factoshiny,https://github.com/husson/FactoMineR,https://cran.r-project.org/package=Factoshiny,https://cran.r-project.org/package=autoshiny,https://cran.r-project.org/package=protoshiny,https://github.com/cran/autoshiny,https://cran.r-project.org/package=FactoMineR,https://github.com/alekrutkowski/autoshiny",10.1186/s12866-019-1678-1,PCA was used to identify correlations among the strains using the genetic information and data from the isolation sources generated in the current study and the FactoMineR and Factoshiny packages (version 1.42) in R (version 3.5.2) software (https://cran.r-project.org/),"FactoShiny,FactoShiny R,Factoshiny",R,"Akiko Okutani,Satoshi Inoue,Akira Noguchi,Yoshihiro Kaku,Shigeru Morikawa"
Factoshiny,"https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/cran/Factoshiny,https://github.com/husson/Factoshiny","https://github.com/husson/Factoshiny,https://github.com/Papalpatine/factoshiny,https://github.com/cran/protoshiny,https://cran.r-project.org/web/packages/Factoshiny/index.html,https://github.com/Papalpatine/factoshiny1,https://github.com/cran/Factoshiny,https://github.com/cran/FactoMineR,https://github.com/sithor/factoshiny,https://github.com/husson/FactoMineR,https://cran.r-project.org/package=Factoshiny,https://cran.r-project.org/package=autoshiny,https://cran.r-project.org/package=protoshiny,https://github.com/cran/autoshiny,https://cran.r-project.org/package=FactoMineR,https://github.com/alekrutkowski/autoshiny",10.3389/fnut.2021.592340,"Factoshiny package running within RStudio platform was used for HCPC (48, 49).","FactoShiny,FactoShiny R,Factoshiny",R,"Keneth Iceland Kasozi,Yunusu Hamira,Gerald Zirintunda,Khalaf F. Alsharif,Farag M. A. Altalbawy,Justine Ekou,Andrew Tamale,Kevin Matama,Fred Ssempijja,Robert Muyinda,Francis Kawooya,Theophilus Pius,Hellen Kisakye,Paul Bogere,Henry Matovu,Leonard Omadang,Patrick Etiang,Joseph Mbogua,Juma John Ochieng,Lawrence Obado Osuwat,Regan Mujinya,Gaber El‐Saber Batiha,Ochan Otim"
Flask,"https://pypi.org/project/Flask/,https://github.com/pallets/flask","https://github.com/pallets-eco/flask-admin,https://github.com/cran/ltsk,https://github.com/r-lidar/rlas,https://cran.r-project.org/package=DIFlasso,https://pypi.org/project/Flask/,https://github.com/humiaozuzu/awesome-flask,https://github.com/cran/DIFlasso,https://cran.r-project.org/package=rlas,https://cran.r-project.org/package=lars,https://github.com/cran/rlas,https://cran.r-project.org/package=ltsk,https://github.com/cran/Familias,https://github.com/flask-restful/flask-restful,https://github.com/cran/lars,https://github.com/pallets/flask,https://cran.r-project.org/package=Familias,https://github.com/miguelgrinberg/flasky",10.3390/ijms22157811,"The server side is run by a Flask application server, also implemented in Python","Flask Python,FLASKA,Flask Web,Flask Python Framework,FLAS,Python Flask,Flask Python library,Flask MVC",Python,"Olufunmilayo O. Akapo,Joanna M. Macnar,Justyna Krys,Puleng Rosinah Syed,Khajamohiddin Syed,Dominik Gront"
Flask,"https://pypi.org/project/Flask/,https://github.com/pallets/flask","https://github.com/pallets-eco/flask-admin,https://github.com/cran/ltsk,https://github.com/r-lidar/rlas,https://cran.r-project.org/package=DIFlasso,https://pypi.org/project/Flask/,https://github.com/humiaozuzu/awesome-flask,https://github.com/cran/DIFlasso,https://cran.r-project.org/package=rlas,https://cran.r-project.org/package=lars,https://github.com/cran/rlas,https://cran.r-project.org/package=ltsk,https://github.com/cran/Familias,https://github.com/flask-restful/flask-restful,https://github.com/cran/lars,https://github.com/pallets/flask,https://cran.r-project.org/package=Familias,https://github.com/miguelgrinberg/flasky",10.3390/diagnostics10060421,This application was developed using the Dash Framework (Plotly’s Python-based micro Web Framework using Flask as a Server),"Flask Python,FLASKA,Flask Web,Flask Python Framework,FLAS,Python Flask,Flask Python library,Flask MVC",Python,"Satyabrata Aich,Jinyoung Youn,Sabyasachi Chakraborty,Pyari Mohan Pradhan,Jin-han Park,Seong-Ho Park,Jinse Park"
Flask,"https://pypi.org/project/Flask/,https://github.com/pallets/flask","https://github.com/pallets-eco/flask-admin,https://github.com/cran/ltsk,https://github.com/r-lidar/rlas,https://cran.r-project.org/package=DIFlasso,https://pypi.org/project/Flask/,https://github.com/humiaozuzu/awesome-flask,https://github.com/cran/DIFlasso,https://cran.r-project.org/package=rlas,https://cran.r-project.org/package=lars,https://github.com/cran/rlas,https://cran.r-project.org/package=ltsk,https://github.com/cran/Familias,https://github.com/flask-restful/flask-restful,https://github.com/cran/lars,https://github.com/pallets/flask,https://cran.r-project.org/package=Familias,https://github.com/miguelgrinberg/flasky",10.1038/sdata.2018.23,"The back-end of the website was developed with Flask; the front-end of the website was developed with JavaScript, HTML, and CSS","Flask Python,FLASKA,Flask Web,Flask Python Framework,FLAS,Python Flask,Flask Python library,Flask MVC",JavaScript,"Denis Torre,Patrycja Krawczuk,Kathleen M. Jagodnik,Alexander Lachmann,Zichen Wang,Lily Wang,Maxim V. Kuleshov,Avi Ma’ayan"
GenStat,,"https://cran.r-project.org/package=envstat,https://github.com/sellorm/envstat,https://github.com/KonradKrahl/HanStat,https://github.com/cran/UnitStat,https://github.com/jtleek/genstats_site,https://github.com/cran/senstrat,https://github.com/realmonster/GenStation,https://github.com/redsymbol/genstatic,https://github.com/richardtjornhammar/GenStat,https://cran.r-project.org/package=UnitStat,https://github.com/FMNSSun/genstatem,https://cran.r-project.org/package=zenstats,https://cran.r-project.org/package=HanStat,https://github.com/cran/HanStat,https://cran.r-project.org/package=senstrat,https://github.com/cran/envstat,https://github.com/cran/zenstats,https://github.com/jtleek/genstats",10.3389/fpls.2018.00011,"A simple linear regression with groups was performed using GenStat-12 software (VSN International Ltd., Cambridge, England)","GenStat7,GenStart,Genstats,zGenstat1,GenstatTM,Genstatv18,Genstat®,Genstart,GenStatR,zGenStat,GenStar,Genstar,EIGENSTAT,GenStatM,Genstat18,GenStatR13th,genstat,Eigenstat,GenStat®,zGenStat1,Genstat19,GenStat14,GenStat18,GenStat11",,"Ben Zhao,Syed Tahir Ata-Ul-Karim,Zhandong Liu,Jiyang Zhang,Junfu Xiao,Zugui Liu,Anzhen Qin,Dongfeng Ning,Q. C. Yang,Yonghui Zhang,Aiwang Duan"
GenStat,,"https://cran.r-project.org/package=envstat,https://github.com/sellorm/envstat,https://github.com/KonradKrahl/HanStat,https://github.com/cran/UnitStat,https://github.com/jtleek/genstats_site,https://github.com/cran/senstrat,https://github.com/realmonster/GenStation,https://github.com/redsymbol/genstatic,https://github.com/richardtjornhammar/GenStat,https://cran.r-project.org/package=UnitStat,https://github.com/FMNSSun/genstatem,https://cran.r-project.org/package=zenstats,https://cran.r-project.org/package=HanStat,https://github.com/cran/HanStat,https://cran.r-project.org/package=senstrat,https://github.com/cran/envstat,https://github.com/cran/zenstats,https://github.com/jtleek/genstats",10.1093/jxb/ery170,"ANOVA was carried out on all parameters at each growth stage using GenStat for Windows, 17th Edition (VSN International Ltd)","GenStat7,GenStart,Genstats,zGenstat1,GenstatTM,Genstatv18,Genstat®,Genstart,GenStatR,zGenStat,GenStar,Genstar,EIGENSTAT,GenStatM,Genstat18,GenStatR13th,genstat,Eigenstat,GenStat®,zGenStat1,Genstat19,GenStat14,GenStat18,GenStat11",,"William Plumb,Alexandra J. Townsend,Brwa Rasool,Sarah Owdah Alomrani,Nurhayati Razak,Barbara Karpińska,Alexander V. Ruban,Christine H. Foyer"
GenStat,,"https://cran.r-project.org/package=envstat,https://github.com/sellorm/envstat,https://github.com/KonradKrahl/HanStat,https://github.com/cran/UnitStat,https://github.com/jtleek/genstats_site,https://github.com/cran/senstrat,https://github.com/realmonster/GenStation,https://github.com/redsymbol/genstatic,https://github.com/richardtjornhammar/GenStat,https://cran.r-project.org/package=UnitStat,https://github.com/FMNSSun/genstatem,https://cran.r-project.org/package=zenstats,https://cran.r-project.org/package=HanStat,https://github.com/cran/HanStat,https://cran.r-project.org/package=senstrat,https://github.com/cran/envstat,https://github.com/cran/zenstats,https://github.com/jtleek/genstats",10.3390/foods10010096,"Separate linear mixed models were fitted by restricted maximum likelihood for liking, premiumness and frequency of consumption data using GenStat for Windows 16th Edition, (VSN International Hemel Hempstead, UK)","GenStat7,GenStart,Genstats,zGenstat1,GenstatTM,Genstatv18,Genstat®,Genstart,GenStatR,zGenStat,GenStar,Genstar,EIGENSTAT,GenStatM,Genstat18,GenStatR13th,genstat,Eigenstat,GenStat®,zGenStat1,Genstat19,GenStat14,GenStat18,GenStat11",,"Melindee Hastie,Hollis Ashman,Dale Lyman,Leonie Lockstone‐Binney,R.H. Jacob,Minh Ha,Damir D. Torrico,Robyn D. Warner"
GenStat,,"https://cran.r-project.org/package=envstat,https://github.com/sellorm/envstat,https://github.com/KonradKrahl/HanStat,https://github.com/cran/UnitStat,https://github.com/jtleek/genstats_site,https://github.com/cran/senstrat,https://github.com/realmonster/GenStation,https://github.com/redsymbol/genstatic,https://github.com/richardtjornhammar/GenStat,https://cran.r-project.org/package=UnitStat,https://github.com/FMNSSun/genstatem,https://cran.r-project.org/package=zenstats,https://cran.r-project.org/package=HanStat,https://github.com/cran/HanStat,https://cran.r-project.org/package=senstrat,https://github.com/cran/envstat,https://github.com/cran/zenstats,https://github.com/jtleek/genstats",10.7717/peerj.7527,"Data were analysed statistically using GenStat 12.1 (VSN International Ltd, Hemel Hempstead, Hertforshire, UK)","GenStat7,GenStart,Genstats,zGenstat1,GenstatTM,Genstatv18,Genstat®,Genstart,GenStatR,zGenStat,GenStar,Genstar,EIGENSTAT,GenStatM,Genstat18,GenStatR13th,genstat,Eigenstat,GenStat®,zGenStat1,Genstat19,GenStat14,GenStat18,GenStat11",,"Nurul Ulfah Karim,James T. Kennedy,Mark Linton,Margaret F. Patterson,S. Watson,N.F.S. Gault"
GenStat,,"https://cran.r-project.org/package=envstat,https://github.com/sellorm/envstat,https://github.com/KonradKrahl/HanStat,https://github.com/cran/UnitStat,https://github.com/jtleek/genstats_site,https://github.com/cran/senstrat,https://github.com/realmonster/GenStation,https://github.com/redsymbol/genstatic,https://github.com/richardtjornhammar/GenStat,https://cran.r-project.org/package=UnitStat,https://github.com/FMNSSun/genstatem,https://cran.r-project.org/package=zenstats,https://cran.r-project.org/package=HanStat,https://github.com/cran/HanStat,https://cran.r-project.org/package=senstrat,https://github.com/cran/envstat,https://github.com/cran/zenstats,https://github.com/jtleek/genstats",10.1186/s12917-017-1169-2,"Data were analysed with the statistical software GenStat 16.1 (VSN International, Hemel Hempstead, UK), using two sample t-tests and logistic regression","GenStat7,GenStart,Genstats,zGenstat1,GenstatTM,Genstatv18,Genstat®,Genstart,GenStatR,zGenStat,GenStar,Genstar,EIGENSTAT,GenStatM,Genstat18,GenStatR13th,genstat,Eigenstat,GenStat®,zGenStat1,Genstat19,GenStat14,GenStat18,GenStat11",,"Amanda Shapiro,Graeme Brown,Jacqueline M. Norris,Katrina L. Bosward,Debbie J. Marriot,Nandhakumar Balakrishnan,Edward B. Breitschwerdt,Richard Malík"
ggplot2,"https://cran.r-project.org/package=ggplot2,https://github.com/tidyverse/ggplot2,https://github.com/cran/ggplot2","https://github.com/hadley/ggplot2-book,https://github.com/thomasp85/ggplot2_workshop,https://cran.r-project.org/package=ggplot2movies,https://cran.r-project.org/web/packages/ggplot2/index.html,https://github.com/cran/RcmdrPlugin.KMggplot2,https://cran.r-project.org/package=ggplot2.utils,https://github.com/insightsengineering/ggplot2.utils,https://github.com/cran/ggplot2movies,https://cran.r-project.org/package=ggplot2,https://github.com/cran/ggplot2,https://cran.r-project.org/package=RcmdrPlugin.KMggplot2,https://github.com/erikgahner/awesome-ggplot2,https://github.com/tidyverse/ggplot2,https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse,https://github.com/cran/ggplot2.utils",10.1186/s12864-019-5750-x,"All graphs were plotted with R (3.4.2) [103], RStudio (1.1.383) [104], and ggplot2 (2.2.1) [105].","GGPLOT,ggplot2 R package,R ‘ggplot2′,ggplot2_3,ggplot R,ggplot.2,ggplotly,ggplot2,ggplot2bdc,r package “ggplot2,R package ‘ggplot2’,R ggplot2,ggpplot,GGPlot,ggplot2 package R,ggplot2ʹ,R/Bioconductor package ggplot2,R “ggplot2”,ggplot2for,ggplot240,ggPlot,“ggplot2,R package ggplot2,R package “ ggplot2,R studio ggplot2,R-package ‘ggplot2,R package ‘ggplot2,ggplot2_2,ggplot2” R package,ggplot22,ggplot271,ggplot218,R Packages ggplot2,RStudio package ggplot2,ggplot243,ggplot2 package x,Ggplot2 R,ggplot244,R library ggplot2,ggplot2s,R ‘ggplot2,ggplot258,R/ggplot2,'ggplot2,gplot2,ggplot252,ggplot2 R-package,R “ggplot2 package,R-package ggplot2 -,ggplot2 R library,R plotting system ggplot2,ggplots2,R package: ggplot2,R package 'ggplot2',ggplot2180,ggplot264,R graphics package ggplot2,package ggplot2,R-package “ggplot2”,ggplot2 (R,ggplot2 package of R,ggplot (ggplot2 R package,ggplot268,R package “ggplot2”,ggplot5,ggplot262,ggpubr (ggplot2 Based Publication Ready Plots) of R,ggplot2 package,R-package ‘ggplot2′,ggplotfy,ggplot2.R,Ggplot2®,R package ‘ggplot2′,R ggPlot2,ggplot245,R package ""ggplot2,ggplot26,ggplot1,ggplot2-v3,ggplot2R,ggplot246,ggplott2,R “ggplot2,package “ggplot2,ggplot241,ggplot2′,R packages ggplot2,ggplot2t,ggplot2 package for R,ggplot234,ggplot226,ggplot2 R language,ggplot248,ggplot219,ggplot2 r,ggplot221,KMggplot2,ggplot215,GGplot2v1,ggplot2485556,ggplot256,R package of ggplot2,ggplot2 R graphics,ggplots,R package “ggplot2,ggplot266,ggplot261,Ggplots,ggpllot2,CRAN R package ggplot2,ggplot289,PCA ggplot2 R,ggplot2”,ggpplot2,ggplot21,R-package “ggplot2,ggplot2 package geom_points,R-package ggplot2,R package ggplot2 package,R-ggplot2,ggplot251,ggplot231,R Cran packages ggplot2,R Package ggplot2,R package ""ggplot2"",R package (ggplot2,ggplot2′ R,R-package ‘ggplot2’,ggplot2 R,GGplot,R ggplot2 environment,R language ggplot2,R package ‘ ggplot2,R function ggplot2,ggplot255,Ggplot,r package ‘ggplot2,R library ‘ggplot2,R graphing package ggplot2,ggplot2; package,ggplot227,R package {ggplot2,ggplot254,R package for visual analytics (ggplot2,ggplot,R / ggplot2,R project ggplot2,‘ggplot2,R ggplot2 package,ggplot237",R,"Alexander Capraro,Denis O’Meally,Shafagh A. Waters,Hardip R. Patel,Arthur Georges,Paul D. Waters"
ggplot2,"https://cran.r-project.org/package=ggplot2,https://github.com/tidyverse/ggplot2,https://github.com/cran/ggplot2","https://github.com/hadley/ggplot2-book,https://github.com/thomasp85/ggplot2_workshop,https://cran.r-project.org/package=ggplot2movies,https://cran.r-project.org/web/packages/ggplot2/index.html,https://github.com/cran/RcmdrPlugin.KMggplot2,https://cran.r-project.org/package=ggplot2.utils,https://github.com/insightsengineering/ggplot2.utils,https://github.com/cran/ggplot2movies,https://cran.r-project.org/package=ggplot2,https://github.com/cran/ggplot2,https://cran.r-project.org/package=RcmdrPlugin.KMggplot2,https://github.com/erikgahner/awesome-ggplot2,https://github.com/tidyverse/ggplot2,https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse,https://github.com/cran/ggplot2.utils",10.1186/s12864-018-4559-3,A smooth curve is fitted by using the geom_loess function in the ggplot2 package,"GGPLOT,ggplot2 R package,R ‘ggplot2′,ggplot2_3,ggplot R,ggplot.2,ggplotly,ggplot2,ggplot2bdc,r package “ggplot2,R package ‘ggplot2’,R ggplot2,ggpplot,GGPlot,ggplot2 package R,ggplot2ʹ,R/Bioconductor package ggplot2,R “ggplot2”,ggplot2for,ggplot240,ggPlot,“ggplot2,R package ggplot2,R package “ ggplot2,R studio ggplot2,R-package ‘ggplot2,R package ‘ggplot2,ggplot2_2,ggplot2” R package,ggplot22,ggplot271,ggplot218,R Packages ggplot2,RStudio package ggplot2,ggplot243,ggplot2 package x,Ggplot2 R,ggplot244,R library ggplot2,ggplot2s,R ‘ggplot2,ggplot258,R/ggplot2,'ggplot2,gplot2,ggplot252,ggplot2 R-package,R “ggplot2 package,R-package ggplot2 -,ggplot2 R library,R plotting system ggplot2,ggplots2,R package: ggplot2,R package 'ggplot2',ggplot2180,ggplot264,R graphics package ggplot2,package ggplot2,R-package “ggplot2”,ggplot2 (R,ggplot2 package of R,ggplot (ggplot2 R package,ggplot268,R package “ggplot2”,ggplot5,ggplot262,ggpubr (ggplot2 Based Publication Ready Plots) of R,ggplot2 package,R-package ‘ggplot2′,ggplotfy,ggplot2.R,Ggplot2®,R package ‘ggplot2′,R ggPlot2,ggplot245,R package ""ggplot2,ggplot26,ggplot1,ggplot2-v3,ggplot2R,ggplot246,ggplott2,R “ggplot2,package “ggplot2,ggplot241,ggplot2′,R packages ggplot2,ggplot2t,ggplot2 package for R,ggplot234,ggplot226,ggplot2 R language,ggplot248,ggplot219,ggplot2 r,ggplot221,KMggplot2,ggplot215,GGplot2v1,ggplot2485556,ggplot256,R package of ggplot2,ggplot2 R graphics,ggplots,R package “ggplot2,ggplot266,ggplot261,Ggplots,ggpllot2,CRAN R package ggplot2,ggplot289,PCA ggplot2 R,ggplot2”,ggpplot2,ggplot21,R-package “ggplot2,ggplot2 package geom_points,R-package ggplot2,R package ggplot2 package,R-ggplot2,ggplot251,ggplot231,R Cran packages ggplot2,R Package ggplot2,R package ""ggplot2"",R package (ggplot2,ggplot2′ R,R-package ‘ggplot2’,ggplot2 R,GGplot,R ggplot2 environment,R language ggplot2,R package ‘ ggplot2,R function ggplot2,ggplot255,Ggplot,r package ‘ggplot2,R library ‘ggplot2,R graphing package ggplot2,ggplot2; package,ggplot227,R package {ggplot2,ggplot254,R package for visual analytics (ggplot2,ggplot,R / ggplot2,R project ggplot2,‘ggplot2,R ggplot2 package,ggplot237",,"Jianhong Ou,Haibo Liu,Jun Yu,Michelle A. Kelliher,Lucio H. Castilla,Nathan D. Lawson,Lihua Julie Zhu"
ggplot2,"https://cran.r-project.org/package=ggplot2,https://github.com/tidyverse/ggplot2,https://github.com/cran/ggplot2","https://github.com/hadley/ggplot2-book,https://github.com/thomasp85/ggplot2_workshop,https://cran.r-project.org/package=ggplot2movies,https://cran.r-project.org/web/packages/ggplot2/index.html,https://github.com/cran/RcmdrPlugin.KMggplot2,https://cran.r-project.org/package=ggplot2.utils,https://github.com/insightsengineering/ggplot2.utils,https://github.com/cran/ggplot2movies,https://cran.r-project.org/package=ggplot2,https://github.com/cran/ggplot2,https://cran.r-project.org/package=RcmdrPlugin.KMggplot2,https://github.com/erikgahner/awesome-ggplot2,https://github.com/tidyverse/ggplot2,https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse,https://github.com/cran/ggplot2.utils",10.3389/fmicb.2021.666936,"The number of enzymes/functions was converted to “1” if present and to “0” if absent, and a presence/absence heatmap was then constructed using the “ggplot2” package.","GGPLOT,ggplot2 R package,R ‘ggplot2′,ggplot2_3,ggplot R,ggplot.2,ggplotly,ggplot2,ggplot2bdc,r package “ggplot2,R package ‘ggplot2’,R ggplot2,ggpplot,GGPlot,ggplot2 package R,ggplot2ʹ,R/Bioconductor package ggplot2,R “ggplot2”,ggplot2for,ggplot240,ggPlot,“ggplot2,R package ggplot2,R package “ ggplot2,R studio ggplot2,R-package ‘ggplot2,R package ‘ggplot2,ggplot2_2,ggplot2” R package,ggplot22,ggplot271,ggplot218,R Packages ggplot2,RStudio package ggplot2,ggplot243,ggplot2 package x,Ggplot2 R,ggplot244,R library ggplot2,ggplot2s,R ‘ggplot2,ggplot258,R/ggplot2,'ggplot2,gplot2,ggplot252,ggplot2 R-package,R “ggplot2 package,R-package ggplot2 -,ggplot2 R library,R plotting system ggplot2,ggplots2,R package: ggplot2,R package 'ggplot2',ggplot2180,ggplot264,R graphics package ggplot2,package ggplot2,R-package “ggplot2”,ggplot2 (R,ggplot2 package of R,ggplot (ggplot2 R package,ggplot268,R package “ggplot2”,ggplot5,ggplot262,ggpubr (ggplot2 Based Publication Ready Plots) of R,ggplot2 package,R-package ‘ggplot2′,ggplotfy,ggplot2.R,Ggplot2®,R package ‘ggplot2′,R ggPlot2,ggplot245,R package ""ggplot2,ggplot26,ggplot1,ggplot2-v3,ggplot2R,ggplot246,ggplott2,R “ggplot2,package “ggplot2,ggplot241,ggplot2′,R packages ggplot2,ggplot2t,ggplot2 package for R,ggplot234,ggplot226,ggplot2 R language,ggplot248,ggplot219,ggplot2 r,ggplot221,KMggplot2,ggplot215,GGplot2v1,ggplot2485556,ggplot256,R package of ggplot2,ggplot2 R graphics,ggplots,R package “ggplot2,ggplot266,ggplot261,Ggplots,ggpllot2,CRAN R package ggplot2,ggplot289,PCA ggplot2 R,ggplot2”,ggpplot2,ggplot21,R-package “ggplot2,ggplot2 package geom_points,R-package ggplot2,R package ggplot2 package,R-ggplot2,ggplot251,ggplot231,R Cran packages ggplot2,R Package ggplot2,R package ""ggplot2"",R package (ggplot2,ggplot2′ R,R-package ‘ggplot2’,ggplot2 R,GGplot,R ggplot2 environment,R language ggplot2,R package ‘ ggplot2,R function ggplot2,ggplot255,Ggplot,r package ‘ggplot2,R library ‘ggplot2,R graphing package ggplot2,ggplot2; package,ggplot227,R package {ggplot2,ggplot254,R package for visual analytics (ggplot2,ggplot,R / ggplot2,R project ggplot2,‘ggplot2,R ggplot2 package,ggplot237",,"Najoua Mghazli,Laila Sbabou,Rachid Hakkou,Ahmed Ouhammou,Mariam El Adnani,Odile Bruneel"
HFSS,,"https://github.com/cran/FSSF,https://github.com/yuip/hfss-api,https://github.com/LyingCortex/HFSS,https://github.com/WoodyBuendia/HFSS-MATLAB-API,https://cran.r-project.org/package=FSSF,https://github.com/ReenaS25/DESIGN_AND_SIMULATION_OF_BRANCH_LINE_COUPLER_USING_HFSS,https://github.com/cran/FLSSS,https://cran.r-project.org/package=MFSIS,https://github.com/cran/MFSIS,https://github.com/xevozen/HFSS-Design-Files,https://cran.r-project.org/package=FLSSS,https://github.com/shygeyang/-HFSS-API-for-vortex-metasurface-generation",10.3390/s20216142,"In simulations, both focusing lenses with 3D unit cell structures were implemented in HFSS and the focusing gain was calculated","HFSSTM,HFSSM,HFSS),HFSS25,HFSS©,HFSS®,HFS,HFSSD,(HFSS,CHFSS",,"Kd. M. Raziul Islam,Sangjo Choi"
HFSS,,"https://github.com/cran/FSSF,https://github.com/yuip/hfss-api,https://github.com/LyingCortex/HFSS,https://github.com/WoodyBuendia/HFSS-MATLAB-API,https://cran.r-project.org/package=FSSF,https://github.com/ReenaS25/DESIGN_AND_SIMULATION_OF_BRANCH_LINE_COUPLER_USING_HFSS,https://github.com/cran/FLSSS,https://cran.r-project.org/package=MFSIS,https://github.com/cran/MFSIS,https://github.com/xevozen/HFSS-Design-Files,https://cran.r-project.org/package=FLSSS,https://github.com/shygeyang/-HFSS-API-for-vortex-metasurface-generation",10.3390/s19143134,"The simulations conducted with HFSS to obtain such results required using ?r = 22, tan? = 0.001 and h = 0.04 mm thickness","HFSSTM,HFSSM,HFSS),HFSS25,HFSS©,HFSS®,HFS,HFSSD,(HFSS,CHFSS",R,"María Elena de Cos Gómez,Humberto Fernández Álvarez,Blas Puerto Valcarce,Cebrián García González,John A. Olenick,Fernando Las‐Heras"
HFSS,,"https://github.com/cran/FSSF,https://github.com/yuip/hfss-api,https://github.com/LyingCortex/HFSS,https://github.com/WoodyBuendia/HFSS-MATLAB-API,https://cran.r-project.org/package=FSSF,https://github.com/ReenaS25/DESIGN_AND_SIMULATION_OF_BRANCH_LINE_COUPLER_USING_HFSS,https://github.com/cran/FLSSS,https://cran.r-project.org/package=MFSIS,https://github.com/cran/MFSIS,https://github.com/xevozen/HFSS-Design-Files,https://cran.r-project.org/package=FLSSS,https://github.com/shygeyang/-HFSS-API-for-vortex-metasurface-generation",10.1038/s41598-020-69547-1,"In this simulations, ten layers with the same thickness of 1 mm above the tag have been tested with the same permittivity as the air and only the permittivity of one of them has been changed to 2 at each step determined by layer number in parts (d) and (e) [images in parts (a), (b), and (c) are obtained from HFSS]","HFSSTM,HFSSM,HFSS),HFSS25,HFSS©,HFSS®,HFS,HFSSD,(HFSS,CHFSS",C,"Masoud Baghelani,Zahra Abbasi,Mojgan Daneshmand,Peter E. Light"
