name;ground truth;doi;paragraph;authors;language;candidate_urls;synonyms;metadata_name;metadata_authors;metadata_description;metadata_language;name_metric;author_metric;paragraph_metric;language_metric;synonym_metric;prediction
MATLAB;;10.1038/s41598-021-83398-4;Experimental data were modeled in MATLAB (The MathWorks) using a modified version of the Korhonen model of neonatal rat ventricular CMs (see Fig. 5, expanded methods, Supplementary Fig. 11 and Supplementary Tables 2–7 for model details);Geran Kostecki,Yu Shi,Christopher S. Chen,Daniel H. Reich,Emilia Entcheva,Leslie Tung;MATLAB;https://github.com/HenrikBengtsson/R.matlab;Matlab PSOM,RBmatlab,MATLAB2009b,MATLAB26,Matlab2014a,MATLAB-GUI,Matlab/C#,MATLAB/ANN,MATLAB DGN,Matlab2006b,MATLAB2020,Matlab ALRI,Matlab),MATLABÒ,MATLAB1,MATLAB.m,MatlabV7,matlab7,MatlabCode,MATLABR,Matlab.mat,MatLab2011,Matlab/Cyt3,MATLAB®13,Matlab2010,MATLAB16b,Matlab-2007,MATLAB2007,matlab R,matlab2016b,Matlab44,Matlab37,MATLAB IDE,Matlab/DAQ,MATLAB RGB,Matlab-2014,Matlab/Data,MatlabTFCE,MatlabV9,Matlab61,MatLabTM,Matlab©code,MATLAB CPU,Matlab.m,MATLAB ga,Matlab2012,Matlab BGL,Matlab fft,Matlab HDSS,MATLAB3,MATLAB45,MatlabR2018,MATLABR2009,MATLABTrack,Matlab42,Matlab/R,MATLAB50,Matlab6p5,MATLAB GUI,MatLabR,Matlab2011a,MATLAB BO,MATLAB ML,MATLAB Tool,Matlab® xPC,Matlab corr,Matlab-GUI,MATLAB STTC,Matlab® R,matlab - the language of technical computing,Matlab2012b,MATLAB2007b,MATLAB2010b,MATLAB GA,matlab2012a,MATLAB2008,MATLAB16,MATLAB/GPU,MatLab2019b,Matlab29,MATLAB64,MATLAS,MATLAB PIV,MATLAB® GUI,MATLAB®2015,MATLAB PCT,Matlab®a,Matlab2017a,MATLAB27,pymatlab,MATLAB-code,MATLAB2018b,MATLAB QA,Matlab ©,MatLab ®,Matlab2009b,MATLAB8,MATLAB LMI,MATLAb,MATLAB®max,MATLAB .mat,Matlab19b,Matlab2014,MATLAB app,MATLAB2013,Matlab PCA,MATLAB Mex,Matlab34,Matlab4647,MatLab©v,Matlab2019b,MATLAB-max,Matlab Ver,MCMatlab,Matlab.fig,MATLAB®6,Matlab-API,MatLab pmtm,Matlab App,Matlab® FDA,MatlabFIG,matlab2cpp,Matlab tool,MATLAB K,MatLab2020a,MATLAB32,MATLAB49,MATLAB Java,Matlabpool,MATLAB2014b,MATLAB FDA,MATLAB/xPC,Matlab31,Matlab2010a,MATLA,Matlab GUI,Matlab-MTEX,MATLAB2006a,Matlab®,MatLab R,MATLAB ©,MatLab26,MATLab©,MATLAB®®,MATLAB2019,Matlab®2011,MATLAB47,Matlab*G,Matlab GIS,MATLAB41,MATLAB13,Matlab2016a,Matlab35,MATLAB2014,MatLab BGL,Matlab API,MATLAB (R,MATLAB ANN,matlab2020a,Matlab EEMD,MATLAB/MIJ,R/Matlab,MATLAB44,Matlab®tool,Matlable,Matlab ODES,Matlab DSS,Matlab CoD,MATLAB2015b,pMatlab,MATLAB2008a,MatlabR2012,Matlab12b,Matlab2017b,MatLab2012b,Matlab2019,Matlab SPM,Matlab/GUI,MATLAB MEP,Matlab2007,MatLab ANN,Matlab fir1,Matlab7®,MATLAB cvx,Matlab51,MATLAB CS,MATLAB SPM,Matlab®for,Matlab24,MATLAB®7,MATLAB2014a,MATLAB-R,MATLAB-C,Matlab FFT,MATLAB dtw,MATLABv8,Matlab CO,Matlab18b,MATLAB-SQP,matlabbatch,MATLAB*G,Matlab®2018,Matlab2018b,MATLAB nnmf,Matlab135,Matlab2020a,Matlab®2017,MATLAB2010a,MATLAB2013a,Matlab_BGL,MatLab2019a,Matlab2012a,Matlab XPC,MatlabTM,MATLAB MAT,MATLAB107,MATLAB/RTW,MATLAB®-ODE,MATLAB2012a,MATLAB ODE,MATLAB2011a,MATLAB-std,MATLAB Mat,MATLAB GNSS,©MatLab,Matlab-B,MATLAB/SPM8,MatLab Code,MatlabR2016,Matlab2Weka,Matlab2013b,MATLAB2015,Matlab live,Matlab xor,Matlab2021a,MATLAB SQL,matlab2009,Matlab code,Matlab CWT,Matlab2008,MATLAB R,MATLAB®ODE,MATLAB®2017,MatLab2,MATLAAB,MATLAB NBS,MATLAB2019c,MATLAB M,Matlab S,MATLAB/C99,MatlabR2007,Matlab XCOV,MATLAB EFD,Matlab xPC®,Matlab2011,Matlab (R),MATLAB®2018,Matlab2013a,MATLAB Lab,Matlab®21,MATLAB2010,MatlabFns,ATLAB,MATLAB -The Language of Technical Computing,MATLAB BGL,MATLAB SIR,MATLAN,Matlabcode,Matlab RL,MATLAB2013b,MATLABand,Matlab2013,Matlab m,MatlabBGL,MATLABOther,MATLAB ROC,Matlab26,MatLab2017a,MATLAB PCTB,Matlab66,Matlab201,MatLab2015a,matlab GUI,Matlab SVM,MATLAB©,Matlab5,MATLAB9,matlab2017b,Matlab2011b,MATLAB2018,Matlab M,dMATLAB,Matlab3,Matlab .m,Matlab7,MATLAB2017b,Matlab33,MATLAB-2018,MATLAB .m,Matlab IDE,MatLab7,Matlab-code,MATLAB-CVX,Matlab MCR,Matlabworks,MATLAB tSNE,MAATLAB,R-matlab,MatlabOther,MATLAB5,MATLAB,GGMatlab,MATLAB corr,bfmatlab,matlabweb,Matlab MAT,Matlab2018,Matlab©,Matlab2015b,MATLABŠs,Matlab2018a,MATLAB® SVM,MATLAM,MatLab©,Matlab2008a,MATLAB ®,MatlabStan,Matlabf,Matlab2016b,MATLABcode,MATLAB@2020,MatLabv,MATL,Matlab2015a,Matlab16a,MatLabs,Matlab14b,Matlab6,MATLAB SDK,Matlab R12,Matlab2,MATLAB-C++,MATLAB2,MATLAB/Win,MATLAB rng,matlab_hot,Matlabs,Matlab-SPM,Matlab R14,MATLAB2008b,Matlab14,MATLAB CVX,R/MATLAB,Matlabv,Matlab ANN,MatLab Beh,MATLABS,Matlab PDE,MCmatlab,MATLAB2016b,MATLAB-7,MatLab®2014,MATLAB REST,Matlab2009,MATLAB code,Matlab eGUI,MATLAB Code,MATLAB MCR,pMATLAB,MATLab®,MATLAB6,MATLAB W,MATLAB®□,Matlabs tic,Matlab Not,MATLAB GPML,MATLAB cwt,Matlab save,MATLAB ROS,matlab-code,Matlab8,Matlab39,MATLABTB,MATLAB2019b,Matlab(R),Matlab app,MATLAB2020a,Matlab-5,MATLAB38,Matlab ®,Matlab CONV,Matlab2017,MATLAB7,matlab®,MATLAB AD,MATLAB MEX,MATLAB mex,MATLABTM,MatLab GUI,matlabs,MATLAB AB,Matlab jet,MATLABBGL,MATLAB(R,MATLAB®2016,MATLAB PDE,Matlab2009a,Matlab .mat,Matlab9,MATLAB25,Matlab-7,matlab_jet,MATLAB55,MATLAB2020b,Matlab GPML,MATLAB DIC,MatLab2018a,MATLAB2018B,MatlabMPI,MATLAB/AMPL,MATLAB CADE,m Matlab,MATLAB2018a,Matlab©ODE,MatLab code,Matlab RAND,Matlab2cpp,MATLAB35,Matlab12,Matlab TRIM,MATLAB NRT,Matlab EDA,Matlabr,Matlab PSE,Matlab Code,MATLAB App,MATLAB2009a,MATLAB2015a,Matlab LMI,MATLABNN,MatLab-7,MATLAB®code,Matlad,MATLAB2016a,MATLAB2017a,MATLAB®,Matlab MEX,Matlab(tm),Matlab28,matlab NBS,MatlabVR,MATLAB2011,Matlab xPC,MATLAB API,MATLAB/GNU,MATLABtrack,MATLAB®on,Matlab®2016,Matlab2014b,Matlab®v7,Matlabbatch,Matlab2010b,MatLAB©,Matlab®9,MatLAB®,MatlabBP,Matlab©®,MATLAB2016,Matlab2016,MATLAB2007a,MATLAB2012b,Matlab-14a,MATLAB YAML,MatlabHTK,Matlab CGDS,Matlab mex,MatLabR2014,Matlab SOFI,MATLAB xPC,Matlab15b,MatLAB64,matlab_pet,MATLAB2019a,MATLAB-corr,Matlab COM,Matlab ODE,Matlab pca,MATLAB/R,Matlab69,matlab,Matlab2019a,MatLab R12,R.matlab,Matlab46,MatLab LSD,MATLAB TE,MatlabR2013,MATLAB40,Matlab/C,MATLABs,MATLAB2011b,MatlabTrack,Matlab GA,MatLab®,MATLAB71,MATLAB GPU,MATLAB Demo,MatLab2012a,MatlabR,MATLAB fast,MATLAB-inv,matrix laboratory,MATLAP,Matlab Rev,MATLAB Apps,MATLABtf,Matlab/SPM,MATLAB HMM,Matlab R,Matlab dtw,MatlabV8,MATLAB® R,matlab_cool,Matlab File,Matlab Soft,MATLAB48,Matlab 5G,MATLAB/C,Matlab2015,MatLabr;R.matlab;HenrikBengtsson;R package: R.matlab;R;9,16667E+15;5,09304E+15;2,7702E+15;0;8,08407E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://pypi.org/project/matplotlib/;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;matplotlib;John D. Hunter, Michael Droettboom;Python plotting package;Python;10;5,31944E+15;5,17413E+15;;9,33507E+15;1
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://github.com/cran/matlib;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;matlib;cran;:exclamation: This is a read-only mirror of the CRAN R package repository.  matlib — Matrix Functions for Teaching and Learning Linear Algebra and Multivariate Statistics. Homepage: https://github.com/friendly/matlib, http://friendly.github.io/matlib/  Report bugs for this package: https://github.com/friendly/matlib/is ...;R;9,06667E+15;5,05556E+15;2,93006E+16;;8,3953E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://github.com/friendly/matlib;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;matlib;friendly;Matrix Functions for Teaching and Learning Linear Algebra and Multivariate Statistics;R;9,06667E+15;4,63889E+16;2,00623E+13;;8,3953E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://github.com/matplotlib/matplotlib;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;matplotlib;matplotlib;matplotlib: plotting with Python;Python;10;4,66667E+15;5,52219E+15;;9,33507E+15;1
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://cran.r-project.org/package=ggmatplot;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;ggmatplot;Xuan Liang, Francis K. C. Hui, Emi Tanaka, Dilinie Seimon;A quick and easy way of plotting the columns of two matrices or data frames against each other using 'ggplot2'. Although 'ggmatplot' doesn't provide the same flexibility as 'ggplot2', it can be used as a workaround for having to wrangle wide format data into long format for plotting with 'ggplot2'.;R;8,25926E+14;6,01068E+14;3,77642E+15;;7,58114E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://cran.r-project.org/package=datplot;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;datplot;Lisa Steinmann, Barbora Weissova;Converting date ranges into dating 'steps' eases the visualization of changes in e.g. pottery consumption, style and other variables over time. This package provides tools to process and prepare data for visualization and employs the concept of aoristic analysis.;R;8,19048E+15;6,15771E+15;4,67446E+14;;7,6098E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://github.com/rougier/matplotlib-tutorial;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;matplotlib-tutorial;rougier;Matplotlib tutorial for beginner;Python;9,05263E+15;3,98413E+15;6,64384E+15;;8,69585E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://cran.r-project.org/package=plotcli;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;plotcli;Claas Heuer;The 'plotcli' package provides terminal-based plotting in R. It supports colored scatter plots, line plots, bar plots, and box plots. The package allows users to customize plot appearance, add titles, labels, ticks, and legends, and output the plot as a text-based visualization.;R;7,07937E+14;5,94949E+15;5,61685E+15;;6,50849E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://cran.r-project.org/package=autoplotly;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;autoplotly;Yuan Tang;Functionalities to automatically generate interactive visualizations for statistical results supported by 'ggfortify', such as time series, PCA, clustering and survival analysis, with 'plotly.js' <https://plotly.com/>  and 'ggplot2' style. The generated visualizations can also be easily extended using 'ggplot2' and 'plotly' syntax while staying interactive.;R;7,52381E+15;5,74074E+15;5,4727E+15;;6,9469E+15;0
matplotlib;https://pypi.org/project/matplotlib/,https://github.com/matplotlib/matplotlib;10.3389/fncir.2014.00005;Figures and data visualization were done using matplotlib (Hunter, 2007) and Inkscape (Andler et al., 2004–2014);Bernhard Kaplan,Anders Lansner;;https://github.com/cran/ggmatplot;MatPlotLib graphics,Matplotlib.mlab,matplotlib.mlab,matplotlib_venn,matplotlib53,Matplotlib-package,Matplotlib41,matplotlib Python,Matplotlib©,Matplotlib,matplotlib Axes,MatPlotLIB,matplotlib hist2d,matplotlib Python package,Matplotlib5152,Matplotlib.pyplot,Matplotlib/Seaborn,Matplotlib ScaleBar,mathplotlib,Matplotlib basemap,Matplotlib-venn,matplotlib,matplotlib.pyplot,Matplotlib36,Matplotlib56,matplotlib 2D,Matplolib,Matplotlib Toolkit,matplotlib45,Matplotlab,Matplot,Matplotlib BaseMap,MatPlotLib,Matplotlib MEC App,matplotlib Basemap,matplotlib Python library,Matplotlib-1,matplotlib-venn,Matplotlib63,Matplotlotlib,Matplotlib1,MatplotlibLicense,Matplotlib Library,Matplotlib (MPL),MatplotLib,Matplotlib2,Python matplotlib,MatPlotLib40,python plotting,MatPlotlib,matplotlib plotting,MATPLOTLIB34,matplolib,Matplotlib26,MathPlotLib,Matplotlib33,matplotllib,matplotlib42,matplotlib1,Python matplotlib package,matplotlip,matplot,Matplotlib pyplot,Python matplotlib library,matplotlib-mlab,Matplotlib3,Matplotlib-v3,Matplotlib package,matplotlib69,Matplotlib library,Matplotlib Pyplot,Matplotlib_venn,matplotlib_ven,matplotlib package,matplot-lib,Matplotlib Python,Matplotlib Basemap;ggmatplot;cran;:exclamation: This is a read-only mirror of the CRAN R package repository.  ggmatplot — Plot Columns of Two Matrices Against Each Other Using 'ggplot2'. Homepage: https://github.com/xuan-liang/ggmatplot, https://xuan-liang.github.io/ggmatplot/  Report bugs for this package: https://github.com/xuan-liang/ggmatplot/issues;R;8,25926E+14;5,05556E+15;3,5629E+16;;7,58114E+15;0
