id,name,doi,paragraph,synonyms,language,authors
190,assignPOP,10.1111/eva.12849,assignPOP uses a cross‐validation procedure followed by PCA to evaluate assignment accuracy and membership probabilities,"assignPOP R package,AssignPop,assignPOPwere,Assign,R package assignPOP,AssignPOP,assignPOP,assign,assignPOP R",,"Tom L. Jenkins,Charlie D. Ellis,Alexandros Triantafyllidis,Jamie R. Stevens"
191,assignPOP,10.1111/eva.12962,"For cross‐validation in assignPOP, using the top half loci with highest F ST values versus","assignPOP R package,AssignPop,assignPOPwere,Assign,R package assignPOP,AssignPOP,assignPOP,assign,assignPOP R",,"Yunke Wu,Steven M. Bogdanowicz,José Á. Andrés,Kendra A. Vieira,Baode Wang,Allard A. Cossé,Scott Pfister"
192,assignPOP,10.3390/ani10091584,"In order to overcome the problem of unbalanced population sizes, a machine-learning approach (assignPOP package, r software) was applied to study the mean and variance of assignments (Figure 3)","assignPOP R package,AssignPop,assignPOPwere,Assign,R package assignPOP,AssignPOP,assignPOP,assign,assignPOP R",R,"David Gamarra,Masaaki Taniguchi,Noelia Aldai,Aisaku Arakawa,A. López-Oceja,Marian M. de Pancorbo"
193,beautifulsoup4,10.3390/s20010190,"Our API for the acquisition of weather data operates by scraping the web page of the automatic Brazilian weather stations [5] using the libraries requests [67] and beautifulsoup4 [68], as well the frameworks Django [69] and Django rest [70]","Beautiful Soup”,beautiful-soup,Beautiful,Beautiful soup,Beautiful Soup,BeautifulSoup,BeatifulSoup,beautifulsoup,BeautifulSoup9",,"Nídia G. S. Campos,Atslands R. da Rocha,Rubens Sonsol Gondim,Ticiana L. Coelho da Silva,Danielo G. Gomes"
194,beepr,10.1371/journal.pone.0188955,"It incorporates existing packages calibration, roc, gbm.predict.grids (from [31]’s appendix, bundled into gbm.utils by Dedman), beepr, dismo, gbm, mapplots, mgcv, raster, rgdal and vegan, and functions also built by the authors for this task: gbm.map, gbm.basemap, gbm.rsb, gbm.cons, gbm.valuemap, gbm.bfcheck and gbm.loop",,,"Simon Dedman,Rick Officer,Maurice Clarke,David G. Reid,Deirdre Brophy"
195,beepr,10.3389/fimmu.2021.632333,"The raw RNA-seq data was analyzed using the statistical computing environment R, the Bioconductor suite of packages for R and RStudio (tidyverse, reshape2, tximport, biomaRt, RColorBrewer, genefilter, edgeR, matrixStats, hrbrthemes, gplots, limma, DT, gt, plotly, beepr, skimr, cowplot, data.table, sva).",,R,"Pingping Yang,Lu Liu,Lizhe Sun,Pu Fang,Nathaniel W. Snyder,Jason Saredy,Yong Ji,Wen Shen,Xuebin Qin,Qinghua Wu,Xiaofeng Yang,Hong Wang"
196,biopy,10.1093/molbev/msx126,"For all simulations, the version of biopy (Heled, unpublished data) used was 0.1.9",biopython,,"Huw A. Ogilvie,Remco Bouckaert,Alexei J. Drummond"
197,biopy,10.1093/molbev/msx126,"Simulated trees were generated using biopy, and trees sampled from a prior distribution were generated using StarBEAST2 with all new features enabled",biopython,,"Huw A. Ogilvie,Remco Bouckaert,Alexei J. Drummond"
198,biopy,10.1093/sysbio/syv118,"Sequence alignments were also simulated using biopy for experiments 1 and 2, and Seq-Gen (Rambaut and Grass 1997) was used to simulate nucleotide alignments for experiment 3.",biopython,,"Huw A. Ogilvie,Joseph Heled,Dong Xie,Alexei J. Drummond"
199,biopy,10.1186/1471-2148-12-23,"Tree files were summarized in biopy v0.1.2 [104], the posterior was resampled, and the variance among 100 random resampled species trees was visualized in DensiTree [105]",biopython,,"Christine D. Bacon,Miles J. McKenna,Mark P. Simmons,Warren L. Wagner"
200,biopy,10.1186/1471-2148-13-221,"The methods are implemented in biopy [9], and integrated with DensiTree, making it easy to examine the summary tree in the context of the full posterior.",biopython,,"Joseph Heled,Remco Bouckaert"
201,biosignalEMG,10.3758/s13428-020-01435-y,"In addition, a baseline correction using the mean level of activation during the baseline measurement was applied to the EMG channels using the dcbiasremoval function from the biosignalEMG package (Guerrero & Macias-Diaz, 2018)",biosignalEMG package,,"Laura Israel,Felix D. Schönbrodt"
202,biosignalEMG,10.3758/s13428-020-01435-y,"In line with the recommendations of Fridlund and Cacioppo (1986), we also applied a low-pass filter at 250 Hz using the lowpass function from the biosignalEMG package (Guerrero & Macias-Diaz, 2018)",biosignalEMG package,,"Laura Israel,Felix D. Schönbrodt"
203,bootLR,10.1016/j.pmedr.2021.101447,"All analyses were performed in RStudio (version 1.2.1335) using the packages rms, cutpointr, bootLR, ROCR, and ggplot2 (R Core Team, 2019, Thiele, 2020, Marill, 2017, Sing et al., 2005, Wickham, 2016, Harrell, 2019).",boot,R,"Tim Kortlever,Manon van der Vlugt,Evelien Dekker,Patrick M. Bossuyt"
204,bootLR,10.1371/journal.pone.0224825,"Statistical analysis was performed using the program Calc from LibreOffice version 5.3.7.2 (x64), The Document Foundation, Berlin, Germany, and the statistics program R version 3.4.2 (2017), The R Foundation, Vienna, Austria, using packages IswR 2.0–7, bootLR 1.0, epiR 0.9–93 and epibasix 1.3",boot,R,"Pedro Coelho Nogueira Diógenes,Aline Naiara Azevedo da Silva,Fausto Pierdoná Gúzen,Marco Aurélio M. Freire,José Rodolfo Lopes de Paiva Cavalcanti"
205,cRegulome,10.1186/s13104-018-3160-9,We developed an R package called cRegulome (unpublished) that interfaces the miRCancerdb programmatically from R environment,"Regulomes,Regulome,scRegulome,cRegulome R package",R,"Mahmoud Ahmed,Huynh Quoc Nguyen,Trang Huyen Lai,Deok Ryong Kim"
206,cRegulome,10.3390/cancers10080273,"To explore the last possibility, we queried the cRegulome database to identify transcription factors and microRNAs that target the RKIP/PEBP1 gene and one or more of EMT and autophagy genes in prostate cancer (preparing for publication)","Regulomes,Regulome,scRegulome,cRegulome R package",,"Mahmoud Ahmed,Trang Huyen Lai,Sahib Zada,Jin Seok Hwang,Trang Minh Pham,Miyong Yun,Deok Ryong Kim"
207,cRegulome,10.7717/peerj.6509,"Although we didn’t show in this article nor provided a mechanism in cRegulome for integrating transcription factor and microRNA data, it should be possible at least in principle simply by combining the output of two separate queries or their graphs","Regulomes,Regulome,scRegulome,cRegulome R package",,"Mahmoud Ahmed,Deok Ryong Kim"
208,cRegulome,10.7717/peerj.6509,"Using the cRegulome package, we identified two transcription factors and three microRNAs that commonly regulate PEBP1 and one or more of the eight gene products of interest.","Regulomes,Regulome,scRegulome,cRegulome R package",,"Mahmoud Ahmed,Deok Ryong Kim"
209,catmap,10.1186/1471-2105-9-130,"Results I introduce the package catmap for the R statistical computing environment that implements fixed- and random-effects pooled estimates for case-control and transmission disequilibrium methods, allowing for the use of genetic association data across study types","CATMAN,Catman,CATM,CATMAT,Catma,Catmap.pl,CatM,CATMA",R,Kristin K. Nicodemus
210,catmap,10.1186/1471-2105-9-130,catmap allows for the meta-analysis of all case-control or all family-based studies and for the combination of both family-based and case-control studies,"CATMAN,Catman,CATM,CATMAT,Catma,Catmap.pl,CatM,CATMA",,Kristin K. Nicodemus
211,catmap,10.1186/1471-2105-9-130,"catmap calculates fixed- and random-effects estimates, a χ2 test for heterogeneity and associated p-values and must be used to create a catmap object for use in downstream functions","CATMAN,Catman,CATM,CATMAT,Catma,Catmap.pl,CatM,CATMA",,Kristin K. Nicodemus
212,catmap,10.1186/1471-2350-12-107,"For all analyses performed here, the statistical package Stata 10 (Stata Corporation, College Station, Texas, USA) and the catmap package developed using the R language (http://www.r-project.org) were used","CATMAN,Catman,CATM,CATMAT,Catma,Catmap.pl,CatM,CATMA",R,"Xingbo Mo,Yongchen Hao,Xueli Yang,Shufeng Chen,Xiangfeng Lu,Dongfeng Gu"
213,catmap,10.1371/journal.pone.0136282,"R Software version 2.13.0 with packages genetics, catmap and meta [14] were used for analyses.","CATMAN,Catman,CATM,CATMAT,Catma,Catmap.pl,CatM,CATMA",R,"Lucia Elena Alvarado-Arnez,Evaldo Pinheiro Amaral,Carolinne de Sales Marques,Sandra Maria Barbosa Durães,Cynthia Chester Cardoso,Euzenir Nunes Sarno,Antônio Guilherme Pacheco,Francisco Carlos Félix Lana,Milton Ozório Moraes"
214,cellranger,10.1016/j.celrep.2020.03.063,The cellranger count output was fed into the cellranger aggr pipeline to normalize sequencing depth between samples,"Cellranger-atac,CellRank,CellRanger,CellRanger2,cellranger vdj,cellRanger-atac,cellrangerRkit,Cell Ranger3,Cellranger mkfastq,Cellranger VDJ,CellRanger mkfastq,Cellranger ATAC,CellRanger ATAC,Cellranger mkref,Cellranger count,cellranger suite,CellRanger VDJ,Cellranger,10×Cellranger,cellRanger,cellranger R-kit,CellRanger mkref,CellRanger pipeline,Cellranger V(D)J,cellranger mkfastq,cellrangerRrkit,cellRanger mat2csv,cellranger,cellranger-arc,Cell Ranger,cellRanger aggr,Cellranger suites,CellRanger-atac,cellranger aggr,CellRanger R,CellRangerv3,cellranger count,CellRanger1,CellRanger mm10,cellranger-atac,cell ranger,Cell Rangers,Cellranger‐atac,CellRanger aggr,cellranger mkfastq1,Cell ranger,Cellranger (10X,Cellranger aggr,Cellranger pipeline,Cell-Ranger,CELL RANGER,cellranger mkref,CellRanger Pipeline",,"Florian Mair,Jami R. Erickson,Valentin Voillet,Yannick Simoni,Timothy Bi,Aaron J. Tyznik,Jody Martin,Raphaël Gottardo,Evan W. Newell,Martin Prlic"
215,cellranger,10.1093/jmcb/mjy089,Both ‘cellranger mkfastq’ and ‘cellranger count’ were run with default command line options,"Cellranger-atac,CellRank,CellRanger,CellRanger2,cellranger vdj,cellRanger-atac,cellrangerRkit,Cell Ranger3,Cellranger mkfastq,Cellranger VDJ,CellRanger mkfastq,Cellranger ATAC,CellRanger ATAC,Cellranger mkref,Cellranger count,cellranger suite,CellRanger VDJ,Cellranger,10×Cellranger,cellRanger,cellranger R-kit,CellRanger mkref,CellRanger pipeline,Cellranger V(D)J,cellranger mkfastq,cellrangerRrkit,cellRanger mat2csv,cellranger,cellranger-arc,Cell Ranger,cellRanger aggr,Cellranger suites,CellRanger-atac,cellranger aggr,CellRanger R,CellRangerv3,cellranger count,CellRanger1,CellRanger mm10,cellranger-atac,cell ranger,Cell Rangers,Cellranger‐atac,CellRanger aggr,cellranger mkfastq1,Cell ranger,Cellranger (10X,Cellranger aggr,Cellranger pipeline,Cell-Ranger,CELL RANGER,cellranger mkref,CellRanger Pipeline",,"Jian Peng,Ai-Li Sheng,Xiao Qi,Libing Shen,Xiang-Chun Ju,Min Zhang,Siting He,Chao Wu,Zhen‐Ge Luo"
216,cellranger,10.1186/s13059-021-02293-3,"First, cellranger count used STAR to align cDNA reads to the hg19 human reference transcriptome, which accompanied the Cell Ranger Single Cell Software Suite [44]","Cellranger-atac,CellRank,CellRanger,CellRanger2,cellranger vdj,cellRanger-atac,cellrangerRkit,Cell Ranger3,Cellranger mkfastq,Cellranger VDJ,CellRanger mkfastq,Cellranger ATAC,CellRanger ATAC,Cellranger mkref,Cellranger count,cellranger suite,CellRanger VDJ,Cellranger,10×Cellranger,cellRanger,cellranger R-kit,CellRanger mkref,CellRanger pipeline,Cellranger V(D)J,cellranger mkfastq,cellrangerRrkit,cellRanger mat2csv,cellranger,cellranger-arc,Cell Ranger,cellRanger aggr,Cellranger suites,CellRanger-atac,cellranger aggr,CellRanger R,CellRangerv3,cellranger count,CellRanger1,CellRanger mm10,cellranger-atac,cell ranger,Cell Rangers,Cellranger‐atac,CellRanger aggr,cellranger mkfastq1,Cell ranger,Cellranger (10X,Cellranger aggr,Cellranger pipeline,Cell-Ranger,CELL RANGER,cellranger mkref,CellRanger Pipeline",,"Drew Neavin,Quan Nguyen,Maciej Daniszewski,Helena Liang,Han Sheng Chiu,Yong Kiat Wee,Anne Senabouth,Samuel W. Lukowski,Duncan E. Crombie,Grace E. Lidgerwood,Damián Hernández,James C. Vickers,Anthony L. Cook,Nathan J. Palpant,Alice Pébay,Alex W. Hewitt,Joseph E. Powell"
217,cellranger,10.1371/journal.pone.0251194,"Loaded via a namespace (and not attached): cellranger 1.1.0, cli 2.4.0, codetools 0.2-18, colorspace 2.0-0, compiler 4.0.3, crayon 1.4.1, crul 1.1.0, curl 4.3, digest 0.6.27, DT 0.18, ellipsis 0.3.1, evaluate 0.14, fansi 0.4.2, farver 2.1.0, fastmap 1.1.0, generics 0.0.2, glue 1.4.2, grid 4.0.3, gtable 0.3.0, hms 0.5.3, htmltools 0.5.1.1, htmlwidgets 1.5.3, httpcode 0.3.0, httpuv 1.5.5, httr 1.4.2, jsonlite 1.7.2, labeling 0.4.2, later 1.1.0.1, lifecycle 1.0.0, magrittr 2.0.1, mime 0.10, miniUI 0.1.1.1, mun","Cellranger-atac,CellRank,CellRanger,CellRanger2,cellranger vdj,cellRanger-atac,cellrangerRkit,Cell Ranger3,Cellranger mkfastq,Cellranger VDJ,CellRanger mkfastq,Cellranger ATAC,CellRanger ATAC,Cellranger mkref,Cellranger count,cellranger suite,CellRanger VDJ,Cellranger,10×Cellranger,cellRanger,cellranger R-kit,CellRanger mkref,CellRanger pipeline,Cellranger V(D)J,cellranger mkfastq,cellrangerRrkit,cellRanger mat2csv,cellranger,cellranger-arc,Cell Ranger,cellRanger aggr,Cellranger suites,CellRanger-atac,cellranger aggr,CellRanger R,CellRangerv3,cellranger count,CellRanger1,CellRanger mm10,cellranger-atac,cell ranger,Cell Rangers,Cellranger‐atac,CellRanger aggr,cellranger mkfastq1,Cell ranger,Cellranger (10X,Cellranger aggr,Cellranger pipeline,Cell-Ranger,CELL RANGER,cellranger mkref,CellRanger Pipeline",,"Heidi Seibold,Severin Czerny,Siona Decke,Roman Dieterle,Thomas Eder,Steffen Fohr,Nico Hahn,Rabea Hartmann,Christoph Heindl,Philipp Kopper,Dario Lepke,Verena Loidl,Maximilian M. Mandl,Sarah Musiol,Jessica Peter,Alexander Piehler,Elio Rojas,Stefanie Schmid,Hannah Schmidt,Melissa Schmoll,Lennart Schneider,Xiao-Yin To,Viet Tran,Antje Völker,Moritz Wagner,Joshua Wagner,Maria Waize,Hannah Wecker,Rui Yang,Simone Zellner,Malte Nalenz"
218,cellranger,10.21203/rs.3.rs-664507/v1,We used R package Seurat 3 for downstream analysis of count matrixes that we got as output from cellranger count,"Cellranger-atac,CellRank,CellRanger,CellRanger2,cellranger vdj,cellRanger-atac,cellrangerRkit,Cell Ranger3,Cellranger mkfastq,Cellranger VDJ,CellRanger mkfastq,Cellranger ATAC,CellRanger ATAC,Cellranger mkref,Cellranger count,cellranger suite,CellRanger VDJ,Cellranger,10×Cellranger,cellRanger,cellranger R-kit,CellRanger mkref,CellRanger pipeline,Cellranger V(D)J,cellranger mkfastq,cellrangerRrkit,cellRanger mat2csv,cellranger,cellranger-arc,Cell Ranger,cellRanger aggr,Cellranger suites,CellRanger-atac,cellranger aggr,CellRanger R,CellRangerv3,cellranger count,CellRanger1,CellRanger mm10,cellranger-atac,cell ranger,Cell Rangers,Cellranger‐atac,CellRanger aggr,cellranger mkfastq1,Cell ranger,Cellranger (10X,Cellranger aggr,Cellranger pipeline,Cell-Ranger,CELL RANGER,cellranger mkref,CellRanger Pipeline",R,"Dhiraj Kumar Singh,Ekaterina Aladyeva,Shibali Das,Bindu Singh,Ekaterina Esaulova,Amanda Swain,Mushtaq Ahmed,Journey Cole,Chivonne Moodley,Smriti Mehra,Larry S. Schlesinger,Maxim N. Artyomov,Shabaana A. Khader,Deepak Kaushal"
219,cgraph,10.1186/s12859-019-2615-x,"The software uses cgraph (the C library behind Graphviz) for making metabolic network layouts, and the Allegro 5.2 gaming library for graphics","ECGraph,Graph,graph",C,"Nikolay Martyushenko,Eivind Almaas"
220,chemometrics,10.1038/s41598-018-34190-4,"Multivariate analysis was performed with the R environment (version: 3.3.2), PLS-DA and PLS regression were performed with using the package “MixOmics”, double cross-validation was executed with package “chemometrics”","ChemometricsWithR,Chemometrics,R-chemometric,Chemometric,chemometric,chemometrics,“chemometrics",R,"Wei Xu,Jacques Vervoort,Edoardo Saccenti,Renny van Hoeij,B. Kemp,A.T.M. van Knegsel"
221,chemometrics,10.1038/s41598-020-73338-z,"The functions PCAgrid and pcaDiagplot used for this analysis belonged to the pcaPP and chemometrics packages, respectively","ChemometricsWithR,Chemometrics,R-chemometric,Chemometric,chemometric,chemometrics,“chemometrics",,"Cláudia Raposo de Magalhães,Raquel Carrilho,Denise Schrama,Marco Cerqueira,Ana M. Rosa da Costa,Pedro M. Rodrigues"
222,chemometrics,10.1371/journal.pone.0089280,Mass spectral data from the XCMS Online analyses were used to construct two sets of principle components analysis (PCA) and linear discriminant analysis (LDA) classification models using the chemometrics statistical package in “R” [53],"ChemometricsWithR,Chemometrics,R-chemometric,Chemometric,chemometric,chemometrics,“chemometrics",R,"Christine Ellis,Randal S. Stahl,Pauline Nol,W. Ray Waters,Mitchell V. Palmer,Jack C. Rhyan,Kurt C. VerCauteren,Matthew McCollum,Μ. D. Salman"
223,chemometrics,10.1371/journal.pone.0129740,"The ions identified as significantly different in each of the four within-group comparisons, evaluated pre- and post-challenge, were used in principle components analysis (PCA) and linear discriminant analysis (LDA) classification models using the “chemometrics” statistical package in “R” [27]","ChemometricsWithR,Chemometrics,R-chemometric,Chemometric,chemometric,chemometrics,“chemometrics",R,"Randal S. Stahl,Christine Ellis,Pauline Nol,W. Ray Waters,Mitchell V. Palmer,Kurt C. VerCauteren"
224,chemometrics,10.3389/fmicb.2018.00938,"Prior to any statistical testing, we added a constant of 10-10 to all NSAF values and then applied a centered log-ratio (clr) transform (Aitchison, 1982; Fernandes et al., 2014) using the clr function from the chemometrics package in R (Kumar et al., 2014)","ChemometricsWithR,Chemometrics,R-chemometric,Chemometric,chemometric,chemometrics,“chemometrics",R,"Jackie Zorz,Jessica A. Kozlowski,Lisa Y. Stein,Marc Strous,Manuel Kleiner"
225,cobs,10.15698/mic2021.07.754,"To this end, we fitted a constrained smoothing spline to the CFU data using the cobs package in R [71] ()","cob,R-package cobs,COB,COOBS",R,"Catalina A. Romila,StJohn Townsend,Michał Małecki,Stephan Kamrad,María Rodríguez‐López,Olivia Hillson,Cristina Cotobal,Markus Ralser,Jürg Bähler"
226,cumSeg,10.1371/journal.pone.0078143,Both SomatiCA and cumSeg used model selection to effectively reduce the false positive rate with some compromise on sensitivity,,,"Mengjie Chen,Murat Günel,Hongyu Zhao"
227,cumSeg,10.1371/journal.pone.0078143,"In Figure S3 and S4, we show the segmentation from SomatiCA and its comparison with CBS and cumSeg using chromosomes 7 and 10 respectively",,,"Mengjie Chen,Murat Günel,Hongyu Zhao"
228,cumSeg,10.1371/journal.pone.0078143,"Overall, CBS and SomatiCA outperformed cumSeg in sensitivity at detecting SCNAs larger than 1 Mb (Figure 2)",,,"Mengjie Chen,Murat Günel,Hongyu Zhao"
229,cumSeg,10.1371/journal.pone.0078143,SomatiCA detected 83% simulated SCNAs whereas cumSeg only captured 10%,,,"Mengjie Chen,Murat Günel,Hongyu Zhao"
230,cumSeg,10.7554/eLife.46259,Data were plotted and the step-function fit (grey dashed line) was calculated using the mean GC value for each locus via the cumSeg package for breakpoint estimation in genomic sequences,,,"Isabella Vlisidou,Alexia Hapeshi,Joseph R. J. Healey,Katie Smart,Guowei Yang,Nicholas R. Waterfield"
231,cytoflow,10.1038/s41598-021-86135-z,The data from the flow cytometry was imported and analysed in Python 3.5 using the cytoflow library,"Cytofworkflow,cytofWorkflow,Cytof,Cytoflow,cytoflow,cytof",Python,"Pau Cabañeros López,Chuantao Peng,Nils Arneborg,Helena Junicke,Krist V. Gernaey"
232,dae,10.1038/s41598-017-01211-7,"The main plot design was generated using Digger and the subplot randomization was done using dae, packages for the R statistical computing environment The experimental layout used is shown in Fig. 1.","DAEM,DAEA,DAEL,DAEI,DAEO",R,"Judith Atieno,Yongle Li,Peter Langridge,Kate Dowling,Chris Brien,Bettina Berger,Rajeev K. Varshney,Tim Sutton"
233,dae,10.1371/journal.pone.0239673,"The experimental design was obtained using CycDesigN [41] and randomized using the dae package in R [42, 43] (Fig 1).","DAEM,DAEA,DAEL,DAEI,DAEO",R,"K.R. Ball,Sally A. Power,Chris Brien,Sarah J. Woodin,Nathaniel Jewell,Bettina Berger,Elise Pendall"
234,dae,10.3389/fpls.2017.02194,"Such model-based approaches can be implemented in various software packages, e.g., dae (Brien, 2017), DiGGer (Coombes, 2009), or OD (Butler, 2013) in R or the OPTEX procedure in SAS (SAS Institute Inc., 2014)","DAEM,DAEA,DAEL,DAEI,DAEO",R,"Heike Molenaar,Robert Boehm,Hans‐Peter Piepho"
235,dae,10.34133/2019/5893953,"The design was randomised using dae [34], a package for the R statistical computing environment [35]","DAEM,DAEA,DAEL,DAEI,DAEO",R,"Stephanie J. Watts‐Williams,Nathaniel Jewell,Chris Brien,Bettina Berger,Trevor Garnett,Timothy R. Cavagnaro"
236,data.table,10.1093/eurheartj/ehaa756,"All data management and analyses were performed using R version 4.0.0 using the data.table package version 1.12.8, the magrittr package version 1.5, and the lme4 package version 1.1-21",data.table_1,R,"Karolina Wartolowska,Alastair J.S. Webb"
237,data.table,10.1186/s12864-015-2140-x,"This package requires R > = 3.0.1 and depends on several R/Bioconductor packages including Rsamtools, GenomicRanges, data.table, stringr, rtracklayer, ggplot2, gridExtra, igraph and Gviz.",data.table_1,R,"Nathan Harmston,Elizabeth Ing‐Simmons,Malcolm Perry,Anja Barešić,Boris Lenhard"
238,data.table,10.1186/s12911-019-0837-5,The ETL processes were built using R (version 3.4.4) and the data.table package (version 1.11.6) [21],data.table_1,R,"Mark D. Danese,Marc Halperin,Jennifer Duryea,Ryan Duryea"
239,data.table,10.1186/s13071-020-04319-4,"Data analysis was done with the tidyverse and multiple helper functions within the following packages: data.table [21], magrittr [22], here [23], Hmisc [24], ggplot2 [25], gridExtra [26], ggpubr [27] and extrafont [28]",data.table_1,,"Sarah Sweet,Donald Szlosek,Donald J. McCrann,Michael J. Coyne,David Kincaid,Evan Hegarty"
240,data.table,10.1186/s40575-021-00100-7,"Following internal validity checking and data cleaning in Excel (Microsoft Office Excel 2013, Microsoft Corp.), data were cleaned in Rstudio™ using the following packages: plyr, dplyr, data.table, tidyR, and stringr [81–84]",data.table_1,R,"Grace L. Edmunds,Matthew J. Smalley,Sam Beck,Rachel J. Errington,Sara Gould,Helen Winter,Dave C. Brodbelt,Dan G. O’Neill"
241,data.table,10.1371/journal.pbio.3001296,"Other R packages used in the analyses and data visualisation were the following: data.table [52], dplyr [53], gridExtra [54], mapdata [55], mcmcplots [56], MCMCvis [57], plyr [58], RColorBrewer [59], rgdal [60], readxl [61], tidyverse [62], viridis [63], and writexl [64].",data.table_1,R,"Tatsuya Amano,Violeta Berdejo‐Espinola,Alec P. Christie,Kate Willott,Munemitsu Akasaka,András Báldi,Anna Berthinussen,Sandro Bertolino,Andrew J. Bladon,Min Chen,Chang‐Yong Choi,Magda Bou Dagher Kharrat,Luis G. de Oliveira,Perla Farhat,Marina Golivets,Nataly Hidalgo Aranzamendi,Kerstin Jantke,Joanna Kajzer‐Bonk,M. Çisel Kemahlı Aytekin,Igor Khorozyan,Kensuke Kito,Ko Konno,Da‐Li Lin,Nick A. Littlewood,Yang Liu,Yifan Liu,Matthias‐Claudio Loretto,Valentina Marconi,Philip A. Martin,William H. Morgan,Juan Pablo Narváez-Gómez,Pablo José Negret,Elham Nourani,José Manuel Ochoa Quintero,Nancy Ockendon,Rachel Rui Ying Oh,Silviu O. Petrovan,Ana Cláudia Piovezan Borges,Ingrid L. Pollet,Danielle Leal Ramos,Ana L. Reboredo Segovia,A. Nayelli Rivera‐Villanueva,Ricardo Rocha,Marie‐Morgane Rouyer,Katherine A. Sainsbury,Richard Schuster,Dominik Schwab,Çağan H. Şekercioğlu,Hae-Min Seo,Gorm E. Shackelford,Yushin Shinoda,Rebecca K. Smith,Shan-dar Tao,Ming-shan Tsai,Elizabeth H. M. Tyler,Flóra Vajna,José O. Valdebenito,Svetlana Vozykova,Paweł Waryszak,Veronica Zamora‐Gutierrez,Rafael Dudeque Zenni,Wenjun Zhou,William J. Sutherland"
242,data.table,10.1371/journal.pone.0132783,"To facilitate effortless analysis and visualization of the amplicon data, we build the R package ampvis v.1.9.2 (https://github.com/MadsAlbertsen/ampvis) which builds on the R packages phyloseq [36], ggplot2 [37], reshape2 [38], dplyr [39], vegan [40], knitr [41], Biostrings [42], data.table [43], DESeq2 [44], ggdendro [45] and stringr [46].",data.table_1,R,"Mads Albertsen,Søren Michael Karst,Anja Ziegler,Rasmus Hansen Kirkegaard,Per Halkjær Nielsen"
243,data.table,10.1371/journal.pone.0239197,"In writing these scripts, we used the following packages: readr [76], dplyr [77], ggplot2 [78], tidyr [79], reshape2 [80], ggrepel [81], cowplot [82], data.table [83], UpSetR [84], BSgenome.Hsapiens.UCSC.hg38 [85, 86], and Rtsne [87].",data.table_1,,"Weston R. Bodily,Brian H. Shirts,Tom Walsh,Süleyman Gülsüner,Mary‐Claire King,Alyssa Parker,Moom R. Roosan,Stephen Piccolo"
244,data.table,10.1371/journal.pone.0246663,"The script is written in R programming language with the shiny [6], data.table [7], and ggplot2 [8] packages with customizations added in HTML, JavaScript and CSS languages",data.table_1,R,"László Németh,Dmitri A. Jdanov,Vladimir M. Shkolnikov"
245,data.table,10.3390/microorganisms7110547,"Other R packages used for data management and visualization included BiocManager [61], biomformat [62], dplyr [63], data.table [64], extrafont [65], gdata [66], ggplot2 [67], plyr [68], prodlim [69] and vegan [70].",data.table_1,R,"Christina Weißbecker,Anna Heintz‐Buschart,Helge Bruelheide,François Buscot,Tesfaye Wubet"
246,deepredeff,10.1186/s12859-021-04293-3,Accurate plant pathogen effector protein classification ab initio with deepredeff: an ensemble of convolutional neural networks,R package deepredeff,,"Ruth Kristianingsih,Dan MacLean"
247,django-blastplus,10.1186/s12920-018-0430-2,The BLAST server was constructed by django-blastplus (version 0.4.0) and NCBI BLAST+ (version 2.3.0) [43],,,"Jun Wang,Xuan Zhang,Wen Chen,Jing Li,Changning Liu"
248,dplyr,10.1002/ece3.3242,"All data analyses were performed in R using code written by GMM and the packages vegan (Oksanen et al., 2015), rioja (Juggins, 2015), ggplot2 (Wickham, Chang, & Wickham, 2013), dplyr (Wickham & Francois, 2016), maptools (Bivand & Lewin‐Koh, 2016), and rgdal (Bivand, Keitt, & Rowlingson, 2016).","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Gabriel M. Moulatlet,Gabriela Zuquim,Fernando O. G. Figueiredo,Samuli Lehtonen,Thaíse Emilio,Kalle Ruokolainen,Hanna Tuomisto"
249,dplyr,10.1038/s41597-020-00660-6,We used various C++  based R packages (dplyr and sf ) for data handling and geospatial analysis,"R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Sudarshana Mukhopadhyay,A. Sankarasubramanian,Chandramauli Awasthi"
