name;candidate_urls;doi;paragraph
Percolator;https://github.com/48klocs/Percolator;10.3390/microorganisms9091918;The search results were rescored using Percolator to improve the matching accuracy
Percolator;https://github.com/48klocs/Percolator;10.3390/md18010030;To perform quality control for identification, peptide spectrum matches (PSMs) were re-scored by Percolator [63]
SPGE;https://github.com/dbitton/SPGE;10.1038/s41598-018-26923-2;Having originated from very different mechanisms, SPGE and PDE show very similar dependences on the angle of incidence and polarization of the excitation beam
SPGE;https://github.com/dbitton/SPGE;10.3390/s17122734;As can be seen, the blank response in all six RTILs is flat and featureless on the SPGE
SPGE;https://github.com/dbitton/SPGE;10.1021/acsbiomaterials.0c01110;However, analysis with SPGE is performed off-chip, resulting in measurements that are not in real-time
StatView;https://github.com/EPinell/StatView;10.3390/md13116588;For the determination of statistical significance, ANOVA tests were performed with the StatView software (StatView 4.5 Abacus Concepts, Berkeley, CA, USA)
StatView;https://github.com/EPinell/StatView;10.1371/journal.pone.0094224;Statistical analysis was performed using StatView (SAS) and Prism 5 (Graphpad)
StatView;https://github.com/EPinell/StatView;10.1186/1471-2415-5-1;Data was analysed by Analysis of Variance ANOVA (StatView software)
TreeStar;https://github.com/AzarayAOS/TreeStar;10.1128/mSphere.00880-20;Samples were acquired on a BD LSRII instrument, and data were analyzed using FlowJo v10.0.7 (TreeStar)
TreeStar;https://github.com/AzarayAOS/TreeStar;10.1371/journal.pone.0059210;Staining was analyzed with a LSR II flow cytometer (BD Biosciences) and data analyzed by FlowJo Version 8.7.7 software (TreeStar, San Carlos, CA)
TreeStar;https://github.com/AzarayAOS/TreeStar;10.1016/j.omtm.2020.03.017;Data were analyzed with FlowJo 10.1 (TreeStar, Ashland, OR, USA) software.
smFRET;https://github.com/dat2007/smFRET;10.7554/eLife.56428;This experiment, and indeed aspects of the study more generally are similar to work from Parks and Stone, 2014 (not cited), in which DNA primer dynamics are directly observed by smFRET in human telomerase as the primer length approaches the template boundary
smFRET;https://github.com/dat2007/smFRET;10.3390/ma13235362;In the absence of ACE2, our study renders the open state less stable than the closed state which agrees with the smFRET study [34] that identifies the closed state as the most populated state in the lack of ACE2
smFRET;https://github.com/dat2007/smFRET;10.1038/srep39841;Comparison of labeled, non-phosphorylated and phosphorylated states of FGFR1 KD by smFRET
ACD;https://github.com/thuddwhirr/ACD;10.1186/s12864-018-5349-7;The structure of hemithioacetal was drawn using ACD/ChemSketchfreeware
ACD;https://github.com/thuddwhirr/ACD;10.1186/1471-2105-11-123;The data were processed using ACD software version 9 (Advanced Chemistry Development, Toronto, Canada)
ACD;https://github.com/thuddwhirr/ACD;10.3389/fphar.2018.01013;LogD at pH 7.4 (LogD7.4) was estimated as a measure of lipophilicity using trained ACD software as detailed in Supplementary Figure 
Phenix;https://github.com/Fredi/Phenix;10.7554/eLife.44904;Models were manually adjusted in Coot (Emsley and Cowtan, 2004) and further refined using Phenix (Adams et al., 2010) and REFMAC v5.8 adapted for EM-refinement (Amunts et al., 2014)
Phenix;https://github.com/Fredi/Phenix;10.7554/eLife.52125;Jelly body refinement in Refmac (Murshudov et al., 2011) and real space refinement in Phenix (Afonine et al., 2012) were used to improve the model quality
Phenix;https://github.com/Fredi/Phenix;10.1038/s42003-019-0604-2;Lipids were individually built in Coot then the whole structure was real-space refined in Phenix.
MyLoop;https://github.com/Gabies/MyLoop;10.1021/acschemneuro.1c00351;In this model, the nonhelical fragment of TM10 (residues 455–459) was additionally optimized using the MyLoop class in the Modeller program
MyLoop;https://github.com/Gabies/MyLoop;10.1371/journal.pone.0186108;For all models, structures generated on a multi-template alignment (automodel/slow refinement) were assessed by BCL::Score with a top value of -2351.97, and a model generated on an rM3R template (MyLoop/ very slow refinement) obtained the highest QMEAN score value of 0.535
MyLoop;https://github.com/Gabies/MyLoop;10.1371/journal.pone.0186108;Other algorithms, loopmodel and MyLoop did not improve the quality of the generated models
catwalk;https://github.com/qlik-oss/catwalk;10.1016/j.freeradbiomed.2013.04.018;The catwalk gait analysis system (Noldus Instruments, version 7.1) was used to capture gait parameters in groups of 5 G93A—transgenic mice and 7 nontransgenic mice
catwalk;https://github.com/qlik-oss/catwalk;10.1371/journal.pone.0068584;Gait performance was assessed and recorded using the catwalk analysis software
catwalk;https://github.com/qlik-oss/catwalk;10.1371/journal.pone.0023244;Effects on rotarod performance are assessed between days 35 to 60, analysis of hind-limb muscle volume and immunohistochemistry to assess the degree of gastrocnemius innervation at day 60 in half of the cohort and the remaining cohort being assessed for motor function using the catwalk gait analysis system and for time to onset
CellProfiler;https://github.com/CellProfiler/CellProfiler;10.1186/s13041-021-00845-z;The most current version of CellProfiler at the time (v.3) was downloaded and used for quantification with a custom image analysis pipeline [42]
CellProfiler;https://github.com/CellProfiler/CellProfiler;10.1073/pnas.1905787116;To quantify the area of a lesion occupied by myelin debris, a threshold determined by background (median) dMBP staining was applied to images in CellProfiler.
CellProfiler;https://github.com/CellProfiler/CellProfiler;10.3390/vetsci6020045;The KingFisher protocol file for MEC isolation is available in File S1, and the pipeline for CellProfiler is available in File S2.
MO6;https://github.com/Eefjeslierendrecht/MO6;10.1021/acschemneuro.0c00340;The interactions between ligand and fibril fragments can be computed using various levels of theory such as dispersion corrected density functional theory, MO6-2X and MP2, thus, methods known to be effective in describing the dispersion interactions
MO6;https://github.com/Eefjeslierendrecht/MO6;10.1186/s13321-018-0298-3;However, it should be noted that the theoretical descriptors calculated by these authors [30] were a combination of solid state energetic contributions, calculated from crystal structures using the DMACRYS program [55], and non-solid state contributions, computed using Hartree–Fock or MO6-2X calculations, and they only reported statistically significant improvements in their models when those theoretical descriptors were calculated using MO6-2X calculations
MO6;https://github.com/Eefjeslierendrecht/MO6;10.3390/molecules171214531;B3LYP (Ru: sdd, all other atoms: 6-31G**), MO6, and MP2 calculated free energies of activation based on ground state and transition state energies a for conversion of 2a-pro-cis- and 2a-pro-trans-Ru, cis- and trans-Ru-Cycl, E- and Z-4a, andE-12
HJCFIT;https://github.com/DCPROGS/HJCFIT;10.1113/JP276093;1996, 1997), HJCFIT (Colquhoun & Hawkes, 1994, 1995) and a MATLAB (version R2016a, MathWorks, Natick, MA, USA) implementation of the approach of Hawkes et al
HJCFIT;https://github.com/DCPROGS/HJCFIT;10.3389/fncel.2020.00002;The kinetic simulations of single-channel recordings were performed using the HJCFIT software (DCprogs, maximum likelihood method)
HJCFIT;https://github.com/DCPROGS/HJCFIT;10.1021/acschemneuro.1c00151;Modeling was performed using HJCFIT software (DCprogs), which is based on the maximum likelihood method that enabled optimization of the rate constants, with the time resolution of 40–90 μs
SCAN;https://github.com/kuanghuei/SCAN;10.1186/1756-0500-4-549;Computational methods such as MCODE [20], jClust [21], Clique [22], LCMA [23], DPClus [24], CMC [25], SCAN [26], Cfinder [27], GIBA [28] or PCP [29] are graph-based algorithms that use graph theory to detect highly connected subnetworks
SCAN;https://github.com/kuanghuei/SCAN;10.1186/s13073-015-0131-9;Thus, within the framework of an initiative such as SCAN-B, the cycle time from biomarker discovery, to independent validation, to clinical implementation can be made more rapid and efficient.
SCAN;https://github.com/kuanghuei/SCAN;10.3389/fnhum.2018.00538;Event triggers were coded into the ABM task in E-Prime and sent via an Input/Output port to a Neuroscan EEG/EP system with a 64-channel SynAmps II headbox (Compumedics, Abbotsford, Australia) which recorded the EEG data via SCAN version 4.4.
rstan;https://github.com/stan-dev/rstan;10.14252/foodsafetyfscj.D-20-00007;2.3.1) and rstan (ver
rstan;https://github.com/stan-dev/rstan;10.1186/s12874-016-0107-5;A Bayesian implementation of this model was fitted by MCMC methods, using the Stan [4] modeling language through the rstan [5] interface to R [6]
rstan;https://github.com/stan-dev/rstan;10.3389/fgene.2020.616160;The rstan package allows us to conveniently fit different models and access the outputs, including posterior inferences
ACDC;https://github.com/cksystemsgroup/ACDC;10.3389/fcell.2021.623753;Cilia present on RPE-1 or NIH3T3 were counted in ACDC software semiautomatic mode, all cilia present were verified and adjusted manually as recommended (Lauring et al., 2019)
ACDC;https://github.com/cksystemsgroup/ACDC;10.1186/s13059-019-1917-7;By comparing the impact of varying sampling sizes on each tool (Fig. 2b and Additional file 1: Figure S4B), we observed that LDA, ACDC, DEPECHE, and PhenoGraph did not have large differences when the sample size expanded from 20,000 to 40,000
ACDC;https://github.com/cksystemsgroup/ACDC;10.1002/ctm2.206;ACDC utilizes biological knowledge of a marker × cell type annotation table to guide learning algorithms
ADC;https://github.com/pedvide/ADC;10.1063/4.0000070;The excitation energies of the valence-excited states were calculated with ADC(2), EOM-EE-CCSD, and TDDFT/B3LYP
ADC;https://github.com/pedvide/ADC;10.1016/j.virusres.2012.11.004;Data was analysed using EXPO 32 ADC Analysis software (Beckman Coulter).
ADC;https://github.com/pedvide/ADC;10.3906/biy-1712-62;A Coulter Epics XL-MCL was used during the experiments and the data were analyzed using EXPO 32 ADC software (Beckman Coulter Inc., USA)
WHAM;https://github.com/danijoo/WHAM;10.1038/s41598-018-23778-5;Finally, to compute the errors at the reference points of the PMF profiles, the Monte Carlo bootstrapping analysis implemented in WHAM using 200 resampling trials was applied.
WHAM;https://github.com/danijoo/WHAM;10.1038/s41598-020-73906-3;The free energy profile was constructed with WHAM 2.0.9.1..
WHAM;https://github.com/danijoo/WHAM;10.3390/genes12050684;The tools used during the Meta-SV analysis were the following: BreakDancer [21], CNVnator [22], BreakSeq2 [23], Pindel [24], Manta [25], Lumpy [26], WHAM [27], and CNVkit [28]
AIMD;https://github.com/Linyuechuan/AIMD;10.1002/anie.202102956;The application of AIMD allows for the simulation of spontaneous reactions between individual acid gas molecules inside the MOF pore, and between the acid gas molecule and the MOF framework
AIMD;https://github.com/Linyuechuan/AIMD;10.1186/s43058-021-00152-7;Data about EIHC/KT supports were grouped thematically and organized in accordance with the AIMD Framework [21]
AIMD;https://github.com/Linyuechuan/AIMD;10.1021/acs.jpclett.1c01479;AIMD has also offered key insights into the librational motion of higher-frequency modes of water adsorbed to titania in recent studies.
MEEP;https://github.com/didi/MEEP;10.1098/rsif.2015.0591;Electromagnetic simulations were undertaken with the freely available FDTD software MEEP [15], using the computational facilities of the Advanced Computing Research Centre, University of Bristol
MEEP;https://github.com/didi/MEEP;10.1117/1.JBO.21.5.057003;Using MEEP simulations to quantify the amount of light scattered out of the waveguide core, for adjacent segments with refractive indices of 3.409 and 3.41, we estimate that there will be a loss per boundary
MEEP;https://github.com/didi/MEEP;10.1038/s41598-017-13087-8;The calculation was performed by two-dimensional finite-difference time-domain (FDTD) method using MEEP code
hyperspy;https://github.com/hyperspy/hyperspy;10.1021/acsenergylett.1c00568;Both nXRF and SEM-EDX data were analyzed in the python package hyperspy for multidimensional data analysis.
hyperspy;https://github.com/hyperspy/hyperspy;10.1038/s41598-017-09601-7;Post-processing of EDX data was performed with the open source Hyperspy software: hyperspy.org
MolProbity;https://github.com/rlabduke/MolProbity;10.1107/S1744309109050416;The Ramachandran plot produced by MolProbity showed that 97.6% of the residues were in favored regions, with no outliers.
MolProbity;https://github.com/rlabduke/MolProbity;10.7554/eLife.07410;From MolProbity (Chen et al., 2010).
MolProbity;https://github.com/rlabduke/MolProbity;10.1155/2014/124289;"The model was validated using Molprobity [21], which gave a clash score for all atoms of 1.49; the MolProbity score was 2.33"
Aliquot;https://github.com/MatthewJohnMorris/Aliquot;10.1093/database/baz004;Aliquot, Biomouse and Cell Line) are identified by a unique and mnemonic key, named GenealogyID, that encodes relevant information regarding the history of the entity
Aliquot;https://github.com/MatthewJohnMorris/Aliquot;10.1186/1471-2105-8-52;There are three main web pages displaying the metadata related to Person, Sample and Aliquot, which is governed by three tables – Person metadata Sample metadata and Aliquot metadata respectively
Aliquot;https://github.com/MatthewJohnMorris/Aliquot;10.1007/s00266-020-01762-7; Aliquot
cpptraj;https://github.com/Amber-MD/cpptraj;10.7554/eLife.40889;Distances were measured over time with cpptraj within AmberTools15 (Case et al., 2015)
cpptraj;https://github.com/Amber-MD/cpptraj;10.1016/j.bpj.2018.03.040;To allow comparisons between structures from different regions of the PCA space, the MD trajectories were sorted into representative clusters using cpptraj, which is part of the Amber software package
cpptraj;https://github.com/Amber-MD/cpptraj;10.1038/srep20331;After ensuring thermodynamic and structural stability of simulations, we analyzed resulting conformational ensembles using cpptraj from AmberTools45
BVSE;https://github.com/GerardWalace/BVSE;10.1021/acsmaterialslett.1c00055;Although these results are not conclusive, they do tend to support observations from solid-state NMR spectroscopy of a partially occupied interstitial site in LiAlCl4 and provide a rationale for the Li+ diffusion mechanism elucidated by BVSE and MD analyses for the haloaluminates (see below)
BVSE;https://github.com/GerardWalace/BVSE;10.1038/s41597-020-0474-y;(c) Comparison of migration paths of NaZr2P3O12 constructed using BVSE and CAVD calculations.
BVSE;https://github.com/GerardWalace/BVSE;10.1038/s41597-020-0474-y;(2) Ea values: Energy barrier values calculated by BVSE
scikit-learn;https://github.com/scikit-learn/scikit-learn;10.1038/s41597-021-00936-5;It was computed using the scikit-learn package.
scikit-learn;https://github.com/scikit-learn/scikit-learn;10.3390/ijerph18168265;Pandas and numpy modules were used for data processing, the scipy module was used for statistical analysis, the scikit-learn module was used for k-means clustering, and the matlibplot and seaborn modules were used for graph generation
scikit-learn;https://github.com/scikit-learn/scikit-learn;10.3389/fncom.2021.594659;We report the results from splitting the data into train, validation, and test for Linear SVM implemented using scikit-learn (Pedregosa et al., 2011) library in Python.
GIFT;https://github.com/zju3dv/GIFT;10.1371/journal.pone.0024271;An implemented in the GIFT software [39], the components to be retained for further analysis among the 33/31/35/35 estimated ICs for four groups were selected based on the largest spatial correlation [42]–[44] with the specific DMN template [36], [37]
GIFT;https://github.com/zju3dv/GIFT;10.3389/fnins.2018.00352;"Preprocessed data was submitted to a group independent component analysis (GIFT toolbox; Calhoun et al., 2001) and four components were selected, which represent the Default Mode Network (DMN), Left and Right Executive Control Networks (L-/RECN), and the Salience Network (SAL)."
GIFT;https://github.com/zju3dv/GIFT;10.3897/BDJ.9.e67318;"In total, 84 islands could not be connected to a unique ID in GIFT; coordinates for these were taken from Google Maps (Google 2020)"
TDAP;https://github.com/tcraymond/TDAP;10.1021/acsnano.1c01301;We performed nonadiabatic molecular dynamics using time-dependent density-functional theory in conjunction with Ehrenfest dynamics as implemented in the TDAP package, built on top of the Siesta electronic structure code
CLSM;https://github.com/HHself/CLSM;10.1371/journal.pone.0125923;The ability to look into the matrix for hidden specimens with simple techniques like the ones described here (Case history 2), was previously only possible using X-rays, CT scans, CLSM and RAMAN which have high cost and low accessibility [18, 23]
CLSM;https://github.com/HHself/CLSM;10.1007/s00429-021-02264-1;The 4 × objective was used to visualize the entire EPN containing the surrounding areas in a single frame in CLSM, whereas the 10 × and 20 × objectives were used to identify and analyze EPN neurons with sufficient resolution
CLSM;https://github.com/HHself/CLSM;10.1371/journal.pone.0121835;From a total biomass perspective, it should be noted that changes in abundances of phyla/genera within the biofilms developed in flowing CFS supplemented with 500 mM LAHCl are also subject to the change in total bioburden: the absolute amount of biofilm cells/biofilm biomass, as inferred by CLSM and COMSTAT
RepRapFirmware;https://github.com/Duet3D/RepRapFirmware;10.1089/3dp.2016.0033;Significantly, 32-Bit hardware is used in tandem with the latest dc42 fork of the RepRapFirmware and auto calibration methods to aid in processing the additional complexity of CLFFF toolpaths at typical FFF manufacturing speeds
Language;https://github.com/OVALProject/Language;10.1155/2019/8238972;R: A Language and Environment for Statistical Computing [Internet], Vienna, Austria, 2017).
Language;https://github.com/OVALProject/Language;10.2196/jmir.3388;Standardized Unified Medical Language System (UMLS) was employed to annotate semantic types and extract medical concepts
Language;https://github.com/OVALProject/Language;10.1038/s41598-018-27960-7;All analyses were performed using R software, version 3.3.0 (R Development Core Team, A Language and Environment for Statistical Computing, Vienna, Austria, 2016
inPrint;https://github.com/Cylinder1307/inPrint;10.1186/s41205-016-0008-6;This will create an STL model, also known as a Part within the inPrint software
inPrint;https://github.com/Cylinder1307/inPrint;10.1186/s41205-019-0054-y;*This table has been modified from inPrint help manual
inPrint;https://github.com/Cylinder1307/inPrint;10.1186/s41205-017-0022-3;The basic 3D object manipulation shortcuts and controls are similar to those used in the inPrint 3D view
3;https://github.com/mumax/3;10.7554/eLife.64456;The RT and No-RT reactions were then diluted to 1/4× with deionized water, and 2 μl was used for qPCR in 25 μl of reaction containing 0.5 μM primers with Power SYBR Green PCR Master Mix and QuantStudio 3 Real-Time PCR System (Thermo Fisher Scientific)
3;https://github.com/mumax/3;10.3390/s90705493;The algebra operations are performed by the “Formula 3” (F3) engine, which is developed in parallel with the SOS-X, and may in the future even be made available as a stand-alone software independent from cascading SOS
3;https://github.com/mumax/3;10.1371/journal.pone.0241212;Bootscan, Chimera, GeneConv, MaxChi, RDP, SiScan, and 3 Seq
Align;https://github.com/vim-scripts/Align;10.1371/journal.pone.0086203;The Align program in NCBI website was used to align the ST64BDT64 sequence with each of the DT2 and DT104 sequences to locate the boundaries of the ST64BDT64 prophage in each genome
Align;https://github.com/vim-scripts/Align;10.1186/gb-2007-8-8-r171;>>> result = app('sequences.fasta')['Align']
Align;https://github.com/vim-scripts/Align;10.1186/s12915-021-01041-0;The CLUSTALW was used to align the coding and protein sequences of the orthologous pair, while the Ka and Ks values were calculated using the perl module, “Bio::Align::DNAStatistics.” Divergence time estimation was followed a recent study in allotetraploid cotton [56].
Blender;https://github.com/bunnieabc/Blender;10.1186/1742-9994-9-26;Final smoothing and rendering of the resulting 3D meshes was done with the open source 3D program Blender 2.49 [43].
Blender;https://github.com/bunnieabc/Blender;10.1098/rsos.201033;Both software perform excellent surface rendering and allow meshes to be handled, which can then be modified in Meshlab [31] or Blender [32].
Blender;https://github.com/bunnieabc/Blender;10.3389/fnana.2014.00091;PAM for Blender consists of a set of add-ons and Python modules that extend the functionality of Blender to generate and relate anatomical layers to each other and to create neural networks for the networks simulator NEST
XDS;https://github.com/ichfly/XDS;10.1128/mBio.01144-21;Data were processed and scaled (XSCALE) with XDS (26)
XDS;https://github.com/ichfly/XDS;10.1371/journal.pone.0048364;Data were processed with XDS [42] and scaled with SCALA from the CCP4 program suit [33]
XDS;https://github.com/ichfly/XDS;10.1107/S1744309109025196;The MAD data were integrated and reduced using XDS and scaled with XSCALE (Kabsch, 1993 ▶)
CCP4;https://github.com/DhanashriShanbhag/CCP4;10.1371/journal.ppat.1002294;To speed up the refining process, the sole nsp10 structure was introduced into the complex by molecular replacement using Phaser [61] in CCP4 package [62]
CCP4;https://github.com/DhanashriShanbhag/CCP4;10.1186/1472-6807-11-36;After superimposing these 100 structures by performing a least-squares fit on the protein Cα atoms, the waters within 10 Å of the protein were extracted and their electron densities were determined by calculating crystallographic structure factors followed by a Fourier transform using the programs SFall [37] and FFT [38] respectively of the CCP4 software suite [39]
CCP4;https://github.com/DhanashriShanbhag/CCP4;10.1186/s12900-014-0021-1;All further data manipulations were performed using the CCP4 package [77]
RESOLVE;https://github.com/ClemsonRSRG/RESOLVE;10.1107/S0907444909052925;It uses RESOLVE model building (Terwilliger, 2003a ▶,b ▶,c ▶) to extend the chain from either end where a loop is missing and to connect the chains into a loop with the expected number of residues.
RESOLVE;https://github.com/ClemsonRSRG/RESOLVE;10.1107/S2053230X1900904X;"The structure was solved by molecular replacement in Phaser (McCoy et al., 2007 ▸) and subsequent autobuilding using RESOLVE in PHENIX (Adams et al., 2010 ▸; Afonine et al., 2012 ▸; Grosse-Kunstleve & Adams, 2003 ▸; Moriarty et al., 2009 ▸; Terwilliger, 2004 ▸; Terwilliger et al., 2008 ▸, 2009 ▸; Zwart, 2005 ▸)."
RESOLVE;https://github.com/ClemsonRSRG/RESOLVE;10.1371/journal.pone.0068647;The initial phase was then improved by density modification, and ∼50% of the residues in the model were automatically built using the RESOLVE program [27]
COOT;https://github.com/PythonOT/COOT;10.1038/srep35894;Refinement and model building was performed with PHENIX 1.7.352 and COOT 0.8.253.
COOT;https://github.com/PythonOT/COOT;10.26508/lsa.202000919;The complete models of the SET8–NCP and SET8–NCPCENP-A complexes were manually built with COOT (Emsley & Cowtan, 2004), followed by real-space refinement in Phenix (Adams et al, 2010).
COOT;https://github.com/PythonOT/COOT;10.1016/j.chembiol.2017.09.007;Restrained refinement was carried out with Refmac (Murshudov et al., 2011) followed by manual model building in COOT (Emsley and Cowtan, 2004)
iSee;https://github.com/DanielKoehler/iSee;10.1007/s10822-015-9866-z;This feature improves upon earlier tools such as iSee [30, 31] and ChromoHub [32], which have been used successfully to annotate and summarise structural data and facilitate the download of integrated datapacks
iSee;https://github.com/DanielKoehler/iSee;10.1371/journal.pone.0001621;Most recently we have developed the Collaborative Molecular Modeling Environment (C-ME), a new collaboratory system that integrates many of the key features available on Kinemage, MICE, iSee, and BioCoRE systems into one thin-client Windows application
iSee;https://github.com/DanielKoehler/iSee;10.1371/journal.pone.0012907;Structural images and iSee datapack were rendered using ICM-Pro v.3.7-1e [29].
ProtParam;https://github.com/cheukyin699/ProtParam;10.1155/2019/6813086;The biochemical features including isoelectric point (pI) and molecular weight (MW) of watermelon TIFY proteins were calculated with the ProtParam tool (http://web.expasy.org/protparam/)
ProtParam;https://github.com/cheukyin699/ProtParam;10.1038/s41598-019-38734-0;"Protein sequence analysis tools used included: “ProtParam” (https://web.expasy.org/protparam/) for calculation of theoretical isoelectric point and molecular weight, amino acid composition, instability index score (IIS; stable proteins show IIS <40), and grand average of hydropathicity (GRAVY), “SignalP 4.1 Server” (http://www.cbs.dtu.dk/services/SignalP/) for signal peptide prediction, “SMART” (http://smart.embl-heidelberg.de) for protein domains identification, “NetNGlyc 1.0” (http://www.cbs.dtu.dk/servic"
ProtParam;https://github.com/cheukyin699/ProtParam;10.3389/fmicb.2018.02832;Amino acid sequence analysis of the three peptides was performed using the ProtParam bioinformatics program (ExPASy Proteomics Server)
LS2W;https://cran.r-project.org/web/packages/LS2W/index.html;10.1007/s11222-016-9675-9;Note that results in this section as well as subsequent examples in this article were produced in the R statistical computing environment (R Core Team 2013), using modifications to the code from the LS2W package (Eckley and Nason 2011a, b)
draw;https://cran.r-project.org/web/packages/draw/index.html,https://github.com/rrwen/draw;10.1002/cne.23966;Dendrograms of the PN profiles of the DL5 glomerulus were manually designed as a network diagram using E‐draw (www.edrawsoft.com/) and finally adjusted in Adobe Illustrator.
draw;https://cran.r-project.org/web/packages/draw/index.html,https://github.com/rrwen/draw;10.1093/gbe/evaa192;Graphical representations of the phylogenetic trees were obtained using TreeDyn v198.3 and edited in Coral draw (CoralCorporation)
draw;https://cran.r-project.org/web/packages/draw/index.html,https://github.com/rrwen/draw;10.1186/1471-2105-11-45;The cluster analysis result was superimposed on the 2D nMDS result in a rotatable 3D environment using draw.dendrogram3d (figure 2b)
outbreaker2;https://cran.r-project.org/web/packages/outbreaker2/index.html;10.1371/journal.pcbi.1006930;The general applicability of our model, in addition to being implemented in a freely available and well-documented software package, makes outbreaker2 useful to a broad epidemiological audience.
outbreaker2;https://cran.r-project.org/web/packages/outbreaker2/index.html;10.3390/v13071186;Inference of the outbreak transmission tree was performed using the Bayesian model framework implemented in the outbreaker2 1.1.2 package for R [24]
outbreaker2;https://cran.r-project.org/web/packages/outbreaker2/index.html;10.1038/s41598-020-78900-3;A similar forensic approach was used by Campbell and colleagues in order to develop outbreaker2, which considered temporal, contact network, and genomic data to infer transmission events, although it did not consider the transmission process as we do here
ncappc;https://cran.r-project.org/web/packages/ncappc/index.html;10.1093/jn/nxab087;Pharmacokinetic parameters were calculated using R software version 3.5.1 (ncappc package, noncompartmental method) for all tested formulations
ftrCOOL;https://cran.r-project.org/web/packages/ftrCOOL/index.html;10.1186/s12859-021-04194-5;We used the default parameters in the ftrCOOL package
ftrCOOL;https://cran.r-project.org/web/packages/ftrCOOL/index.html;10.1186/s12859-021-04194-5;To do this, the FASTA file containing the moonlighting and non-moonlighting protein sequences was given as input to the ftrCOOL package in R
ftrCOOL;https://cran.r-project.org/web/packages/ftrCOOL/index.html;10.1186/s12859-021-04194-5;All feature vectors from 1 to 36 were extracted by the ftrCOOL library [19]
CMLS;https://cran.r-project.org/web/packages/CMLS/index.html;10.1186/1471-2105-8-410;We have used these features with a least-squares classifier algorithm, CMLS [12]
CMLS;https://cran.r-project.org/web/packages/CMLS/index.html;10.1007/s11625-017-0453-1;By applying evolutionary concepts that focus on adaptive change to group structure, CMLS can help us better understand how, when, and where solutions to environmental social dilemmas emerge and proliferate (Waring et al
CMLS;https://cran.r-project.org/web/packages/CMLS/index.html;10.1007/s11625-017-0453-1;As such, CMLS can be useful for understanding many environmental challenges
micropan;https://cran.r-project.org/web/packages/micropan/index.html;10.3389/fmicb.2019.00448;"The Heaps law function was fitted to the data using the micropan package in R to the rarefaction curve (Tettelin et al., 2008; Snipen and Liliand, 2015)"
micropan;https://cran.r-project.org/web/packages/micropan/index.html;10.1038/s41598-021-96710-z;CDS were grouped in clusters, using a similarity threshold of 0.75 and complete linkage using the function “bClust” from the micropan package
micropan;https://cran.r-project.org/web/packages/micropan/index.html;10.1186/s12866-019-1664-7;We used the program micropan [86] implemented in R [87] to calculate the pan-genome’s genomic fluidity (φ) which measures genome dissimilarity as a function of the degree of overlap in gene content [33]
HI;https://cran.r-project.org/web/packages/HI/index.html;10.1186/s12859-019-3116-7;Furthermore, the HI-DFNForest framework can not only integrate different omics data well but also can achieve good classification performance, which may be that our SAE can obtain a better high-level representation of raw data and DFNForest is more applicable to process biological data
HI;https://cran.r-project.org/web/packages/HI/index.html;10.1161/JAHA.118.008935;"The following participants were eligible for inclusion in CMERC‐HI: patients with a high risk for hypertension, namely, hypertensive patients with an estimated glomerular filtration rate (eGFR) of ≥60 mL/min per 1.73 m2 and target organ damage, or hypertensive patients with eGFR <60 mL/min per 1.73 m2; diabetic patients with a random urine albumin‐to‐creatinine ratio of ≥30 mg/g; patients with end‐stage renal disease undergoing dialysis; relatives of patients who have acute myocardial infarction and who wer"
HI;https://cran.r-project.org/web/packages/HI/index.html;10.1155/2012/162673;This video illustrates the FEMA-M system user evaluation during the study: first usability evaluation using HI-FI paper mock-up, and the second using HI-Fi Prototype with full functionality.
stringdist;https://cran.r-project.org/web/packages/stringdist/index.html,https://github.com/markvanderloo/stringdist;10.1016/S0140-6736(21)00799-6;All statistical analyses were done with R (version 3.6.3) using the tidyverse, finalfit, mcgv, survival, stringdist, janitor, and Hmisc packages.
stringdist;https://cran.r-project.org/web/packages/stringdist/index.html,https://github.com/markvanderloo/stringdist;10.1186/s12915-020-00847-8;To test the collected sequences for group-, natal group- or individual-, age- and sex-specific signatures, we calculated the LSI using the packages stringdist [46] and RecordLinkage [47]
stringdist;https://cran.r-project.org/web/packages/stringdist/index.html,https://github.com/markvanderloo/stringdist;10.1128/mBio.00971-19;Infection data were analyzed and visualized in RStudio using custom scripts with the reshape2 and stringdist packages (Table S1)
biglasso;https://cran.r-project.org/web/packages/biglasso/index.html,https://github.com/YaohuiZeng/biglasso;10.1371/journal.pgen.1008766;The biglasso package [54] uses memory mapping strategies for large p, and this is something we are exploring for ggmix.
biglasso;https://cran.r-project.org/web/packages/biglasso/index.html,https://github.com/YaohuiZeng/biglasso;10.1371/journal.pone.0242927;To solve the different L1-penalized regressions, we abandoned the glmnet package in favor of another one, biglasso [41]
biglasso;https://cran.r-project.org/web/packages/biglasso/index.html,https://github.com/YaohuiZeng/biglasso;10.1186/s12863-017-0533-3;Technically this step could be done with the biglasso R package, however, the algorithm we use to find a reasonable starting window for λ took around 2.5 min with glmnet and over 1 h with biglasso
