name,paragraph,doi,synonyms,language,authors,urls,not_urls
Imagery,"DNR GPS), and the Google Earth and Landsat Imagery are freely accessible they provide ideal tools for citizen science-based projects.",10.1371/journal.pone.0163407,"Imager J,Imager,ImageQuerying,Imageer,imager R,Imager3,Imagerie,Image,IMAGE,Imager4,QImagery,IMAGER,Imagery Soft,Imager®,imager,Imagery©,image,Imager5",,"Chris Roelfsema,Ruth H. Thurstan,Maria Beger,Christine L. Dudgeon,Jennifer Loder,Éva Kovàcs,Michele Gallo,Jason Flower,K-Le Gomez Cabrera,Juan Carlos Ortiz,A M Lea,Diana Kleine",,"https://cran.r-project.org/package=saery, https://github.com/KevinMuyaoGuo/yolov5s_for_satellite_imagery, https://cran.r-project.org/package=yager, https://cran.r-project.org/package=metagear, https://cran.r-project.org/package=forImage, https://github.com/microsoft/satellite-imagery-labeling-tool, https://cran.r-project.org/package=imager, https://github.com/ThaiseRF/forImage, https://github.com/cran/yager, https://github.com/cran/saery, https://github.com/cran/imager, https://github.com/statcompute/yager, https://github.com/asgr/imager, https://github.com/jasonmanesis/Satellite-Imagery-Datasets-Containing-Ships, https://github.com/cran/metagear, https://github.com/cran/forImage, https://github.com/syamkakarla98/Satellite_Imagery_Analysis, https://github.com/chrieke/awesome-satellite-imagery-datasets"
Imagery,"Imagery does not add any new basic elements (e.g., a light tower) but computes, for example, second order aspects such as path lengths",10.3389/fpsyg.2012.00360,"Imager J,Imager,ImageQuerying,Imageer,imager R,Imager3,Imagerie,Image,IMAGE,Imager4,QImagery,IMAGER,Imagery Soft,Imager®,imager,Imagery©,image,Imager5",,"Fred W. Mast,Elisa M. Tartaglia,Michael H. Herzog",,"https://cran.r-project.org/package=saery, https://github.com/KevinMuyaoGuo/yolov5s_for_satellite_imagery, https://cran.r-project.org/package=yager, https://cran.r-project.org/package=metagear, https://cran.r-project.org/package=forImage, https://github.com/microsoft/satellite-imagery-labeling-tool, https://cran.r-project.org/package=imager, https://github.com/ThaiseRF/forImage, https://github.com/cran/yager, https://github.com/cran/saery, https://github.com/cran/imager, https://github.com/statcompute/yager, https://github.com/asgr/imager, https://github.com/jasonmanesis/Satellite-Imagery-Datasets-Containing-Ships, https://github.com/cran/metagear, https://github.com/cran/forImage, https://github.com/syamkakarla98/Satellite_Imagery_Analysis, https://github.com/chrieke/awesome-satellite-imagery-datasets"
Imagery,Imagery represents results from 50% KDE overlap analysis relative to other features in the GoM,10.1371/journal.pone.0234868,"Imager J,Imager,ImageQuerying,Imageer,imager R,Imager3,Imagerie,Image,IMAGE,Imager4,QImagery,IMAGER,Imagery Soft,Imager®,imager,Imagery©,image,Imager5",,"Matthew J. Ajemian,J. Marcus Drymon,Neil Hammerschlag,R. J. David Wells,Garrett M. Street,Brett J. Falterman,Jennifer A. McKinney,William B. Driggers,Eric R. Hoffmayer,Christopher J. Fischer,Gregory W. Stunz",,"https://cran.r-project.org/package=saery, https://github.com/KevinMuyaoGuo/yolov5s_for_satellite_imagery, https://cran.r-project.org/package=yager, https://cran.r-project.org/package=metagear, https://cran.r-project.org/package=forImage, https://github.com/microsoft/satellite-imagery-labeling-tool, https://cran.r-project.org/package=imager, https://github.com/ThaiseRF/forImage, https://github.com/cran/yager, https://github.com/cran/saery, https://github.com/cran/imager, https://github.com/statcompute/yager, https://github.com/asgr/imager, https://github.com/jasonmanesis/Satellite-Imagery-Datasets-Containing-Ships, https://github.com/cran/metagear, https://github.com/cran/forImage, https://github.com/syamkakarla98/Satellite_Imagery_Analysis, https://github.com/chrieke/awesome-satellite-imagery-datasets"
Imagery,"Imagery © [2010, 2012, 2015, 2016] DigitalGlobe, Inc",10.3390/jimaging6120137,"Imager J,Imager,ImageQuerying,Imageer,imager R,Imager3,Imagerie,Image,IMAGE,Imager4,QImagery,IMAGER,Imagery Soft,Imager®,imager,Imagery©,image,Imager5",,"Md Abul Ehsan Bhuiyan,Chandi Witharana,A. K. Liljedahl",,"https://cran.r-project.org/package=saery, https://github.com/KevinMuyaoGuo/yolov5s_for_satellite_imagery, https://cran.r-project.org/package=yager, https://cran.r-project.org/package=metagear, https://cran.r-project.org/package=forImage, https://github.com/microsoft/satellite-imagery-labeling-tool, https://cran.r-project.org/package=imager, https://github.com/ThaiseRF/forImage, https://github.com/cran/yager, https://github.com/cran/saery, https://github.com/cran/imager, https://github.com/statcompute/yager, https://github.com/asgr/imager, https://github.com/jasonmanesis/Satellite-Imagery-Datasets-Containing-Ships, https://github.com/cran/metagear, https://github.com/cran/forImage, https://github.com/syamkakarla98/Satellite_Imagery_Analysis, https://github.com/chrieke/awesome-satellite-imagery-datasets"
Imagery,"Then, they were asked to imagine the same different types of walking accompanied by a simultaneous stepping in place performed with a posture and a manner both coherent with the actual execution of that movement (dynamic Motor Imagery, dMI)",10.1371/journal.pone.0218378,"Imager J,Imager,ImageQuerying,Imageer,imager R,Imager3,Imagerie,Image,IMAGE,Imager4,QImagery,IMAGER,Imagery Soft,Imager®,imager,Imagery©,image,Imager5",,"Augusto Fusco,Luigi Iasevoli,Marco Iosa,Maria Chiara Gallotta,Luca Padua,Livia Tucci,Gabriella Antonucci,Carlo Baldari,Laura Guidetti",,"https://cran.r-project.org/package=saery, https://github.com/KevinMuyaoGuo/yolov5s_for_satellite_imagery, https://cran.r-project.org/package=yager, https://cran.r-project.org/package=metagear, https://cran.r-project.org/package=forImage, https://github.com/microsoft/satellite-imagery-labeling-tool, https://cran.r-project.org/package=imager, https://github.com/ThaiseRF/forImage, https://github.com/cran/yager, https://github.com/cran/saery, https://github.com/cran/imager, https://github.com/statcompute/yager, https://github.com/asgr/imager, https://github.com/jasonmanesis/Satellite-Imagery-Datasets-Containing-Ships, https://github.com/cran/metagear, https://github.com/cran/forImage, https://github.com/syamkakarla98/Satellite_Imagery_Analysis, https://github.com/chrieke/awesome-satellite-imagery-datasets"
Jenga,"Jenga is a physical and mental skill game that players take turns removing one block at a time from at any level of a tower constructed of 54 wooden blocks, and then place the block removed on the topmost of the tower",10.1186/s11556-018-0199-5,"Jeng,Jenga®,Jenga©",,"Thwe Zar Chi Htut,Vimonwan Hiengkaew,Chutima Jalayondeja,Mantana Vongsirinavarat","https://github.com/cran/jenga, https://github.com/janestreet/jenga, https://github.com/schelterlabs/jenga, https://pypi.org/project/jenga/","https://github.com/ageyerschulz/xega, https://github.com/cran/ega, https://cran.r-project.org/package=xega, https://github.com/cran/xega, https://cran.r-project.org/package=jenga, https://github.com/dvlab-research/Jenga, https://cran.r-project.org/package=gena, https://github.com/erikd/jenga, https://github.com/cran/gena, https://cran.r-project.org/package=ega, https://github.com/fanglinwei/Jenga"
Jenga,"Much like the shape of building blocks would affect the disassembly of a tower, as in the board game Jenga, the shape and valency of the capsid building blocks (capsomers) affect the assembly and disassembly behavior of the virus",10.1021/acsnano.1c01882,"Jeng,Jenga®,Jenga©",,"Nicholas E. Brunk,Reidun Twarock","https://github.com/cran/jenga, https://github.com/dvlab-research/Jenga, https://github.com/erikd/jenga, https://github.com/schelterlabs/jenga, https://pypi.org/project/jenga/","https://github.com/ageyerschulz/xega, https://github.com/cran/ega, https://cran.r-project.org/package=xega, https://github.com/cran/xega, https://github.com/janestreet/jenga, https://cran.r-project.org/package=jenga, https://cran.r-project.org/package=gena, https://github.com/cran/gena, https://cran.r-project.org/package=ega, https://github.com/fanglinwei/Jenga"
Jenga,"Subjects assigned to the control group will be invited to practise a variety of psychosocial activities including a range of table games (eg, Chinese checkers, Jenga, board games etc)",10.2196/resprot.4189,"Jeng,Jenga®,Jenga©",,"Ruby Yu,Elsie Hui,Jenny Lee,Dawn Poon,Ashley Ng,Kitty Sit,K. Ip,Fannie Yeung,Martin M. H. Wong,Takanori Shibata,Jean Woo","https://github.com/janestreet/jenga, https://pypi.org/project/jenga/","https://github.com/ageyerschulz/xega, https://github.com/cran/ega, https://github.com/cran/jenga, https://cran.r-project.org/package=xega, https://github.com/cran/xega, https://cran.r-project.org/package=jenga, https://github.com/dvlab-research/Jenga, https://cran.r-project.org/package=gena, https://github.com/erikd/jenga, https://github.com/schelterlabs/jenga, https://github.com/cran/gena, https://cran.r-project.org/package=ega, https://github.com/fanglinwei/Jenga"
Jenga,"The dataset contains 48 first-person videos of people performing four types of activities (playing cards, playing chess, solving a puzzle, and playing Jenga) Figure 10",10.3389/fnbot.2018.00086,"Jeng,Jenga®,Jenga©",,"Visar Arapi,Cosimo Della Santina,Davide Bacciu,Matteo Bianchi,Antonio Bicchi","https://github.com/cran/jenga, https://github.com/janestreet/jenga, https://cran.r-project.org/package=jenga, https://github.com/dvlab-research/Jenga, https://github.com/schelterlabs/jenga, https://pypi.org/project/jenga/, https://github.com/fanglinwei/Jenga","https://github.com/ageyerschulz/xega, https://github.com/cran/ega, https://cran.r-project.org/package=xega, https://github.com/cran/xega, https://cran.r-project.org/package=gena, https://github.com/erikd/jenga, https://github.com/cran/gena, https://cran.r-project.org/package=ega"
Jenga,"judging the stability of towers of blocks, as in the game Jenga), and ask whether people can also make systematic and accurate predictions about flowing and splashing liquids, such as water or honey",10.1371/journal.pcbi.1007210,"Jeng,Jenga®,Jenga©",,"Christopher Bates,Ilker Yildirim,Joshua B. Tenenbaum,Peter Battaglia","https://github.com/cran/jenga, https://github.com/janestreet/jenga, https://cran.r-project.org/package=jenga, https://github.com/schelterlabs/jenga, https://pypi.org/project/jenga/","https://github.com/ageyerschulz/xega, https://github.com/cran/ega, https://cran.r-project.org/package=xega, https://github.com/cran/xega, https://github.com/dvlab-research/Jenga, https://cran.r-project.org/package=gena, https://github.com/erikd/jenga, https://github.com/cran/gena, https://cran.r-project.org/package=ega, https://github.com/fanglinwei/Jenga"
MATLAB,"Amplified waveforms were averaged in EEGLAB 6.0 (MATLAB toolbox, EEGLAB 6.0) by filtering the data with a digital finite impulse response filter (band-pass with 1–50 Hz); 180 epochs were averaged with a 1000 ms epoch and a 100 ms pre-epoch per f-VEP",10.1038/srep11531,"MATLAB38,MATLAB@2020,Matlab S,Matlab2008,matlab - the language of technical computing,Matlab4647,Matlab19b,Matlab/Cyt3,MATLAB cwt,Matlab37,MCmatlab,Matlab SPM,Matlabpool,MatlabMPI,MATLAB2007,MATLAB/C99,MATLAB BO,Matlab xor,Matlab Soft,Matlab SOFI,MATLAB2012b,Matlab CONV,Matlab2013a,Matlab66,Matlab Code,MATLAB26,MATLA,MatLab2017a,MATLAB2015,matlab2016b,Matlab®,MATLAB®code,Matlab34,Matlab CGDS,MatLab pmtm,MatLab R,MATLAB dtw,Matlab/DAQ,Matlab),MATLABOther,Matlab8,Matlab-code,matlab7,MatLab®,MATLAB/xPC,Matlab dtw,Matlab©,MATLab©,Matlab XCOV,MATLAB2019b,Matlab PCA,MatLab2012b,Matlab RAND,MATLAB2015a,matlab NBS,©MatLab,MatLab Code,Matlab201,MatlabOther,Matlab ANN,MATLAB8,MATLABBGL,MATLABtrack,Matlab2014,MATLAB REST,MATLAB55,MATLAB2010b,Matlab .m,Matlab2017a,MATLAB Mex,MATLAB rng,MatLabr,matlab_hot,Matlab26,MATLAB® SVM,MATLAB AD,MATLAB*G,Matlab/R,Matlabr,Matlab2015b,MATLAB GPU,Matlab44,MatLabs,MATLAB corr,Matlab live,Matlab PSOM,MATLAB2009b,Matlab R14,MATLAB-C,Matlab2009a,MATLAB YAML,Matlab16a,Matlab2015,MATLAB49,MATLAB-SQP,MATLAB ROS,MATLAB ®,MATLAB xPC,Matlab®2011,Matlab IDE,MATLAB .m,Matlab5,MATLAB® GUI,MATLAB-2018,Matlab2011,MATLAB cvx,MATLAB35,Matlab2009b,Matlab FFT,MATLAB40,MATLAB ROC,Matlab2013b,Matlab COM,MATLAB2008a,Matlab CWT,Matlab ©,Matlab.fig,MATLABS,MATLAB,MatlabTFCE,Matlab/GUI,MATLab®,Matlab CO,MATLAB/Win,MATLAB.m,Matlab MAT,MATLAB TE,GGMatlab,MATLAB app,MATLAB/GPU,MatLab code,MATLAB/AMPL,Matlab/SPM,Matlab2010b,matlab R,Matlab GA,Matlab2017,Matlab.mat,Matlab MEX,Matlab2018,MATLAB MEP,MATLAB/MIJ,matlab®,Matlab EDA,MATLAB GUI,MATLAB107,matlab2017b,MatLabR,MATLABTrack,Matlab14b,MATLAB16b,MATLAB NBS,MATLAB(R,MatLAB®,MATLAB/SPM8,MATLAB71,Matlab tool,Matlab TRIM,MatlabR2007,Matlab R12,MatLAB©,MATLABR2009,Matlab XPC,Matlab3,Matlab2008a,MATLAB®2016,Matlab .mat,MATLABTM,MATLAB FDA,MATLAB®2015,Matlabs tic,Matlab®2018,MATLAB .mat,Matlab (R),Matlab46,MatlabV9,Matlab2,Matlab corr,Matlab GIS,Matlab(tm),MATLAM,MATLAB2017a,Matlab69,Matlabs,matlab_cool,MATLABtf,MatLab2019a,Matlab31,Matlab/Data,MatlabBGL,MatLabR2014,MatlabR2013,MatlabR,Matlab xPC®,MATLAB LMI,MATLAB2010,Matlab39,matlabweb,MATLAB/GNU,matlab_jet,matlab GUI,Matlab-5,Matlab18b,Matlab®v7,MatLab2012a,MatLab©v,Matlab GUI,Matlab M,MatLab©,MATLAB2013a,MATLAB BGL,MATLAB/C,Matlab pca,MATLAB44,pymatlab,matlab2cpp,MATLAB2008b,MATLAB-GUI,Matlab code,Matlab CoD,matlabbatch,Matlab®tool,MatLab GUI,MATLAB®-ODE,Matlab2006b,MatlabFIG,MATLAB2019c,Matlab2014a,bfmatlab,Matlab(R),MATLAB2011,MATLAB Java,Matlab-7,MATLAB®6,MatLab BGL,MATLAB/R,Matlab2013,MATLAB2018,Matlab2021a,MATLAB2018b,MATLAB®2018,Matlab RL,MATLAB1,matlabs,MATLAB27,Matlab28,MATLAB nnmf,MATLAB2019,Matlab2020a,Matlab R,MATLAB W,dMATLAB,MATLAB2019a,MATLAB2,MATLAB AB,Matlab12,Matlab2016a,MATLAB RGB,MATLAB GPML,MATLAB QA,Matlab-2014,MATLAB2012a,Matlab61,Matlab eGUI,MATLAB2018B,Matlab2012b,MATLAB©,MATLAB ANN,Matlab2009,MATLAB2013b,Matlab2011a,Matlab35,RBmatlab,R.matlab,Matlab MCR,MatLab2015a,MATLABTB,MATLAB2010a,MATLAB2011a,Matlab2010a,matrix laboratory,MATLAB EFD,Matlab® FDA,Matlab-SPM,Matlab ODES,MatLab R12,MATLAB9,MATLAB®7,MatlabR2018,MATLAB IDE,Matlab2cpp,Matlab-MTEX,Matlab_BGL,Matlab6p5,MATLAB®□,MATLAB2020a,Matlab42,MATLAS,MATLAB2016a,Matlab2007,Matlab® R,Matlab12b,MATLAB ©,MATLAB®ODE,MCMatlab,MatlabFns,Matlab2018b,MATLAB GNSS,Matlab®21,MATLAB2011b,MATLABNN,MATLAB2014,MatLabTM,MATLAb,MatlabTM,Matlab DSS,MATLAB48,MATLAB-std,Matlab135,Matlab-API,Matlab 5G,MatLab2,MATLAB M,MATLAB®on,R/Matlab,Matlab®for,MATLAB mex,Matlab2010,MATLAB®max,MATLAB MCR,Matlab®2017,MAATLAB,MATLAB K,MatlabBP,Matlab® xPC,Matlab©code,Matlab/C#,MATLAB Apps,Matlab SVM,ATLAB,MATLAB-max,Matlab ALRI,MATLAB2007a,MATLAB5,MATLAB®13,MATLAB ga,matlab2020a,MATLAB-CVX,Matlab2019,matlab2009,MATLAB2017b,Matlab m,MATLAB DGN,MATLAB16,pMATLAB,Matlab-B,MATLAB2020b,Matlab Rev,Matlab app,Matlab ODE,MATLAN,MATLABÒ,MATLAB2020,MATLAB/ANN,Matlab7,MATLAB®,MatLab26,Matlab ®,MatLab2019b,MATLAB6,MatLab LSD,MATLAB2016,Matlabworks,MATLAB47,MATL,Matlab.m,Matlab App,pMatlab,MATLAB SDK,Matlab HDSS,Matlab BGL,MATLAB SPM,MatlabR2012,Matlab14,Matlab51,MATLABand,MATLAB32,MatLab ®,MATLAB CADE,Matlab2012,MATLAB (R,MATLAB2008,MATLAB-corr,MATLABŠs,MatLab®2014,MATLAB PCTB,Matlab jet,Matlab2014b,Matlabcode,MATLAB2007b,MATLAB NRT,MATLAB fast,MatLab2018a,MATLAB ODE,MATLAB code,Matlab-GUI,Matlab2019a,MATLAB2009a,MATLAB50,matlab-code,Matlab save,MATLAB2018a,Matlab29,MatLab7,MATLAB2006a,MATLAB®2017,MatlabHTK,MATLAB/RTW,MATLAB Code,Matlab2Weka,Matlab®a,Matlab9,Matlab File,MATLAB Lab,Matlab2017b,MATLAB STTC,Matlab EEMD,MATLAAB,MATLAB Mat,Matlab2016,Matlabf,MATLAB2014a,MATLAB DIC,MATLAB PIV,MATLABR,Matlab mex,MATLAB2016b,Matlab-14a,MATLAB25,MATLAB-7,Matlable,MATLAB-code,MatlabVR,MatLab ANN,MATLAB R,MATLAB HMM,Matlab API,MATLAB App,matlab2012a,MATLAB CPU,MATLAB2014b,MATLAB GA,MatlabTrack,Matlab PDE,R/MATLAB,Matlad,Matlab-2007,MATLAB-R,MATLAB SIR,MATLAB Tool,MATLAP,MATLABs,Matlab/C,Matlab Not,MATLAB® R,MATLAB ML,Matlab Ver,MATLAB64,Matlab7®,MATLAB45,MATLAB tSNE,MatLabv,MATLAB SQL,Matlab2011b,MATLAB13,MATLAB MAT,Matlab©ODE,R-matlab,Matlab GPML,Matlab PSE,MATLABv8,Matlab15b,Matlabbatch,Matlab®9,MATLAB CS,Matlab®2016,Matlabv,MatlabV8,MATLAB PCT,Matlab2019b,MATLAB Demo,MATLAB MEX,MATLAB -The Language of Technical Computing,MATLABcode,MATLAB2013,MATLAB CVX,Matlab2012a,Matlab fir1,MatlabR2016,Matlab fft,MatLab-7,Matlab LMI,MATLAB3,MATLAB API,MatLab2011,MATLAB41,MATLAB PDE,m Matlab,Matlab24,Matlab2016b,MATLAB®®,Matlab2015a,MatLAB64,MATLAB7,MatLab Beh,Matlab2018a,MATLAB-inv,MatLab2020a,matlab,MatlabV7,MatlabCode,Matlab33,matlab_pet,MatlabStan,Matlab*G,Matlab xPC,Matlab©®,MATLAB-C++,MATLAB2015b,Matlab6",MATLAB,"Hequn Liu,Jingkuan Wei,Bo Li,Mingshan Wang,Ruiqi Wu,Joshua D. Rizak,Li Zhong,Lu Wang,Fuqiang Xu,Yongyi Shen,Xintian Hu,Ya‐Ping Zhang",,"https://github.com/uhub/awesome-matlab, https://cran.r-project.org/package=matlab2r, https://github.com/mathworks/MATLAB-Simulink-Challenge-Project-Hub, https://github.com/muschellij2/matlabr, https://github.com/matlab2tikz/matlab2tikz, https://github.com/ocbe-uio/matlab2r, https://github.com/cran/matlab2r, https://cran.r-project.org/package=matlabr, https://github.com/scottclowe/matlab-schemer, https://github.com/petercorke/robotics-toolbox-matlab, https://github.com/cran/modopt.matlab, https://pypi.org/project/matlab/, https://github.com/cran/R.matlab, https://cran.r-project.org/package=R.matlab, https://github.com/cran/matlab, https://cran.r-project.org/package=matlab, https://github.com/aludnam/MATLAB, https://github.com/HenrikBengtsson/R.matlab, https://github.com/raymondjacobson/matlab, https://github.com/cran/matlabr, https://cran.r-project.org/package=modopt.matlab"
