,id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability (ground truth),metadata_name,metadata_authors,metadata_keywords,metadata_description,name_metric,author_metric,paragraph_metric,keywords_metric,language_metric,average,min,max
183,2262,data.table,10.1371/journal.pone.0246663,"The script is written in R programming language with the shiny [6], data.table [7], and ggplot2 [8] packages with customizations added in HTML, JavaScript and CSS languages","László Németh,Dmitri A. Jdanov,Vladimir M. Shkolnikov","Mortality rate,Pandemic,Term (time),Computer science","https://cran.r-project.org/package=data.table, https://github.com/Rdatatable/data.table, https://github.com/cran/data.table",https://github.com/cran/data.table,1,data.table,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  data.table — Extension of `data.frame`. Homepage: https://r-datatable.com, https://Rdatatable.gitlab.io/data.table, https://github.com/Rdatatable/data.table  Report bugs for this package: https://github.com/Rdatatable/data.table/issues",1.0,0.6033333333333334,0.4660937190055847,0.1316462159156799,0.0,0.4402146536509196,0.0,1.0
184,2265,data.table,10.1371/journal.pone.0246663,"The script is written in R programming language with the shiny [6], data.table [7], and ggplot2 [8] packages with customizations added in HTML, JavaScript and CSS languages","László Németh,Dmitri A. Jdanov,Vladimir M. Shkolnikov","Mortality rate,Pandemic,Term (time),Computer science","https://cran.r-project.org/package=data.table, https://github.com/Rdatatable/data.table, https://github.com/cran/data.table",https://github.com/Rdatatable/data.table,1,data.table,Rdatatable,,R's data.table package extends data.frame:,1.0,0.4704761904761905,0.4556464850902557,0.0641783028841018,1.0,0.5980601956901096,0.0641783028841018,1.0
185,2272,data.table,10.3390/microorganisms7110547,"Other R packages used for data management and visualization included BiocManager [61], biomformat [62], dplyr [63], data.table [64], extrafont [65], gdata [66], ggplot2 [67], plyr [68], prodlim [69] and vegan [70].","Christina Weißbecker,Anna Heintz‐Buschart,Helge Bruelheide,François Buscot,Tesfaye Wubet","Biology,Biodiversity,Species richness,Ecology,Ecosystem","https://cran.r-project.org/package=data.table, https://github.com/Rdatatable/data.table, https://github.com/cran/data.table",https://github.com/cran/data.table,1,data.table,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  data.table — Extension of `data.frame`. Homepage: https://r-datatable.com, https://Rdatatable.gitlab.io/data.table, https://github.com/Rdatatable/data.table  Report bugs for this package: https://github.com/Rdatatable/data.table/issues",1.0,0.5151515151515151,0.5215793251991272,0.1067906618118286,0.0,0.4287043004324942,0.0,1.0
186,2275,data.table,10.3390/microorganisms7110547,"Other R packages used for data management and visualization included BiocManager [61], biomformat [62], dplyr [63], data.table [64], extrafont [65], gdata [66], ggplot2 [67], plyr [68], prodlim [69] and vegan [70].","Christina Weißbecker,Anna Heintz‐Buschart,Helge Bruelheide,François Buscot,Tesfaye Wubet","Biology,Biodiversity,Species richness,Ecology,Ecosystem","https://cran.r-project.org/package=data.table, https://github.com/Rdatatable/data.table, https://github.com/cran/data.table",https://github.com/Rdatatable/data.table,1,data.table,Rdatatable,,R's data.table package extends data.frame:,1.0,0.5712121212121212,0.4548383355140686,0.0890209972858429,1.0,0.6230142908024066,0.0890209972858429,1.0
187,2288,dplyr,10.1002/ece3.3242,"All data analyses were performed in R using code written by GMM and the packages vegan (Oksanen et al., 2015), rioja (Juggins, 2015), ggplot2 (Wickham, Chang, & Wickham, 2013), dplyr (Wickham & Francois, 2016), maptools (Bivand & Lewin‐Koh, 2016), and rgdal (Bivand, Keitt, & Rowlingson, 2016).","Gabriel M. Moulatlet,Gabriela Zuquim,Fernando O. G. Figueiredo,Samuli Lehtonen,Thaíse Emilio,Kalle Ruokolainen,Hanna Tuomisto","Edaphic,Amazon rainforest,Cation-exchange capacity,Soil science","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6691976782663912,0.0940921753644943,0.0347239635884761,1.0,0.5596027634438723,0.0347239635884761,1.0
188,2294,dplyr,10.1002/ece3.3242,"All data analyses were performed in R using code written by GMM and the packages vegan (Oksanen et al., 2015), rioja (Juggins, 2015), ggplot2 (Wickham, Chang, & Wickham, 2013), dplyr (Wickham & Francois, 2016), maptools (Bivand & Lewin‐Koh, 2016), and rgdal (Bivand, Keitt, & Rowlingson, 2016).","Gabriel M. Moulatlet,Gabriela Zuquim,Fernando O. G. Figueiredo,Samuli Lehtonen,Thaíse Emilio,Kalle Ruokolainen,Hanna Tuomisto","Edaphic,Amazon rainforest,Cation-exchange capacity,Soil science","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/cran/dplyr,1,dplyr,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  dplyr — A Grammar of Data Manipulation. Homepage: https://dplyr.tidyverse.org, https://github.com/tidyverse/dplyr  Report bugs for this package: https://github.com/tidyverse/dplyr/issues",1.0,0.4804189435336976,0.3932718336582184,0.0751381963491439,1.0,0.589765794708212,0.0751381963491439,1.0
189,2295,dplyr,10.1002/ece3.3242,"All data analyses were performed in R using code written by GMM and the packages vegan (Oksanen et al., 2015), rioja (Juggins, 2015), ggplot2 (Wickham, Chang, & Wickham, 2013), dplyr (Wickham & Francois, 2016), maptools (Bivand & Lewin‐Koh, 2016), and rgdal (Bivand, Keitt, & Rowlingson, 2016).","Gabriel M. Moulatlet,Gabriela Zuquim,Fernando O. G. Figueiredo,Samuli Lehtonen,Thaíse Emilio,Kalle Ruokolainen,Hanna Tuomisto","Edaphic,Amazon rainforest,Cation-exchange capacity,Soil science","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.5164801804146066,0.4288361668586731,0.0940766334533691,1.0,0.6078785961453297,0.0940766334533691,1.0
190,2308,dplyr,10.1186/s40168-017-0387-y,"Descriptive statistics were performed using the dplyr [42], tidyr [43], and ggplot2 [44] packages of R [38].","Val F. Lanza,Fernando Baquero,José Luis Martínez,Ricardo Ramos,Bruno González‐Zorn,Antoine Andremont,Antonio Sánchez-Valenzuela,S. Dusko Ehrlich,Sean P. Kennedy,Étienne Ruppé,Willem van Schaik,Rob J. L. Willems,Fernando de la Cruz,Teresa M. Coque","Resistome,Metagenomics,Biology,Microbial ecology,Medical microbiology,Computational biology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6272126961327068,0.1808396130800247,0.0940835922956466,1.0,0.5804271803016756,0.0940835922956466,1.0
191,2318,dplyr,10.18632/aging.202739,"Data representation was performed with softwares R v3.6 and Rstudio v1.2.1335 using tidyverse, dplyr, ggplot2, ggpubr, complexheatmap and corrplot packages.","Claudia Grajeda‐Iglesias,Sylvère Durand,Romain Daillère,Kristina Iribarren,Fabien Lemaître,Lisa Derosa,Fanny Aprahamian,Noélie Bossut,Nitharsshini Nirmalathasan,Frank Madeo,Laurence Zitvogel,Guido Kroemer","Akkermansia muciniphila,Biology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6199060194752485,0.127480000257492,-0.0211776606738567,1.0,0.5452416718117767,-0.0211776606738567,1.0
192,2324,dplyr,10.18632/aging.202739,"Data representation was performed with softwares R v3.6 and Rstudio v1.2.1335 using tidyverse, dplyr, ggplot2, ggpubr, complexheatmap and corrplot packages.","Claudia Grajeda‐Iglesias,Sylvère Durand,Romain Daillère,Kristina Iribarren,Fabien Lemaître,Lisa Derosa,Fanny Aprahamian,Noélie Bossut,Nitharsshini Nirmalathasan,Frank Madeo,Laurence Zitvogel,Guido Kroemer","Akkermansia muciniphila,Biology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/cran/dplyr,1,dplyr,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  dplyr — A Grammar of Data Manipulation. Homepage: https://dplyr.tidyverse.org, https://github.com/tidyverse/dplyr  Report bugs for this package: https://github.com/tidyverse/dplyr/issues",1.0,0.5882352941176471,0.3605246245861053,0.0638686046004295,1.0,0.6025257046608364,0.0638686046004295,1.0
193,2325,dplyr,10.18632/aging.202739,"Data representation was performed with softwares R v3.6 and Rstudio v1.2.1335 using tidyverse, dplyr, ggplot2, ggpubr, complexheatmap and corrplot packages.","Claudia Grajeda‐Iglesias,Sylvère Durand,Romain Daillère,Kristina Iribarren,Fabien Lemaître,Lisa Derosa,Fanny Aprahamian,Noélie Bossut,Nitharsshini Nirmalathasan,Frank Madeo,Laurence Zitvogel,Guido Kroemer","Akkermansia muciniphila,Biology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.5332244008714597,0.4810458123683929,0.0058564338833093,1.0,0.6040253294246324,0.0058564338833093,1.0
194,2328,dplyr,10.3389/fgene.2020.564301,"The DE matrix was input to ggplot (Wickham, 2006), ggrepel (Slowikowski, 2017), and dplyr (Wickham et al., 2017) to generate volcano plots to visualize DE patterns","Lachlan G. Gray,James D. Mills,Ashton Curry‐Hyde,Sasha Devore,Daniel Friedman,Maria Thom,Catherine Scott,Roland D. Thijs,Eleonora Aronica,Orrin Devinsky,Michael Janitz","microRNA,Circular RNA,Biology,Gene expression,Temporal lobe","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6511437302822877,0.1752351224422454,0.0548083633184433,,0.4702968040107441,0.0548083633184433,1.0
195,2335,dplyr,10.3389/fgene.2020.564301,"The DE matrix was input to ggplot (Wickham, 2006), ggrepel (Slowikowski, 2017), and dplyr (Wickham et al., 2017) to generate volcano plots to visualize DE patterns","Lachlan G. Gray,James D. Mills,Ashton Curry‐Hyde,Sasha Devore,Daniel Friedman,Maria Thom,Catherine Scott,Roland D. Thijs,Eleonora Aronica,Orrin Devinsky,Michael Janitz","microRNA,Circular RNA,Biology,Gene expression,Temporal lobe","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.5368112014453478,0.3547409772872925,0.0467517003417015,,0.4845759697685854,0.0467517003417015,1.0
196,2338,dplyr,10.3389/fneur.2017.00178,"All statistical calculations were performed using Rstudio (Rstudio, Boston, MA, USA) applying standard packages and packages “dplyr,” “BlandAltmanLeh,” “Stats,” and “ICC.”","Aina S. Hansen,Jawad H. Butt,Sonja Holm‐Yildiz,William Kristian Karlsson,Christina Kruuse","Medicine,Stroke (engine),Internal medicine","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6783732353152311,0.1035796701908111,0.060281578451395,1.0,0.5684468967914874,0.060281578451395,1.0
197,2345,dplyr,10.3389/fneur.2017.00178,"All statistical calculations were performed using Rstudio (Rstudio, Boston, MA, USA) applying standard packages and packages “dplyr,” “BlandAltmanLeh,” “Stats,” and “ICC.”","Aina S. Hansen,Jawad H. Butt,Sonja Holm‐Yildiz,William Kristian Karlsson,Christina Kruuse","Medicine,Stroke (engine),Internal medicine","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.4674329501915708,0.5290825366973877,0.032593697309494,1.0,0.6058218368396905,0.032593697309494,1.0
198,2348,dplyr,10.3389/fphys.2020.00862,"The analysis was performed using R version 3.5.3 and tidyr (0.8.3), dplyr (0.8.1) and igraph (1.2.4.1).","Barbara Niederdorfer,Vasundra Touré,Miguél Vázquez,Liv Thommesen,Martin Kuiper,Astrid Lægreid,Åsmund Flobak","In silico,Computer science","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.677386018237082,0.0852722525596618,0.0843361690640449,1.0,0.5693988879721578,0.0843361690640449,1.0
199,2358,dplyr,10.3390/ijerph18168514,"Statistical analysis was performed with R software (version 3.6.0, 2018, R Core Team, Vienna; Austria) within R Studio interface using rio, tidyverse, dplyr, questionr, ggplot2, and ggpubr packages.","María de la Calle,José Luis Bartha,Cristina M. López,Miriam Turiel Miranda,N. Arias Martínez,Silvia M. Arribas,David Ramiro‐Cortijo","Medicine,Obstetrics,Breastfeeding,Gestational diabetes,Pregnancy,Premature rupture of membranes,Advanced maternal age","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.632312744978183,0.1323474943637848,-0.098603680729866,1.0,0.5332113117224203,-0.098603680729866,1.0
200,2364,dplyr,10.3390/ijerph18168514,"Statistical analysis was performed with R software (version 3.6.0, 2018, R Core Team, Vienna; Austria) within R Studio interface using rio, tidyverse, dplyr, questionr, ggplot2, and ggpubr packages.","María de la Calle,José Luis Bartha,Cristina M. López,Miriam Turiel Miranda,N. Arias Martínez,Silvia M. Arribas,David Ramiro‐Cortijo","Medicine,Obstetrics,Breastfeeding,Gestational diabetes,Pregnancy,Premature rupture of membranes,Advanced maternal age","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/cran/dplyr,1,dplyr,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  dplyr — A Grammar of Data Manipulation. Homepage: https://dplyr.tidyverse.org, https://github.com/tidyverse/dplyr  Report bugs for this package: https://github.com/tidyverse/dplyr/issues",1.0,0.5938320209973753,0.4458033740520477,0.0545255802571773,1.0,0.61883219506132,0.0545255802571773,1.0
201,2365,dplyr,10.3390/ijerph18168514,"Statistical analysis was performed with R software (version 3.6.0, 2018, R Core Team, Vienna; Austria) within R Studio interface using rio, tidyverse, dplyr, questionr, ggplot2, and ggpubr packages.","María de la Calle,José Luis Bartha,Cristina M. López,Miriam Turiel Miranda,N. Arias Martínez,Silvia M. Arribas,David Ramiro‐Cortijo","Medicine,Obstetrics,Breastfeeding,Gestational diabetes,Pregnancy,Premature rupture of membranes,Advanced maternal age","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.4681081531475232,0.5560396909713745,-0.0394136868417263,1.0,0.5969468314554343,-0.0394136868417263,1.0
202,2368,dplyr,10.3390/jpm11060512,"R-package ‘dplyr’ was used for data manipulation [28], and R-package ‘summarytools’ was used for frequencies tables, cross-tabulation, and other descriptive statistics [29]","Getu Gamo Sagaro,Gopi Battineni,Marzio Di Canio,Francesco Amenta","Cross-sectional study,Medicine,Environmental health,Disease","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6589534825371337,0.2935908734798431,-0.0709340870380401,1.0,0.5763220537957874,-0.0709340870380401,1.0
203,2375,dplyr,10.3390/jpm11060512,"R-package ‘dplyr’ was used for data manipulation [28], and R-package ‘summarytools’ was used for frequencies tables, cross-tabulation, and other descriptive statistics [29]","Getu Gamo Sagaro,Gopi Battineni,Marzio Di Canio,Francesco Amenta","Cross-sectional study,Medicine,Environmental health,Disease","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.4861937830687831,0.6741985082626343,0.0423640944063663,1.0,0.6405512771475568,0.0423640944063663,1.0
204,2378,dplyr,10.3390/molecules26123564,"The general handling of the imported data was using packages from the tidyverse set of packages [65], specifically the packages tidyr [66], dplyr [67], purrr [68], and tibble [69].","Malwina Michalak,Martin Simon Kalteis,Aysel Ahadova,Matthias Kloor,Mark Kriegsmann,Katharina Kriegsmann,Uwe Warnken,Dominic Helm,Jürgen Kopitz","Glycan,Glycosylation,Glycome,PNGase F,Endocytosis,Glycoprotein,Biology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.6736268675885096,0.296494722366333,-0.0611585080623626,,0.4772407704731199,-0.0611585080623626,1.0
205,2385,dplyr,10.3390/molecules26123564,"The general handling of the imported data was using packages from the tidyverse set of packages [65], specifically the packages tidyr [66], dplyr [67], purrr [68], and tibble [69].","Malwina Michalak,Martin Simon Kalteis,Aysel Ahadova,Matthias Kloor,Mark Kriegsmann,Katharina Kriegsmann,Uwe Warnken,Dominic Helm,Jürgen Kopitz","Glycan,Glycosylation,Glycome,PNGase F,Endocytosis,Glycoprotein,Biology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.5396452790818987,0.6312152147293091,0.0197510179132223,,0.5476528779311075,0.0197510179132223,1.0
206,2388,dplyr,10.3390/pathogens9100841,"Data manipulation and analysis was done in R [44] using the packages dplyr [45], tidyverse [46] and forcats [47] for manipulation, epiR [48] for analysis and packages ggplot2 [49], rgdal [50], gridExtra [51], png [52], ggsn [53], maps [54] and maptools packages [55] for graphs and maps","Shahista Nisa,David A. Wilkinson,Olivia Angelin‐Bonnet,Shevaun Paine,K. Cullen,Jackie Wright,Michael G. Baker,Jackie Benschop","Serotype,Leptospirosis,Incidence (geometry),Epidemiology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://cran.r-project.org/package=dplyr,1,dplyr,"Hadley Wickham, Romain François, Lionel Henry, Kirill Müller, Davis Vaughan, Posit Software, PBC cph",consistent tool,"A fast, consistent tool for working with data frame like objects, both in memory and out of memory.",1.0,0.689767178235089,0.2665645182132721,-0.0837118327617645,1.0,0.5745239727373194,-0.0837118327617645,1.0
207,2395,dplyr,10.3390/pathogens9100841,"Data manipulation and analysis was done in R [44] using the packages dplyr [45], tidyverse [46] and forcats [47] for manipulation, epiR [48] for analysis and packages ggplot2 [49], rgdal [50], gridExtra [51], png [52], ggsn [53], maps [54] and maptools packages [55] for graphs and maps","Shahista Nisa,David A. Wilkinson,Olivia Angelin‐Bonnet,Shevaun Paine,K. Cullen,Jackie Wright,Michael G. Baker,Jackie Benschop","Serotype,Leptospirosis,Incidence (geometry),Epidemiology","https://cran.r-project.org/package=dplyr, https://github.com/tidyverse/dplyr, https://github.com/cran/dplyr",https://github.com/tidyverse/dplyr,1,dplyr,tidyverse,"data-manipulation, grammar, r",dplyr: A grammar of data manipulation,1.0,0.4688611327955589,0.6498613953590393,-0.0449599400162696,1.0,0.6147525176276657,-0.0449599400162696,1.0
208,2403,eQTLseq,10.1093/bioinformatics/btx355," eQTLseq requires appropriately transformed expression data as input, when a Normal model is selected","Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh",Computer science,"https://pypi.org/project/eQTLseq/, https://github.com/dvav/eQTLseq",https://pypi.org/project/eQTLseq/,1,eQTLseq,Dimitrios V. Vavoulis,"eQTL, Bayesian, RNA-seq",Hierarchical probabilistic models for multiple gene/variant associations based on NGS data,1.0,0.5014492753623189,0.2093112766742706,0.0695876479148864,,0.4450870499878689,0.0695876479148864,1.0
209,2409,eQTLseq,10.1093/bioinformatics/btx355,All methods are implemented in the freely available Python software eQTLseq (https://github.com/dvav/eQTLseq).,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh",Computer science,"https://pypi.org/project/eQTLseq/, https://github.com/dvav/eQTLseq",https://pypi.org/project/eQTLseq/,1,eQTLseq,Dimitrios V. Vavoulis,"eQTL, Bayesian, RNA-seq",Hierarchical probabilistic models for multiple gene/variant associations based on NGS data,1.0,0.5014492753623189,0.2467507719993591,0.0695876479148864,1.0,0.5635575390553129,0.0695876479148864,1.0
210,2415,eQTLseq,10.1093/bioinformatics/btx355,Availability and implementation All methods are implemented in the free software eQTLseq : https://github.com/dvav/eQTLseq Supplementary information Supplementary data are available at Bioinformatics online.,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh",Computer science,"https://pypi.org/project/eQTLseq/, https://github.com/dvav/eQTLseq",https://pypi.org/project/eQTLseq/,1,eQTLseq,Dimitrios V. Vavoulis,"eQTL, Bayesian, RNA-seq",Hierarchical probabilistic models for multiple gene/variant associations based on NGS data,1.0,0.5014492753623189,0.4742429852485657,0.0695876479148864,,0.5113199771314427,0.0695876479148864,1.0
211,2421,eQTLseq,10.1093/bioinformatics/btx355,eQTLseq (Fig,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh",Computer science,"https://pypi.org/project/eQTLseq/, https://github.com/dvav/eQTLseq",https://pypi.org/project/eQTLseq/,1,eQTLseq,Dimitrios V. Vavoulis,"eQTL, Bayesian, RNA-seq",Hierarchical probabilistic models for multiple gene/variant associations based on NGS data,1.0,0.5014492753623189,0.1011704355478286,0.0695876479148864,,0.4180518397062585,0.0695876479148864,1.0
212,2427,eQTLseq,10.1093/bioinformatics/btx355,"eQTLseq takes matrices X and Z (or Y, a transformed version of Z) as input and employs Gibbs sampling (Andrieu ) to estimate an M?×?K matrix of regression coefficients B","Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh",Computer science,"https://pypi.org/project/eQTLseq/, https://github.com/dvav/eQTLseq",https://pypi.org/project/eQTLseq/,1,eQTLseq,Dimitrios V. Vavoulis,"eQTL, Bayesian, RNA-seq",Hierarchical probabilistic models for multiple gene/variant associations based on NGS data,1.0,0.5014492753623189,0.3675515949726105,0.0695876479148864,,0.4846471295624539,0.0695876479148864,1.0
213,2437,earth,10.1038/s41598-018-21530-7,The EARTH analysis was undertaken using the earth package in R,"Matthew Tighe,Nicola Forster,Chris Guppy,Devin Savage,Peter Grave,Iain M. Young","Geographic coordinate system,Georeference,Range (aeronautics),Pedogenesis,Sample (material)","https://cran.r-project.org/package=earth, https://github.com/cran/earth",https://cran.r-project.org/package=earth,1,earth,"Stephen Milborrow, Trevor Hastie, Rob Tibshirani, Alan Miller, Thomas Lumley",fast mars,"Build regression models using the techniques in Friedman's papers """"Fast MARS"""" and """"Multivariate Adaptive Regression Splines"""" <doi:10.1214/aos/1176347963>. (The term """"MARS"""" is trademarked and thus not used in the name of the package.)",1.0,0.6714905464905465,0.2742922902107239,-0.0518317371606826,1.0,0.5787902199081175,-0.0518317371606826,1.0
214,2453,earth,10.1155/2018/3719703,"Modeling was carried out with the use of computational intelligence tools available as packages in the Open Source statistical environment R [20], namely, fscaret [21], monmlp (Monotonic Artificial Neural Networks) [22], Cubist [23], randomForest (RF, Random Forest) [24], earth (MARS, Multivariate Adaptive Regression Splines) [25], rgp (Genetic Programming and Symbolic Regression) [26], and nloptr [27]","Sebastian Polak,Barbara Wiśniowska,Aleksander Mendyk,Adam Pacławski,Jakub Szlęk","QT interval,Terfenadine,QRS complex,Prolongation,Interval (graph theory)","https://cran.r-project.org/package=earth, https://github.com/cran/earth",https://github.com/cran/earth,1,earth,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  earth — Multivariate Adaptive Regression Splines. Homepage: http://www.milbo.users.sonic.net/earth/,1.0,0.4848804500703235,0.5118390321731567,0.0920585691928863,1.0,0.6177556102872732,0.0920585691928863,1.0
215,2461,earth,10.1155/2018/3719703,"Modeling was carried out with the use of computational intelligence tools available as packages in the Open Source statistical environment R [20], namely, fscaret [21], monmlp (Monotonic Artificial Neural Networks) [22], Cubist [23], randomForest (RF, Random Forest) [24], earth (MARS, Multivariate Adaptive Regression Splines) [25], rgp (Genetic Programming and Symbolic Regression) [26], and nloptr [27]","Sebastian Polak,Barbara Wiśniowska,Aleksander Mendyk,Adam Pacławski,Jakub Szlęk","QT interval,Terfenadine,QRS complex,Prolongation,Interval (graph theory)","https://cran.r-project.org/package=earth, https://github.com/cran/earth",https://cran.r-project.org/package=earth,1,earth,"Stephen Milborrow, Trevor Hastie, Rob Tibshirani, Alan Miller, Thomas Lumley",fast mars,"Build regression models using the techniques in Friedman's papers """"Fast MARS"""" and """"Multivariate Adaptive Regression Splines"""" <doi:10.1214/aos/1176347963>. (The term """"MARS"""" is trademarked and thus not used in the name of the package.)",1.0,0.5932097934185195,0.5801728367805481,0.0223526936024427,1.0,0.6391470647603021,0.0223526936024427,1.0
216,2473,earth,10.1186/1471-2156-9-71,"We found that the computational burden of RFs using the randomForest package in R is greater than that of MARS, using the earth package which is also implemented in R","Bareng A. S. Nonyane,Andrea S. Foulkes","Covariate,Multivariate adaptive regression splines,Confounding,Machine learning,Random forest,Trait,Computer science,Artificial intelligence,Regression","https://cran.r-project.org/package=earth, https://github.com/cran/earth",https://cran.r-project.org/package=earth,1,earth,"Stephen Milborrow, Trevor Hastie, Rob Tibshirani, Alan Miller, Thomas Lumley",fast mars,"Build regression models using the techniques in Friedman's papers """"Fast MARS"""" and """"Multivariate Adaptive Regression Splines"""" <doi:10.1214/aos/1176347963>. (The term """"MARS"""" is trademarked and thus not used in the name of the package.)",1.0,0.5867724867724867,0.4234156012535095,0.0933713987469673,1.0,0.6207118973545926,0.0933713987469673,1.0
