id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability (ground truth),metadata_name,metadata_authors,metadata_keywords,metadata_description,name_metric,author_metric,paragraph_metric,keywords_metric,language_metric,average,min,max,language,metadata_language
467,Flask,10.7717/peerj-cs.144,"The core Flask code defines, via @-prefixed decorators, what actions should be performed when a user accesses specific URLs","Kyle Chard,Eli Dart,Ian Foster,David Shifflett,Steven Tuecke,Jason Williams","Computer science,Python (programming language)","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",https://pypi.org/project/Flask/,1,Flask,,"Dynamic Content, WSGI, Application, Application Frameworks",A simple framework for building complex web applications.,1.0,,0.2128773927688598,0.2145373970270156,,0.4758049299319585,0.2128773927688598,1.0,,Python
471,Flask,10.7717/peerj-cs.144,"The core Flask code defines, via @-prefixed decorators, what actions should be performed when a user accesses specific URLs","Kyle Chard,Eli Dart,Ian Foster,David Shifflett,Steven Tuecke,Jason Williams","Computer science,Python (programming language)","https://pypi.org/project/Flask/, https://github.com/pallets/flask/",https://github.com/pallets/flask/,1,flask,Pallets,"flask, jinja, pallets, python, web-framework, werkzeug, wsgi",The Python micro framework for building web applications.,1.0,0.5346031746031746,0.4141466021537781,0.3300174474716186,,0.5696918060571429,0.3300174474716186,1.0,,Python
478,GillespieSSA,10.1038/srep36301,Simulation were undertaken with the ssa() function of the GillespieSSA package14 using R software ( http://www.R-project.org/).,"Philippe Vanhems,Rosette von Raesfeldt,René Écochard,Nicolas Voirin","Ebola virus,Outbreak,Medicine,Contact tracing,Asymptomatic,Emergency medicine,Disease","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://cran.r-project.org/package=GillespieSSA,1,GillespieSSA,"Mario Pineda-Krch, Robrecht Cannoodt","several approximate methods, package also contains, linear chain system, krch et al, generating simulated trajectories","Provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap). The package also contains a library of template models that can be run as demo models and can easily be customized and extended. Currently the following models are included, 'Decaying-Dimerization' reaction set, linear chain system, logistic growth model, 'Lotka' predator-prey model, Rosenzweig-MacArthur predator-prey model, 'Kermack-McKendrick' SIR model, and a 'metapopulation' SIRS model. Pineda-Krch et al. (2008) <doi:10.18637/jss.v025.i12>.",1.0,0.6667811355311355,0.4665975272655487,0.0730367004871368,1.0,0.6412830726567642,0.0730367004871368,1.0,R,R
481,GillespieSSA,10.1038/srep36301,Simulation were undertaken with the ssa() function of the GillespieSSA package14 using R software ( http://www.R-project.org/).,"Philippe Vanhems,Rosette von Raesfeldt,René Écochard,Nicolas Voirin","Ebola virus,Outbreak,Medicine,Contact tracing,Asymptomatic,Emergency medicine,Disease","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/rcannood/GillespieSSA,1,GillespieSSA,Robrecht Cannoodt,,"**GillespieSSA** provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap).",1.0,0.6249434389140271,0.6234291791915894,0.0297079272568225,1.0,0.6556161090724878,0.0297079272568225,1.0,R,R
485,GillespieSSA,10.1038/srep36301,Simulation were undertaken with the ssa() function of the GillespieSSA package14 using R software ( http://www.R-project.org/).,"Philippe Vanhems,Rosette von Raesfeldt,René Écochard,Nicolas Voirin","Ebola virus,Outbreak,Medicine,Contact tracing,Asymptomatic,Emergency medicine,Disease","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/cran/GillespieSSA,1,GillespieSSA,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  GillespieSSA — Gillespie's Stochastic Simulation Algorithm (SSA). Homepage: https://github.com/rcannood/GillespieSSA,1.0,0.6038461538461538,0.5937215089797974,0.0022339932620525,1.0,0.6399603312176008,0.0022339932620525,1.0,R,R
486,GillespieSSA,10.1186/s12859-019-2843-0,"On the other hand, individual libraries targeting epidemiological modelling, such as Epipy - a visualisation data tool for epidemiology written in Python [44], or GillespieSSA - an R package for generating stochastic simulation using Gillespie’s algorithms [45], cover only specific epidemiological needs.","Mai Anh BUI T.,Nick Papoulias,Serge Stinckwich,Mikal Ziane,Benjamín Roche",Computer science,"https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://cran.r-project.org/package=GillespieSSA,1,GillespieSSA,"Mario Pineda-Krch, Robrecht Cannoodt","several approximate methods, package also contains, linear chain system, krch et al, generating simulated trajectories","Provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap). The package also contains a library of template models that can be run as demo models and can easily be customized and extended. Currently the following models are included, 'Decaying-Dimerization' reaction set, linear chain system, logistic growth model, 'Lotka' predator-prey model, Rosenzweig-MacArthur predator-prey model, 'Kermack-McKendrick' SIR model, and a 'metapopulation' SIRS model. Pineda-Krch et al. (2008) <doi:10.18637/jss.v025.i12>.",1.0,0.5673280423280423,0.3890671730041504,0.0579763278365135,1.0,0.6028743086337413,0.0579763278365135,1.0,R,R
489,GillespieSSA,10.1186/s12859-019-2843-0,"On the other hand, individual libraries targeting epidemiological modelling, such as Epipy - a visualisation data tool for epidemiology written in Python [44], or GillespieSSA - an R package for generating stochastic simulation using Gillespie’s algorithms [45], cover only specific epidemiological needs.","Mai Anh BUI T.,Nick Papoulias,Serge Stinckwich,Mikal Ziane,Benjamín Roche",Computer science,"https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/rcannood/GillespieSSA,1,GillespieSSA,Robrecht Cannoodt,,"**GillespieSSA** provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap).",1.0,0.4484303822539117,0.3802850544452667,0.121409922838211,1.0,0.5900250719074779,0.121409922838211,1.0,R,R
493,GillespieSSA,10.1186/s12859-019-2843-0,"On the other hand, individual libraries targeting epidemiological modelling, such as Epipy - a visualisation data tool for epidemiology written in Python [44], or GillespieSSA - an R package for generating stochastic simulation using Gillespie’s algorithms [45], cover only specific epidemiological needs.","Mai Anh BUI T.,Nick Papoulias,Serge Stinckwich,Mikal Ziane,Benjamín Roche",Computer science,"https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/cran/GillespieSSA,1,GillespieSSA,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  GillespieSSA — Gillespie's Stochastic Simulation Algorithm (SSA). Homepage: https://github.com/rcannood/GillespieSSA,1.0,0.6018518518518519,0.4723391532897949,0.1794104874134063,1.0,0.6507202985110107,0.1794104874134063,1.0,R,R
494,GillespieSSA,10.1371/journal.pbio.1001793,"Because the simulation function depends on the R-package GillespieSSA, install this package first by executing ‘install.packages(“GillespieSSA”)’ in R","Patrick Kaiser,Roland R. Regoes,Tamas Dolowschiak,Sandra Y. Wotzka,Jette Lengefeld,Emma Slack,Andrew J. Grant,Martin Ackermann,Wolf‐Dietrich Hardt","Biology,Microbiology,Antibiotics,Multidrug tolerance,Bacteria,Ex vivo,In vivo,Ciprofloxacin","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://cran.r-project.org/package=GillespieSSA,1,GillespieSSA,"Mario Pineda-Krch, Robrecht Cannoodt","several approximate methods, package also contains, linear chain system, krch et al, generating simulated trajectories","Provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap). The package also contains a library of template models that can be run as demo models and can easily be customized and extended. Currently the following models are included, 'Decaying-Dimerization' reaction set, linear chain system, logistic growth model, 'Lotka' predator-prey model, Rosenzweig-MacArthur predator-prey model, 'Kermack-McKendrick' SIR model, and a 'metapopulation' SIRS model. Pineda-Krch et al. (2008) <doi:10.18637/jss.v025.i12>.",1.0,0.5610475545959416,0.3612485229969024,0.0426808781921863,1.0,0.5929953911570061,0.0426808781921863,1.0,R,R
497,GillespieSSA,10.1371/journal.pbio.1001793,"Because the simulation function depends on the R-package GillespieSSA, install this package first by executing ‘install.packages(“GillespieSSA”)’ in R","Patrick Kaiser,Roland R. Regoes,Tamas Dolowschiak,Sandra Y. Wotzka,Jette Lengefeld,Emma Slack,Andrew J. Grant,Martin Ackermann,Wolf‐Dietrich Hardt","Biology,Microbiology,Antibiotics,Multidrug tolerance,Bacteria,Ex vivo,In vivo,Ciprofloxacin","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/rcannood/GillespieSSA,1,GillespieSSA,Robrecht Cannoodt,,"**GillespieSSA** provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap).",1.0,0.5385215274921157,0.5499073266983032,-0.0366859845817089,1.0,0.610348573921742,-0.0366859845817089,1.0,R,R
501,GillespieSSA,10.1371/journal.pbio.1001793,"Because the simulation function depends on the R-package GillespieSSA, install this package first by executing ‘install.packages(“GillespieSSA”)’ in R","Patrick Kaiser,Roland R. Regoes,Tamas Dolowschiak,Sandra Y. Wotzka,Jette Lengefeld,Emma Slack,Andrew J. Grant,Martin Ackermann,Wolf‐Dietrich Hardt","Biology,Microbiology,Antibiotics,Multidrug tolerance,Bacteria,Ex vivo,In vivo,Ciprofloxacin","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/cran/GillespieSSA,1,GillespieSSA,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  GillespieSSA — Gillespie's Stochastic Simulation Algorithm (SSA). Homepage: https://github.com/rcannood/GillespieSSA,1.0,0.5093240093240093,0.7288020849227905,0.0508386641740798,1.0,0.657792951684176,0.0508386641740798,1.0,R,R
502,GillespieSSA,10.1371/journal.pone.0079345,"In an extensive search for available stochastic simulators, CAIN, COPASI, Facile-EasyStoch, GillespieSSA, and StochKit2 were identified as those with the closest functionality to StochPy","Timo Maarleveld,Brett G. Olivier,Frank J. Bruggeman","SBML,Python (programming language),Stochastic simulation,Stochastic modelling,Computer science,Stochastic process,Software","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://cran.r-project.org/package=GillespieSSA,1,GillespieSSA,"Mario Pineda-Krch, Robrecht Cannoodt","several approximate methods, package also contains, linear chain system, krch et al, generating simulated trajectories","Provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap). The package also contains a library of template models that can be run as demo models and can easily be customized and extended. Currently the following models are included, 'Decaying-Dimerization' reaction set, linear chain system, logistic growth model, 'Lotka' predator-prey model, Rosenzweig-MacArthur predator-prey model, 'Kermack-McKendrick' SIR model, and a 'metapopulation' SIRS model. Pineda-Krch et al. (2008) <doi:10.18637/jss.v025.i12>.",1.0,0.6081632653061225,0.5219172239303589,0.3375568687915802,,0.6169093395070154,0.3375568687915802,1.0,,R
505,GillespieSSA,10.1371/journal.pone.0079345,"In an extensive search for available stochastic simulators, CAIN, COPASI, Facile-EasyStoch, GillespieSSA, and StochKit2 were identified as those with the closest functionality to StochPy","Timo Maarleveld,Brett G. Olivier,Frank J. Bruggeman","SBML,Python (programming language),Stochastic simulation,Stochastic modelling,Computer science,Stochastic process,Software","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/rcannood/GillespieSSA,1,GillespieSSA,Robrecht Cannoodt,,"**GillespieSSA** provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap).",1.0,0.5113712151527278,0.5720996856689453,0.5377705693244934,,0.6553103675365416,0.5113712151527278,1.0,,R
509,GillespieSSA,10.1371/journal.pone.0079345,"In an extensive search for available stochastic simulators, CAIN, COPASI, Facile-EasyStoch, GillespieSSA, and StochKit2 were identified as those with the closest functionality to StochPy","Timo Maarleveld,Brett G. Olivier,Frank J. Bruggeman","SBML,Python (programming language),Stochastic simulation,Stochastic modelling,Computer science,Stochastic process,Software","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/cran/GillespieSSA,1,GillespieSSA,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  GillespieSSA — Gillespie's Stochastic Simulation Algorithm (SSA). Homepage: https://github.com/rcannood/GillespieSSA,1.0,0.6037414965986394,0.5008453130722046,0.3999918103218078,,0.626144654998163,0.3999918103218078,1.0,,R
510,GillespieSSA,10.3390/v7031189,"To simulate our system stochastically, we used the Gillespie algorithm [59], implemented with the GillespieSSA package in R (www.r-project.org)","Cecilia Noecker,K. Aleks Schaefer,Kelly Zaccheo,Yiding Yang,Judy Day,Vitaly V. Ganusov","Simian immunodeficiency virus,Virus,Virology,Biology,Bursting,Viral replication","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://cran.r-project.org/package=GillespieSSA,1,GillespieSSA,"Mario Pineda-Krch, Robrecht Cannoodt","several approximate methods, package also contains, linear chain system, krch et al, generating simulated trajectories","Provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap). The package also contains a library of template models that can be run as demo models and can easily be customized and extended. Currently the following models are included, 'Decaying-Dimerization' reaction set, linear chain system, logistic growth model, 'Lotka' predator-prey model, Rosenzweig-MacArthur predator-prey model, 'Kermack-McKendrick' SIR model, and a 'metapopulation' SIRS model. Pineda-Krch et al. (2008) <doi:10.18637/jss.v025.i12>.",1.0,0.5106349206349207,0.5387892723083496,0.1273495554924011,1.0,0.6353547496871343,0.1273495554924011,1.0,R,R
513,GillespieSSA,10.3390/v7031189,"To simulate our system stochastically, we used the Gillespie algorithm [59], implemented with the GillespieSSA package in R (www.r-project.org)","Cecilia Noecker,K. Aleks Schaefer,Kelly Zaccheo,Yiding Yang,Judy Day,Vitaly V. Ganusov","Simian immunodeficiency virus,Virus,Virology,Biology,Bursting,Viral replication","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/rcannood/GillespieSSA,1,GillespieSSA,Robrecht Cannoodt,,"**GillespieSSA** provides a simple to use, intuitive, and extensible interface to several stochastic simulation algorithms for generating simulated trajectories of finite population continuous-time model. Currently it implements Gillespie's exact stochastic simulation algorithm (Direct method) and several approximate methods (Explicit tau-leap, Binomial tau-leap, and Optimized tau-leap).",1.0,0.5329131652661064,0.7278357744216919,0.121723972260952,1.0,0.67649458238975,0.121723972260952,1.0,R,R
517,GillespieSSA,10.3390/v7031189,"To simulate our system stochastically, we used the Gillespie algorithm [59], implemented with the GillespieSSA package in R (www.r-project.org)","Cecilia Noecker,K. Aleks Schaefer,Kelly Zaccheo,Yiding Yang,Judy Day,Vitaly V. Ganusov","Simian immunodeficiency virus,Virus,Virology,Biology,Bursting,Viral replication","https://cran.r-project.org/package=GillespieSSA, https://github.com/rcannood/GillespieSSA, https://github.com/cran/GillespieSSA",https://github.com/cran/GillespieSSA,1,GillespieSSA,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  GillespieSSA — Gillespie's Stochastic Simulation Algorithm (SSA). Homepage: https://github.com/rcannood/GillespieSSA,1.0,0.5992063492063492,0.6361701488494873,0.1888577938079834,1.0,0.684846858372764,0.1888577938079834,1.0,R,R
519,HIV.LifeTables,10.1371/journal.pone.0096447,"We have released an R package, HIV.LifeTables [35], that implements the model described in this paper, and we will continue to develop and improve that package","David Sharrow,Samuel J. Clark,Adrian E. Raftery","Life expectancy,Mortality rate,Demography,Population projection,Population","https://cran.r-project.org/web/packages/HIV.LifeTables/index.html, https://github.com/PPgp/HIV.LifeTables, https://github.com/cran/HIV.LifeTables",https://github.com/PPgp/HIV.LifeTables,1,HIV.LifeTables,Probabilistic Projections Group,,R package: Model Life Tables for Countries with Generalized HIV Epidemics,1.0,0.5048000562232061,0.8240363597869873,0.4386414289474487,1.0,0.7534955689915284,0.4386414289474487,1.0,R,R
520,HIV.LifeTables,10.1371/journal.pone.0096447,"We have released an R package, HIV.LifeTables [35], that implements the model described in this paper, and we will continue to develop and improve that package","David Sharrow,Samuel J. Clark,Adrian E. Raftery","Life expectancy,Mortality rate,Demography,Population projection,Population","https://cran.r-project.org/web/packages/HIV.LifeTables/index.html, https://github.com/PPgp/HIV.LifeTables, https://github.com/cran/HIV.LifeTables",https://cran.r-project.org/web/packages/HIV.LifeTables/index.html,1,HIV.LifeTables,David J Sharrow,"either life expectancy, package produce, mortality rates, hiv prevalence, complete set","The functions in this package produce a complete set of mortality rates as a function of a combination of HIV prevalence and either life expectancy at birth (e0), child mortality (5q0), or child mortality with adult mortality (45q15)",1.0,0.4962962962962963,0.7109259366989136,0.6256530284881592,1.0,0.7665750522966738,0.4962962962962963,1.0,R,R
522,HIV.LifeTables,10.1371/journal.pone.0096447,"We have released an R package, HIV.LifeTables [35], that implements the model described in this paper, and we will continue to develop and improve that package","David Sharrow,Samuel J. Clark,Adrian E. Raftery","Life expectancy,Mortality rate,Demography,Population projection,Population","https://cran.r-project.org/web/packages/HIV.LifeTables/index.html, https://github.com/PPgp/HIV.LifeTables, https://github.com/cran/HIV.LifeTables",https://github.com/cran/HIV.LifeTables,1,HIV.LifeTables,cran,,:exclamation: This is a read-only mirror of the CRAN R package repository.  HIV.LifeTables — HIV calibrated model life tables for countries with generalized HIV epidemics,1.0,0.6129629629629629,0.657127320766449,0.3557434678077698,1.0,0.7251667503074364,0.3557434678077698,1.0,R,R
527,HydeNet,10.1111/risa.13580,"We use the R program HydeNet and the JAGS modeling framework to build a decision network that uses the collective administrative data to generate distributions for simulating posteriors under different surveillance scenarios (Nutter, n.d.; Plummer, 2004)","Ryan P. Scott,Alison C. Cullen,Guillaume Chabot‐Couture","Poliomyelitis,Poliomyelitis eradication","https://cran.r-project.org/web/packages/HydeNet/index.html, https://github.com/nutterb/HydeNet, https://github.com/cran/HydeNet",https://cran.r-project.org/web/packages/HydeNet/index.html,1,HydeNet,"Jarrod E. Dalton, Benjamin Nutter","running inference using, full joint distribution, descendents given information, maximum expected utility, edge represents conditionality","Facilities for easy implementation of hybrid Bayesian networks using R. Bayesian networks are directed acyclic graphs representing joint probability distributions, where each node represents a random variable and each edge represents conditionality. The full joint distribution is therefore factorized as a product of conditional densities, where each node is assumed to be independent of its non-descendents given information on its parent nodes. Since exact, closed-form algorithms are computationally burdensome for inference within hybrid networks that contain a combination of continuous and discrete nodes, particle-based approximation techniques like Markov Chain Monte Carlo are popular. We provide a user-friendly interface to constructing these networks and running inference using the 'rjags' package. Econometric analyses (maximum expected utility under competing policies, value of information) involving decision and utility nodes are also supported.",1.0,0.575674579022114,0.5648753643035889,-0.0346853733062744,1.0,0.6211729140038857,-0.0346853733062744,1.0,R,R
528,HydeNet,10.1111/risa.13580,"We use the R program HydeNet and the JAGS modeling framework to build a decision network that uses the collective administrative data to generate distributions for simulating posteriors under different surveillance scenarios (Nutter, n.d.; Plummer, 2004)","Ryan P. Scott,Alison C. Cullen,Guillaume Chabot‐Couture","Poliomyelitis,Poliomyelitis eradication","https://cran.r-project.org/web/packages/HydeNet/index.html, https://github.com/nutterb/HydeNet, https://github.com/cran/HydeNet",https://github.com/nutterb/HydeNet,1,HydeNet,Benjamin,,Hybrid Decision Networks in R,1.0,0.4544025157232704,0.5063201189041138,-0.0285524521023035,1.0,0.5864340365050161,-0.0285524521023035,1.0,R,R
529,HydeNet,10.1111/risa.13580,"We use the R program HydeNet and the JAGS modeling framework to build a decision network that uses the collective administrative data to generate distributions for simulating posteriors under different surveillance scenarios (Nutter, n.d.; Plummer, 2004)","Ryan P. Scott,Alison C. Cullen,Guillaume Chabot‐Couture","Poliomyelitis,Poliomyelitis eradication","https://cran.r-project.org/web/packages/HydeNet/index.html, https://github.com/nutterb/HydeNet, https://github.com/cran/HydeNet",https://github.com/cran/HydeNet,1,HydeNet,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  HydeNet — Hybrid Bayesian Networks Using R and JAGS. Homepage: https://github.com/nutterb/HydeNet,  Report bugs for this package: https://github.com/nutterb/HydeNet/issues",1.0,0.4910901467505241,0.4746623337268829,0.0896791219711303,1.0,0.6110863204897075,0.0896791219711303,1.0,R,R
537,MG-RAST,10.1371/journal.pone.0052069,"These low values contrast with the Amazon River metagenome reads classified using BLASTX against NCBI-nr in MG-RAST, 49% of 1.1 million pyrosequencing reads [46]","Diego Javier Jiménez,Fernando Dini Andreote,Diego Gerardo Bogarín Chaves,José Salvador Montaña-Lara,César Osorio-Forero,Howard Junca,María Mercedes Zambrano,Sandra Baena","Gammaproteobacteria,Metagenomics,Biology,Proteobacteria,Betaproteobacteria,Firmicutes,Alphaproteobacteria,Deltaproteobacteria",https://github.com/MG-RAST/MG-RAST,https://github.com/MG-RAST/MG-RAST,1,MG-RAST,MG-RAST,"metagenome-statistics, metagenomic-analysis, metagenomics",The MG-RAST Backend -- the API server,1.0,0.5853174603174603,0.2680246829986572,0.4546110332012176,,0.5769882941293338,0.2680246829986572,1.0,,Perl
547,MG-RAST,10.3389/fmicb.2015.00053,The assembled metagenomic dataset is publicly available on MG-RAST (http://metagenomics.anl.gov; project ID: 4529136.3),"Armin Erlacher,Tomislav Cernava,Massimiliano Cardinale,Jung Soh,Christoph W. Sensen,Martín Grube,Gabriele Berg","Alphaproteobacteria,Biology,Symbiosis,Lichen",https://github.com/MG-RAST/MG-RAST,https://github.com/MG-RAST/MG-RAST,1,MG-RAST,MG-RAST,"metagenome-statistics, metagenomic-analysis, metagenomics",The MG-RAST Backend -- the API server,1.0,0.54521625163827,0.2935144007205963,0.1922184526920318,,0.5077372762627246,0.1922184526920318,1.0,,Perl
557,MG-RAST,10.3389/fmicb.2017.00308,"Diversity (at class level) within metagenomic assemblies, as determined by MG-RAST ( Other represents classes with relative abundance <1% in any sample","Katrina I. Twing,William J. Brazelton,M. D. Kubo,Alex Hyer,Dawn Cardace,Tori M. Hoehler,T. M. McCollom,Matthew O. Schrenk","Betaproteobacteria,Acetogenesis,Operational taxonomic unit,Metagenomics,Biogeochemical cycle,Microbial population biology",https://github.com/MG-RAST/MG-RAST,https://github.com/MG-RAST/MG-RAST,1,MG-RAST,MG-RAST,"metagenome-statistics, metagenomic-analysis, metagenomics",The MG-RAST Backend -- the API server,1.0,0.4528445006321113,0.2419494688510894,0.4675768613815307,,0.5405927077161828,0.2419494688510894,1.0,,Perl
567,MG-RAST,10.3389/fmicb.2019.02741,"The Taihu 2013 metatranscriptomes are publicly available on the MG-RAST (Meyer et al., 2008) server (ID: mgm4768721, mgm4768720, mgm4768724, mgm4768726, mgm4768728, mgm47687130) and the Lake Erie 2014 diel metatranscriptomes are available from the NCBI SRA database (SRP128942, SRP128954, SRP128945, SRP117911, SRP117914, SRA117922, SRA117915)","Lauren E. Krausfeldt,Morgan M. Steffen,R. Michael L. McKay,George S. Bullerjahn,Gregory L. Boyer,Steven W. Wilhelm","Microcystin,Biodegradation,Environmental science",https://github.com/MG-RAST/MG-RAST,https://github.com/MG-RAST/MG-RAST,1,MG-RAST,MG-RAST,"metagenome-statistics, metagenomic-analysis, metagenomics",The MG-RAST Backend -- the API server,1.0,0.5932354250111259,0.2212078124284744,0.1514503359794616,,0.4914733933547655,0.1514503359794616,1.0,,Perl
577,MG-RAST,10.6026/97320630014031,MG-RAST server is an automated analysis platform for meta-genomes to present the quantitative understandings into microbial populations generated from sequencing data,Amr T. M. Saeb,"Infectious disease (medical specialty),Clinical microbiology",https://github.com/MG-RAST/MG-RAST,https://github.com/MG-RAST/MG-RAST,1,MG-RAST,MG-RAST,"metagenome-statistics, metagenomic-analysis, metagenomics",The MG-RAST Backend -- the API server,1.0,0.6746031746031745,0.3814546465873718,0.156574010848999,,0.5531579580098863,0.156574010848999,1.0,,Perl
581,MGDrivE,10.1186/s12915-020-0759-9,"Applying the MGDrivE modeling framework to our research questions, we incorporate the inheritance patterns of reciprocal chromosomal translocations and UDMEL into the inheritance module of the model (Fig. 1a, b, Additional file 2: Fig","Héctor M. Sánchez C.,Jared B. Bennett,Sean L. Wu,Gordana Rašić,Omar S. Akbari,John M. Marshall","Biology,Gene drive,Aedes aegypti","https://cran.r-project.org/package=MGDrivE, https://github.com/MarshallLab/MGDrivE, https://github.com/cran/MGDrivE",https://github.com/cran/MGDrivE,1,MGDrivE,cran,,":exclamation: This is a read-only mirror of the CRAN R package repository.  MGDrivE — Mosquito Gene Drive Explorer. Homepage: https://marshalllab.github.io/MGDrivE/, https://www.marshalllab.com/  Report bugs for this package: https://github.com/MarshallLab/MGDrivE/issues",1.0,0.4837164750957854,0.2610386610031128,0.3060371875762939,,0.512698080918798,0.2610386610031128,1.0,,R
582,MGDrivE,10.1186/s12915-020-0759-9,"Applying the MGDrivE modeling framework to our research questions, we incorporate the inheritance patterns of reciprocal chromosomal translocations and UDMEL into the inheritance module of the model (Fig. 1a, b, Additional file 2: Fig","Héctor M. Sánchez C.,Jared B. Bennett,Sean L. Wu,Gordana Rašić,Omar S. Akbari,John M. Marshall","Biology,Gene drive,Aedes aegypti","https://cran.r-project.org/package=MGDrivE, https://github.com/MarshallLab/MGDrivE, https://github.com/cran/MGDrivE",https://github.com/MarshallLab/MGDrivE,1,MGDrivE,Marshall Lab,,**MGDrivE** is a model designed to be a reliable testbed where various gene drive interventions for mosquito-borne diseases control. It is being developed to accommodate the use of various mosquito-specific gene drive systems within a population dynamics framework that allows migration of individuals between patches in landscape.,1.0,0.4696679438058748,0.4381783306598663,0.6345078945159912,,0.635588542245433,0.4381783306598663,1.0,,R
