name,paragraph,doi,synonyms,language,authors,urls,not_urls
CellProfiler,"To quantify the area of a lesion occupied by myelin debris, a threshold determined by background (median) dMBP staining was applied to images in CellProfiler.",10.1073/pnas.1905787116,"CellPro,CellProfiler Image,CellProfiler57,Cellprofiler Analyst,cellprofiler®,cellProfiler,CellProfiler pipeline,Cell Profiller,Cell Profile,CellProfiler ruleset,CellProfile,cell Profiler,CellProfler,CellProfiler Analyst,CellProfilerAnalyst,CellProfiler analysis,CellProfile®,cell-profiler,Cell Profiler,CellProfiler/KNIME,CellProfiler2,CellProfiler U-Net,CellProfiler53,CellProfiller Analyst,Cellprofiler33,CellProfiler46,CellProfiler Classifier,CellProfiler (CP,CellProfiler,CellProfiler19,Cellprofile-R,H5CellProfiler,CellProfiler scripts,CellProfiler3 (CP3),CellProfiler3,CellProfiler Pipelines,Cell ProfilerTM,CellProfiler31,Cell Profiler36,CellProfiler Pipeline,CellProfiler-Analyst,CellProfilor,cellprofiler,CellProfiler38,Cellprofiler,CellProfiler.org,CellProfiler10,Cellprofiler47,CellProfiler26,Cell profiler,CellProfilera,CellProfiler32,CellProfiler7,Cellprofiler55,CellProfilers,CellProfiler28,CellProfiller,CellProfiler Tracer,Cell Profiler®,CELL PROFILER,Cellprofier,CellProfiler (CP),Cell Profiler©,CellProfilerTM,CellProfiler49,cell profiler,CellProfiler Analysis,cellprofiler analyst,Cellprofilter,CellProfiler-Classifier,CellProfiler/Fiji,CellProfiler®,CellPofiler,Cell-Profiler,CellProfiler analyst,CellProfiler63,CellPRofiler",,"Christopher E McMurran,Alerie Guzman de la Fuente,Rosana Peñalva,Ofra Ben Menachem-Zidon,Yvonne Dombrowski,John Falconer,Ginez A. González,Chao Zhao,Fynn N. Krause,Adam M. H. Young,Julian L. Griffin,Clare A. Jones,Claire Hollins,Markus M. Heimesaat,Denise Fitzgerald,Robin J.M. Franklin",https://github.com/CellProfiler/CellProfiler,"https://github.com/CellProfiler/CellProfiler-Analyst, https://cran.r-project.org/package=robfilter, https://github.com/CellProfiler/python-bioformats, https://github.com/CellProfiler/tutorials, https://cran.r-project.org/package=CytoProfile, https://github.com/cran/CytoProfile, https://cran.r-project.org/package=GUIProfiler, https://github.com/cran/GUIProfiler, https://github.com/tobiste/geoprofiler, https://cran.r-project.org/package=geoprofiler, https://github.com/saraswatsh/CytoProfile, https://github.com/cran/geoprofiler, https://cran.r-project.org/package=gProfileR, https://github.com/CellProfiler/CellProfiler-plugins, https://github.com/cran/gProfileR, https://pypi.org/project/CellProfiler/, https://github.com/cran/robfilter"
CharGer,"2015, extracted from CharGer original publication, Synthetic_VCF_for_Benchmark.vcf.vcf: Synthetic VCF file created from the CharGer_and_Panel_Benchmark.xlsx variants information, InterVar_Benchmark.txt: InterVar predictions of pathogenicity after analysis of the synthetic VCF, TAPES_Benchmark.xlsx: TAPES prediction of pathogenicity after analysis of the synthetic VCF",10.1371/journal.pcbi.1007453,"Charge3D,Charge,ChargeHR",,"Alexandre Xavier,Rodney J. Scott,Bente A. Talseth‐Palmer",,"https://github.com/ding-lab/CharGer, https://github.com/ropensci/parzer, https://cran.r-project.org/package=harbinger, https://github.com/fotherja/EV_Charger, https://github.com/danjulio/MPPT-Solar-Charger, https://cran.r-project.org/package=ChaosGame, https://github.com/cran/parzer, https://github.com/stawel/cheali-charger, https://github.com/liaozhelin/yds-charger, https://github.com/pkuehnel/TeslaSolarCharger, https://github.com/cefet-rj-dal/harbinger, https://github.com/cran/harbinger, https://cran.r-project.org/package=hazer, https://github.com/pharmpy/pharmr, https://cran.r-project.org/package=parzer, https://github.com/cran/hazer, https://pypi.org/project/CharGer/, https://cran.r-project.org/package=pharmr, https://github.com/cran/pharmr, https://github.com/cran/ChaosGame"
CharGer,"Among the CharGer-prioritized variants as well as all the variants in the ACMG 59 genes that are not directly associated with cancer, we systematically filtered them based on allele read count thresholds and association with cancer or cancer syndromes, followed by ACMG classification along with variant reviews by a board-certified molecular geneticist (Methods)",10.1186/s13073-021-00964-1,"Charge3D,Charge,ChargeHR",,"Zishan Wang,Xiao Fan,Yufeng Shen,Meghana S. Pagadala,Rebecca Signer,Kamil J. Cygan,William G. Fairbrother,Hannah Carter,Wendy K. Chung,Kuan‐lin Huang",,"https://github.com/ding-lab/CharGer, https://github.com/ropensci/parzer, https://cran.r-project.org/package=harbinger, https://github.com/fotherja/EV_Charger, https://github.com/danjulio/MPPT-Solar-Charger, https://cran.r-project.org/package=ChaosGame, https://github.com/cran/parzer, https://github.com/stawel/cheali-charger, https://github.com/liaozhelin/yds-charger, https://github.com/pkuehnel/TeslaSolarCharger, https://github.com/cefet-rj-dal/harbinger, https://github.com/cran/harbinger, https://cran.r-project.org/package=hazer, https://github.com/pharmpy/pharmr, https://cran.r-project.org/package=parzer, https://github.com/cran/hazer, https://pypi.org/project/CharGer/, https://cran.r-project.org/package=pharmr, https://github.com/cran/pharmr, https://github.com/cran/ChaosGame"
CharGer,"Applying a standardized bioinformatics workflow for variant interpretation including the automated variant interpreters CharGer [10, 11] and CPSR [12] (Supplementary Methods), we classified after manual revision five variants in category 1 genes as pathogenic (P) and four variants as likely pathogenic (LP) (Supplementary Fig. 2, Supplementary Table 3)",10.1038/s41431-021-00878-x,"Charge3D,Charge,ChargeHR",,"Rabea Wagener,Julia Taeubner,Carolin Walter,Layal Yasin,Deya Alzoubi,Christoph Bartenhagen,Andishe Attarbaschi,Carl-Friedrich Classen,Udo Kontny,Julia Hauer,Ute Fischer,Martin Dugas,Michaela Kuhlen,Arndt Borkhardt,Triantafyllia Brozou",,"https://github.com/ding-lab/CharGer, https://github.com/ropensci/parzer, https://cran.r-project.org/package=harbinger, https://github.com/fotherja/EV_Charger, https://github.com/danjulio/MPPT-Solar-Charger, https://cran.r-project.org/package=ChaosGame, https://github.com/cran/parzer, https://github.com/stawel/cheali-charger, https://github.com/liaozhelin/yds-charger, https://github.com/pkuehnel/TeslaSolarCharger, https://github.com/cefet-rj-dal/harbinger, https://github.com/cran/harbinger, https://cran.r-project.org/package=hazer, https://github.com/pharmpy/pharmr, https://cran.r-project.org/package=parzer, https://github.com/cran/hazer, https://pypi.org/project/CharGer/, https://cran.r-project.org/package=pharmr, https://github.com/cran/pharmr, https://github.com/cran/ChaosGame"
Circos,Genetic variations were visualized using Circos (version 0.69) with “chromosomes_unites = 1000000”.,10.12688/f1000research.14383.1,"Circosplot,R.Circos,Circos-Plot,Circos80,circosPlot,Circos25,Circos.ca,CircosVCF,circcos,Circos79,CIRCO,Circos11,circos-0,CircosPlot,Circos62,Circos map,Circos46,circ,Circos52,Circos58,R-Circos,Circos63,circos37,J-circos,pyCircos,RCircos,Circos19,Circos42,Circos38,Circos26,Rcircos’,CIRCOS56,circos,circosJS,Circos82,Circos64,Circos36,Circos74,Circ,Circos6,Circosv,Circos Plot,Circos plot,Rcircos,Circos47,Circos59,Circos48,Circos-069,Circos3,circosviz,J-Circos,CIRCOS69,Circos-0,CIRCOS,Circos20,Circos51,CIRCOM,circos plot,circosplot,CIRCOS),Circosmap,Circos50,CIRCOS78,Circos55,Circos_plot,Circos34,Circos18,CIRC,CIRCOs,Circos/0",,"Jason Y. K. Chan,Peony Hiu Yan Poon,Yong Zhang,Cherrie W. K. Ng,Wen Piao,Meng Ma,Kevin Y. Yip,Amy B. W. Chan,Vivian Wai Yan Lui","https://pypi.org/project/Circos/, https://github.com/ericmjl/Circos, https://github.com/vigsterkr/circos","https://cran.r-project.org/package=RCircos, https://github.com/cran/RCircos, https://github.com/YaoLab-Bioinfo/shinyCircos, https://cran.r-project.org/package=BioCircos, https://github.com/nicgirault/circosJS, https://github.com/julian-urbano/ircor, https://github.com/ponnhide/pyCircos, https://github.com/cran/ircor, https://github.com/lvulliard/BioCircos.R, https://cran.r-project.org/package=ircor, https://github.com/cran/BioCircos, https://github.com/metagenlab/mummer2circos"
Circos,"The phylogenetic distributions of the top 10 identified organisms were visualized at phylum and class levels in a chord diagram using Circos (Krzywinski et al., 2009).",10.3389/fmicb.2017.02504,"Circosplot,R.Circos,Circos-Plot,Circos80,circosPlot,Circos25,Circos.ca,CircosVCF,circcos,Circos79,CIRCO,Circos11,circos-0,CircosPlot,Circos62,Circos map,Circos46,circ,Circos52,Circos58,R-Circos,Circos63,circos37,J-circos,pyCircos,RCircos,Circos19,Circos42,Circos38,Circos26,Rcircos’,CIRCOS56,circos,circosJS,Circos82,Circos64,Circos36,Circos74,Circ,Circos6,Circosv,Circos Plot,Circos plot,Rcircos,Circos47,Circos59,Circos48,Circos-069,Circos3,circosviz,J-Circos,CIRCOS69,Circos-0,CIRCOS,Circos20,Circos51,CIRCOM,circos plot,circosplot,CIRCOS),Circosmap,Circos50,CIRCOS78,Circos55,Circos_plot,Circos34,Circos18,CIRC,CIRCOs,Circos/0",,"Mabel Ting Wong,Weijun Wang,Marie Couturier,Fakhria M. Razeq,Vincent Lombard,Pascal Lapébie,Elizabeth A. Edwards,Nicolas Terrapon,Bernard Henrissat,Emma R. Master","https://pypi.org/project/Circos/, https://github.com/ericmjl/Circos, https://github.com/vigsterkr/circos","https://cran.r-project.org/package=RCircos, https://github.com/cran/RCircos, https://github.com/YaoLab-Bioinfo/shinyCircos, https://cran.r-project.org/package=BioCircos, https://github.com/nicgirault/circosJS, https://github.com/julian-urbano/ircor, https://github.com/ponnhide/pyCircos, https://github.com/cran/ircor, https://github.com/lvulliard/BioCircos.R, https://cran.r-project.org/package=ircor, https://github.com/cran/BioCircos, https://github.com/metagenlab/mummer2circos"
Circos,The relationships of orthologous genes between radish and Arabidopsis were plotted using the Circos software.,10.3390/ijms21041293,"Circosplot,R.Circos,Circos-Plot,Circos80,circosPlot,Circos25,Circos.ca,CircosVCF,circcos,Circos79,CIRCO,Circos11,circos-0,CircosPlot,Circos62,Circos map,Circos46,circ,Circos52,Circos58,R-Circos,Circos63,circos37,J-circos,pyCircos,RCircos,Circos19,Circos42,Circos38,Circos26,Rcircos’,CIRCOS56,circos,circosJS,Circos82,Circos64,Circos36,Circos74,Circ,Circos6,Circosv,Circos Plot,Circos plot,Rcircos,Circos47,Circos59,Circos48,Circos-069,Circos3,circosviz,J-Circos,CIRCOS69,Circos-0,CIRCOS,Circos20,Circos51,CIRCOM,circos plot,circosplot,CIRCOS),Circosmap,Circos50,CIRCOS78,Circos55,Circos_plot,Circos34,Circos18,CIRC,CIRCOs,Circos/0",,"Yanping Wang,Qingbiao Wang,Wei Hao,Honghe Sun,Li Zhang",https://pypi.org/project/Circos/,"https://cran.r-project.org/package=RCircos, https://github.com/cran/RCircos, https://github.com/YaoLab-Bioinfo/shinyCircos, https://cran.r-project.org/package=BioCircos, https://github.com/nicgirault/circosJS, https://github.com/julian-urbano/ircor, https://github.com/ponnhide/pyCircos, https://github.com/cran/ircor, https://github.com/lvulliard/BioCircos.R, https://cran.r-project.org/package=ircor, https://github.com/ericmjl/Circos, https://github.com/cran/BioCircos, https://github.com/vigsterkr/circos, https://github.com/metagenlab/mummer2circos"
ClusterIt,"To reduce this entropy, the eigenvectors that jointly define the greatest asymmetries between the two subgroups of tumors and the best expression level homogeneity within a given subgroup are selected, using the ClusterIt method [8], thus maximizing the ratio V_inter-groups/Σ V_within-group.",10.1371/journal.pone.0023581,"Cluster4x,Cluster3,Cluster-X,Cluster47,ClusterIP,Cluster40,Cluster-3,Clusterer,Cluster W,Cluster X,Cluster,Cluste,Cluster 3,ClusterW2,ClusterEx,Cluster8,Cluster v,Cluster®,Clusterin,ClusterSS,Cluster-W,ClusterInfo,ClusterMI,Cluster R,ClusterVO,Clusterv3,ClusterR,Clusterdp,ClusterPy,Cluster V,ClusterW,ClusterX,ClusterA,Clust,ClusterT,ClusterX2,Clusterw2,ClusterM,Clusters",,"Nicolas Ugolin,Catherine Ory,Emilie Lefèvre,Nora Benhabilès,Paul Hofman,Martin Schlumberger,Sylvie Chevillard","https://pypi.org/project/ClusterIt/, https://github.com/garbled1/clusterit, https://github.com/xnox/clusterit, https://github.com/Lyr-7D1h/clusterit","https://cran.r-project.org/package=ClusterR, https://github.com/cran/ClusterR, https://cran.r-project.org/package=DCluster, https://github.com/clusterit/orca, https://cran.r-project.org/package=clusterMI, https://github.com/cran/clusterMI, https://cran.r-project.org/package=ImCluster, https://github.com/mlampros/ClusterR, https://github.com/cran/DCluster, https://github.com/cran/ImCluster, https://cran.r-project.org/package=WCluster, https://github.com/cran/WCluster"
CommEcol,"In addition, Chao-Jaccard index was calculated based on species abundance including rare unseen shared species (Jab, dis.chao function, CommEcol package) (Jost et al., 2011)",10.3389/fmicb.2018.01758,CommEcol package,,"Marta Agostinelli,Michelle Cleary,Juan A. Martín,Benedicte Riber Albrectsen,Johanna Witzell","https://github.com/cran/CommEcol, https://cran.r-project.org/package=CommEcol, https://cran.r-project.org/web/packages/CommEcol/index.html","https://github.com/cmartinez1997/FunEco_CommEcologyPaper, https://github.com/r-forge/commecol, https://github.com/afilazzola/CommEcolFunctions"
CommEcol,"Species turnover was quantified in R software [43], using the packages betapart [44] and CommEcol (package in development by Adriano S",10.1371/journal.pone.0151895,CommEcol package,R,"Renan Maestri,Bruce D. Patterson","https://github.com/cran/CommEcol, https://github.com/r-forge/commecol, https://cran.r-project.org/package=CommEcol, https://cran.r-project.org/web/packages/CommEcol/index.html","https://github.com/cmartinez1997/FunEco_CommEcologyPaper, https://github.com/afilazzola/CommEcolFunctions"
Comparison,Phylogenetic relationships between sequences were first inferred rapidly using the Neighborhood Joining method with MUSCLE (MUltiple Sequence Comparison by Log-Expectation) for MSA (Edgar 2004),10.1093/gbe/evu215,"Comparison by,comparison tool,comparisons,ComparisonMiSeq,Comparison Analyses,Comparison.m,VT-Comparison,comparison,Comparison Analysis,QC Comparison,comparison (TCC) R,ComparisonSurv of R,Comparison script,Comparison,Comparison (ILC),Comparison),Comparison Tool,Comparisons,Comparisson,Vienna RNA secondary structure prediction and comparison package,Comparison®,Comparison Thruput,Comparison Viewer,comparison (PASC),Comparison View,Comparison by Log,comparison (HHpred),Comparison (WGAC),Comparison Heat Map,Comparison Tool for,comparison by,Compar,Comparison (PASC),R package comparison,Comparison System,Comparison Kit",,"Ramray Bhat,Mahul Chakraborty,Shahzad I. Mian,Stuart A. Newman","https://github.com/cran/comparison, https://github.com/jmcurran/comparison","https://github.com/flosse/rust-web-framework-comparison, https://cran.r-project.org/package=comparison, https://github.com/cran/GroupComparisons, https://cran.r-project.org/package=ClassComparison, https://github.com/JudasDie/Comparison, https://cran.r-project.org/package=NetworkComparisonTest, https://github.com/joedicastro/vps-comparison, https://github.com/Elanis/web-to-desktop-framework-comparison, https://github.com/cran/ComparisonSurv, https://cran.r-project.org/package=GroupComparisons, https://github.com/cran/NetworkComparisonTest, https://github.com/cloudcommunity/Cloud-Free-Tier-Comparison, https://github.com/voronianski/flux-comparison, https://cran.r-project.org/package=ComparisonSurv, https://github.com/cran/ClassComparison"
Comparison,The resulting sequences were aligned using Multiple Sequence Comparison by Log-Expectation (MUSCLE),10.3389/fbioe.2020.00332,"Comparison by,comparison tool,comparisons,ComparisonMiSeq,Comparison Analyses,Comparison.m,VT-Comparison,comparison,Comparison Analysis,QC Comparison,comparison (TCC) R,ComparisonSurv of R,Comparison script,Comparison,Comparison (ILC),Comparison),Comparison Tool,Comparisons,Comparisson,Vienna RNA secondary structure prediction and comparison package,Comparison®,Comparison Thruput,Comparison Viewer,comparison (PASC),Comparison View,Comparison by Log,comparison (HHpred),Comparison (WGAC),Comparison Heat Map,Comparison Tool for,comparison by,Compar,Comparison (PASC),R package comparison,Comparison System,Comparison Kit",,"Emilie N. Underlin,Matthias Frommhagen,Adiphol Dilokpimol,Gijs van Erven,Ronald P. de Vries,Mirjam A. Kabel",https://github.com/cran/comparison,"https://github.com/flosse/rust-web-framework-comparison, https://cran.r-project.org/package=comparison, https://github.com/cran/GroupComparisons, https://github.com/jmcurran/comparison, https://cran.r-project.org/package=ClassComparison, https://github.com/JudasDie/Comparison, https://cran.r-project.org/package=NetworkComparisonTest, https://github.com/joedicastro/vps-comparison, https://github.com/Elanis/web-to-desktop-framework-comparison, https://github.com/cran/ComparisonSurv, https://cran.r-project.org/package=GroupComparisons, https://github.com/cran/NetworkComparisonTest, https://github.com/cloudcommunity/Cloud-Free-Tier-Comparison, https://github.com/voronianski/flux-comparison, https://cran.r-project.org/package=ComparisonSurv, https://github.com/cran/ClassComparison"
Comparison,"We used the Bayesian Model Comparison (BMC) technique [66,67] for selecting the best performing statistical model",10.3390/vision2040039,"Comparison by,comparison tool,comparisons,ComparisonMiSeq,Comparison Analyses,Comparison.m,VT-Comparison,comparison,Comparison Analysis,QC Comparison,comparison (TCC) R,ComparisonSurv of R,Comparison script,Comparison,Comparison (ILC),Comparison),Comparison Tool,Comparisons,Comparisson,Vienna RNA secondary structure prediction and comparison package,Comparison®,Comparison Thruput,Comparison Viewer,comparison (PASC),Comparison View,Comparison by Log,comparison (HHpred),Comparison (WGAC),Comparison Heat Map,Comparison Tool for,comparison by,Compar,Comparison (PASC),R package comparison,Comparison System,Comparison Kit",,"Sevda Ağaoğlu,Bruno G. Breitmeyer,Haluk Öğmen","https://cran.r-project.org/package=comparison, https://github.com/cran/comparison, https://github.com/jmcurran/comparison","https://github.com/flosse/rust-web-framework-comparison, https://github.com/cran/GroupComparisons, https://cran.r-project.org/package=ClassComparison, https://github.com/JudasDie/Comparison, https://cran.r-project.org/package=NetworkComparisonTest, https://github.com/joedicastro/vps-comparison, https://github.com/Elanis/web-to-desktop-framework-comparison, https://github.com/cran/ComparisonSurv, https://cran.r-project.org/package=GroupComparisons, https://github.com/cran/NetworkComparisonTest, https://github.com/cloudcommunity/Cloud-Free-Tier-Comparison, https://github.com/voronianski/flux-comparison, https://cran.r-project.org/package=ComparisonSurv, https://github.com/cran/ClassComparison"
Compass,"Procedures were performed following manufacturer’s instructions; in brief, each capillary was loaded with protein lysate and electrophoresis was performed; capillaries were processed to attach all proteins to the capillary wall and incubated with a single antibody; results were measured as emission curves from each capillary using the Compass software (ProteinSimple), including quantification",10.1186/s40364-020-00226-z,"COMPASS-TC,COMPASS-HF,icacompass,Compass [UNK],J-COMPASS,COMPASS-2,Oncompass,COMPASS - Combinatorial Polyfunctionality Analysis of Single Cells,CompassQL,Compass IVD,MyCompass,COMPASS-31,COMPASS-MI,COMPASSa,COMPASS: Combinatorial Polyfunctionality Analysis of Single Cells,Combinatorial Polyfunctionality Analysis of Single Cells,EnCompass,COMPASS-CC,Compass SW,CompassXPort,AtCOMPASS,CompassTM,COMPASS–CAT,(COMPASS,(COMPASS),Compassview,COMPASSTM,compass,compass_em,COMPASS31,COMPAS+,D COMPASS,COMPASS-CP,COMPASSION,ComPaSS-GWAS,COMPASS‐D,COMPAS-W,ComPAS,Compass RTC,CompassCDS,COMPASSgoal,G-compass,COMPASS-ND,COMPASS1 R,COMPAS*,myCompass,eCOMPASS,COMPASS MIND,Compass (IBA,CompassXtract,Compass Data,EnComPaSS,Compass3,COMPASS-D,COMPASS package,COMPASS®,Compass CDS,COMPASSII,COMPASSS,Compas,COMPASS-TB,Compass tool,COMPASS-CAT,COMPASSO,COMPASS SE,Compass FF,COMPASS26,ECOMPASS,Encompass,COMPAS,COMPASS4D,ENCOMPASS,CompassXport",,"Wen‐Hsin Liu,Paulina Mrozek-Górska,Anna-Katharina Wirth,Tobias Herold,Larissa Schwarzkopf,Dagmar Pich,Kerstin Völse,M. Camila Melo-Narváez,Michela Carlet,Wolfgang Hammerschmidt,Irmela Jeremias",,"https://cran.r-project.org/package=CompareTests, https://github.com/open-compass/opencompass, https://github.com/cran/CompareTests, https://github.com/Compass/compass, https://cran.r-project.org/package=spass, https://github.com/MiCode/Compass, https://github.com/cran/compas, https://github.com/cran/spass, https://pypi.org/project/compass/, https://cran.r-project.org/package=spsComps, https://github.com/davidhsianturi/laravel-compass, https://github.com/cran/EncompassTest, https://cran.r-project.org/package=compas, https://github.com/lz100/spsComps, https://github.com/mongodb-js/compass, https://github.com/cran/spsComps, https://github.com/open-compass/VLMEvalKit, https://cran.r-project.org/package=EncompassTest"
Compass,"The data were examined by using Compass software 3.1 (ProteinSimple, San Jose, CA, USA).",10.3390/antiox10091493,"COMPASS-TC,COMPASS-HF,icacompass,Compass [UNK],J-COMPASS,COMPASS-2,Oncompass,COMPASS - Combinatorial Polyfunctionality Analysis of Single Cells,CompassQL,Compass IVD,MyCompass,COMPASS-31,COMPASS-MI,COMPASSa,COMPASS: Combinatorial Polyfunctionality Analysis of Single Cells,Combinatorial Polyfunctionality Analysis of Single Cells,EnCompass,COMPASS-CC,Compass SW,CompassXPort,AtCOMPASS,CompassTM,COMPASS–CAT,(COMPASS,(COMPASS),Compassview,COMPASSTM,compass,compass_em,COMPASS31,COMPAS+,D COMPASS,COMPASS-CP,COMPASSION,ComPaSS-GWAS,COMPASS‐D,COMPAS-W,ComPAS,Compass RTC,CompassCDS,COMPASSgoal,G-compass,COMPASS-ND,COMPASS1 R,COMPAS*,myCompass,eCOMPASS,COMPASS MIND,Compass (IBA,CompassXtract,Compass Data,EnComPaSS,Compass3,COMPASS-D,COMPASS package,COMPASS®,Compass CDS,COMPASSII,COMPASSS,Compas,COMPASS-TB,Compass tool,COMPASS-CAT,COMPASSO,COMPASS SE,Compass FF,COMPASS26,ECOMPASS,Encompass,COMPAS,COMPASS4D,ENCOMPASS,CompassXport",,"Shahid Ali Rajput,Shaojie Liang,Xiu‐qi Wang,Hui‐chao Yan","https://github.com/Compass/compass, https://pypi.org/project/compass/","https://cran.r-project.org/package=CompareTests, https://github.com/open-compass/opencompass, https://github.com/cran/CompareTests, https://cran.r-project.org/package=spass, https://github.com/MiCode/Compass, https://github.com/cran/compas, https://github.com/cran/spass, https://cran.r-project.org/package=spsComps, https://github.com/davidhsianturi/laravel-compass, https://github.com/cran/EncompassTest, https://cran.r-project.org/package=compas, https://github.com/lz100/spsComps, https://github.com/mongodb-js/compass, https://github.com/cran/spsComps, https://github.com/open-compass/VLMEvalKit, https://cran.r-project.org/package=EncompassTest"
Compass,"Using Compass software (ProteinSimple), the peak areas of Akt, pAkt, HSL and pHSL proteins were estimated and normalized against vinculin",10.1038/s41598-018-31582-4,"COMPASS-TC,COMPASS-HF,icacompass,Compass [UNK],J-COMPASS,COMPASS-2,Oncompass,COMPASS - Combinatorial Polyfunctionality Analysis of Single Cells,CompassQL,Compass IVD,MyCompass,COMPASS-31,COMPASS-MI,COMPASSa,COMPASS: Combinatorial Polyfunctionality Analysis of Single Cells,Combinatorial Polyfunctionality Analysis of Single Cells,EnCompass,COMPASS-CC,Compass SW,CompassXPort,AtCOMPASS,CompassTM,COMPASS–CAT,(COMPASS,(COMPASS),Compassview,COMPASSTM,compass,compass_em,COMPASS31,COMPAS+,D COMPASS,COMPASS-CP,COMPASSION,ComPaSS-GWAS,COMPASS‐D,COMPAS-W,ComPAS,Compass RTC,CompassCDS,COMPASSgoal,G-compass,COMPASS-ND,COMPASS1 R,COMPAS*,myCompass,eCOMPASS,COMPASS MIND,Compass (IBA,CompassXtract,Compass Data,EnComPaSS,Compass3,COMPASS-D,COMPASS package,COMPASS®,Compass CDS,COMPASSII,COMPASSS,Compas,COMPASS-TB,Compass tool,COMPASS-CAT,COMPASSO,COMPASS SE,Compass FF,COMPASS26,ECOMPASS,Encompass,COMPAS,COMPASS4D,ENCOMPASS,CompassXport",,"Jenne De Koster,Rahul K. Nelli,Clarissa Strieder‐Barboza,J. de Souza,A.L. Lock,G. Andres Contreras",,"https://cran.r-project.org/package=CompareTests, https://github.com/open-compass/opencompass, https://github.com/cran/CompareTests, https://github.com/Compass/compass, https://cran.r-project.org/package=spass, https://github.com/MiCode/Compass, https://github.com/cran/compas, https://github.com/cran/spass, https://pypi.org/project/compass/, https://cran.r-project.org/package=spsComps, https://github.com/davidhsianturi/laravel-compass, https://github.com/cran/EncompassTest, https://cran.r-project.org/package=compas, https://github.com/lz100/spsComps, https://github.com/mongodb-js/compass, https://github.com/cran/spsComps, https://github.com/open-compass/VLMEvalKit, https://cran.r-project.org/package=EncompassTest"
Cronbach,"Pearson correlation coefficients (p-values) of health worker-level associations between indices identified through Cronbach Alpha Analysis, 2007.",10.1186/1472-6963-10-188,Cronbach alpha,,"David R. Hotchkiss,Anwer Aqil,Theo Lippeveld,Edward Mukooyo","https://pypi.org/project/cronbach/, https://cran.r-project.org/web/packages/Cronbach/index.html, https://cran.r-project.org/package=Cronbach","https://github.com/cran/rbch, https://github.com/cran/robcp, https://github.com/marvync/Survey-Analysis-Linker-Cronbach, https://github.com/AndresRogelio/cronbach, https://github.com/cran/Cronbach, https://cran.r-project.org/package=robcp, https://github.com/Exios66/Cronbach-Alpha, https://github.com/hyonschu/cronbach, https://cran.r-project.org/package=robustGarch, https://cran.r-project.org/package=rbch, https://github.com/cran/robustGarch, https://github.com/EchoRLiu/robustGarch, https://github.com/datagazing/cronbach, https://github.com/schneiderfelipe/Cronbach.jl"
Ctrax,"For experiments examining individual behaviors, the tracking of individual flies was manually reviewed and corrected when necessary using the FixErrors GUI available with Ctrax",10.7554/eLife.58942,"TRAX,CTRA,Trax,Ctrax2,Ctrax1",,"Catherine E. Schretter,Yoshinori Aso,Alice A. Robie,Marisa Dreher,Michael-John Dolan,Nan Chen,Masayoshi Ito,Tansy Yang,Ruchi Parekh,Kristin Branson,Gerald M. Rubin",https://pypi.org/project/Ctrax/,"https://github.com/mrjobosco/ctrax, https://github.com/ropensci/taxa, https://github.com/cran/itraxR, https://github.com/cran/traj, https://github.com/cran/tram, https://github.com/esovik/cTrax-scripts, https://github.com/kvasilopoulos/transx, https://cran.r-project.org/package=transx, https://github.com/KumarLabJax/CtraxBackgroundExtractor, https://github.com/ulrichstern/yanglab-ctrax, https://github.com/cran/transx, https://cran.r-project.org/package=tram, https://cran.r-project.org/package=taxa, https://github.com/stuarteberg/ctrax-conda-recipes, https://cran.r-project.org/package=traj, https://github.com/cran/taxa, https://cran.r-project.org/package=itraxR"
Ctrax,"The third and final output the software produces are raw. avi files of the entire experiments, which are amenable for Ctrax and can thus be passed to more advanced behavioral analysis programs",10.1038/s41598-019-40952-5,"TRAX,CTRA,Trax,Ctrax2,Ctrax1",,"Kristin M. Scaplen,Nicholas Mei,Hayley A. Bounds,Sophia Song,Reza Azanchi,Karla R. Kaun",,"https://github.com/mrjobosco/ctrax, https://github.com/ropensci/taxa, https://github.com/cran/itraxR, https://pypi.org/project/Ctrax/, https://github.com/cran/traj, https://github.com/cran/tram, https://github.com/esovik/cTrax-scripts, https://github.com/kvasilopoulos/transx, https://cran.r-project.org/package=transx, https://github.com/KumarLabJax/CtraxBackgroundExtractor, https://github.com/ulrichstern/yanglab-ctrax, https://github.com/cran/transx, https://cran.r-project.org/package=tram, https://cran.r-project.org/package=taxa, https://github.com/stuarteberg/ctrax-conda-recipes, https://cran.r-project.org/package=traj, https://github.com/cran/taxa, https://cran.r-project.org/package=itraxR"
