ID,software_mention,mapped_to,platform,package_url,homepage_url,other_urls,github_repo,exact_match,doi,paragraph
SM1333,iScan,iScan,,https://github.com/aaryankotharii/iScan,,,https://github.com/aaryankotharii/iScan,True,10.1371/journal.pgen.1004158,"Total RNA quality was assessed using an Agilent Bioanalyzer 2100, and 1 µg of high quality RNA (RIN>9) from each subject was hybridized to HT-12v4 beadchips, and also scanned on the iScan system"
SM1333,iScan,iScan,,https://github.com/aaryankotharii/iScan,,,https://github.com/aaryankotharii/iScan,True,10.3389/fimmu.2014.00128,"Data obtained from four-plex chips were analyzed using iScan and Illumina BeadArray system (Illumina, San Diego, CA, USA) followed by the GenomeStudio software (Illumina, San Diego, CA, USA)"
SM1333,iScan,iScan,,https://github.com/aaryankotharii/iScan,,,https://github.com/aaryankotharii/iScan,True,10.1186/s40478-020-01027-z,Raw data files (.idat) generated by the iScan instrument were processed in the R statistical environment (v3.6.0) using the minfi package (v1.30.0) [1]
SM1333,iScan,iScan,,https://github.com/aaryankotharii/iScan,,,https://github.com/aaryankotharii/iScan,True,10.1007/s10522-019-09818-1,The BeadChip images were scanned using the iScan system.
SM1333,iScan,iScan,,https://github.com/aaryankotharii/iScan,,,https://github.com/aaryankotharii/iScan,True,10.1186/s12864-019-5786-y,iScan and Beadstudio version 3.1 software was used for scanning and analysis of the SNP chips
SM1401,expert,expert,,https://github.com/ithailevi/expert,,,https://github.com/ithailevi/expert,True,10.1371/journal.pone.0068963,"The calculation of concentrations of IL-6/TNF-α in the samples was done by comparing the OD value of the samples to the standard curve, which was prepared accordingly to the kit manual, using the software (curve expert 1.3)."
SM1401,expert,expert,,https://github.com/ithailevi/expert,,,https://github.com/ithailevi/expert,True,10.1002/brb3.660,"All additional processing and analyses were conducted through FSL version 5.0.4, with FEAT (fMRI expert analysis tool) version 6.0 (Smith et al., 2004; Woolrich, Behrens, Beckman, Jenkinson, & Smith, 2004)"
SM1401,expert,expert,,https://github.com/ithailevi/expert,,,https://github.com/ithailevi/expert,True,10.1155/2019/4503450,"The best-fit straight line was drawn through the standard points, as determined by regression analysis, using plotting software curve expert version 2.6.4"
SM1401,expert,expert,,https://github.com/ithailevi/expert,,,https://github.com/ithailevi/expert,True,10.3390/md18090468,"According to the analysis of design expert v8.0.6 software with degree of hydrolysis (DH) as the response index, the optimal experimental conditions were determined as follows: water/material ratio of 5.67:1, a time span of 4.92 h, pH of 7.02; the predicted degree of hydrolysis (DH) was 19.322%"
SM1401,expert,expert,,https://github.com/ithailevi/expert,,,https://github.com/ithailevi/expert,True,10.1007/s13205-016-0381-2,"The behaviour of the experimental design is explained by the following polynomial second order equationDesign expert 9 (Stat-Ease Inc., Minneapolis, MN, USA) software trial version was used for statistical analysis of the experimental results"
SM1456,Phyre,Phyre,,https://github.com/pinktrink/Phyre,,,https://github.com/pinktrink/Phyre,True,10.1371/journal.pone.0001878,"Then, we searched for in silico models predicting the 3D structure of the FZC18 CRD using threading algorithms that seek for template proteins with well-characterized crystal structures in PDB databases (Phyre www server)"
SM1456,Phyre,Phyre,,https://github.com/pinktrink/Phyre,,,https://github.com/pinktrink/Phyre,True,10.1371/journal.pone.0015199,"Fold recognitions, 3D structure predictions and motif searches were performed with Phyre [31], I-Tasser Structure Prediction Meta Server [32] and ScanProsite [40], respectively."
SM1456,Phyre,Phyre,,https://github.com/pinktrink/Phyre,,,https://github.com/pinktrink/Phyre,True,10.1371/journal.pone.0069742,Study of the putative peptidoglycan binding site of PGRP-LA using both the 3D model obtained with the Phyre software [36] and the sequence alignment with PGRP-LCx leads to three main observations
SM1456,Phyre,Phyre,,https://github.com/pinktrink/Phyre,,,https://github.com/pinktrink/Phyre,True,10.1038/s41598-020-66256-7,"3-D models were generated using, Phyre V 2.0 in intensive mode, by applying the crystal structure of homologous proteins as templates"
SM1456,Phyre,Phyre,,https://github.com/pinktrink/Phyre,,,https://github.com/pinktrink/Phyre,True,10.3390/ijms21030961,Phyre (upgraded from 3D-PSSM) is a 3D model building tool
SM1551,g,g,,https://github.com/antvis/g,,,https://github.com/antvis/g,True,10.7717/peerj.8522,"Gene Ontology (GO) enrichment analysis of differentially expressed miRNA genes were implemented by the iDEP.90 web-based analysis software, PANTHER GO Enrichment Analysis (http://geneontology.org/) (Ashburner et al., 2000; The Gene Ontology Consortium, 2019; Mi, Muruganujan & Thomas, 2012), g:Profiler/g:GOSt/g:Convert (https://biit.cs.ut.ee/gprofiler/gost) (Raudvere et al., 2019; Reimand et al., 2007), ClueGO and CluePedia Cytoscape plug-in (http://apps.cytoscape.org/apps/cluego) (Bindea et al., 2009) and G"
SM1551,g,g,,https://github.com/antvis/g,,,https://github.com/antvis/g,True,10.1038/srep37680,"The programs included g_traj for calculating the center of mass (COM) trajectories of dimers, g_density for the distribution of atomic number density, as well as g_energy, g_hbond, g_msd and g_order, respectively."
SM1551,g,g,,https://github.com/antvis/g,,,https://github.com/antvis/g,True,10.3389/fphar.2015.00248,"The current implementation of the MM-PBSA method in g_mmpbsa does not include calculation of the entropic term (S) in the equation 2; indeed, g_mmpbsa is unable to provide prediction of absolute binding free energy, providing mainly relative binding energies"
SM1551,g,g,,https://github.com/antvis/g,,,https://github.com/antvis/g,True,10.3389/fchem.2020.581058,"Both NWChem and NWChemEx were compiled using the GNU 8.1.0 compiler suite (gcc, g++, gfortran) to compile host code using high levels of compiler optimization (-O3 -mcpu=native -mtune=native -ffast-math)"
SM1551,g,g,,https://github.com/antvis/g,,,https://github.com/antvis/g,True,10.1534/g3.119.400522,The genomic sequence data were mounted in g-browse (http://ascobase.cgrb.oregonstate.edu/cgi-bin/gb2/gbrowse/ncrassa_public/) (Stein ) to allow viewing of each strain’s sequence relative to the reference sequence and to each other
SM1572,MOE,MOE,,https://github.com/Yelp/MOE,,,https://github.com/Yelp/MOE,True,10.3390/scipharm85010005,"The homology modeling interface in MOE was used to generate a set of putative protein structures by aligning atomic coordinates of the amino acid sequence to those of the template sequence backbone and minimizing permutations of side chain orientations using the AMBER12:EHT force field [21,22,23] with reaction field solvation"
SM1572,MOE,MOE,,https://github.com/Yelp/MOE,,,https://github.com/Yelp/MOE,True,10.1038/srep33861,We employed the top scoring alignment among 100 candidates generated by the method to search for potential pharmacophores using the Pharmacophore Consensus application of MOE
SM1572,MOE,MOE,,https://github.com/Yelp/MOE,,,https://github.com/Yelp/MOE,True,10.1371/journal.pone.0144145,"The MOE software (Chemical Computing Group Inc, Canada) was used to construct the homology models of the protein domains"
SM1572,MOE,MOE,,https://github.com/Yelp/MOE,,,https://github.com/Yelp/MOE,True,10.3390/molecules26030708,The MOE 2010 program was used for carrying out molecular docking for the target derivatives 2–9 inside the EGFR active site
SM1572,MOE,MOE,,https://github.com/Yelp/MOE,,,https://github.com/Yelp/MOE,True,10.3390/molecules25040793,"All water molecules were deleted, and the hydrogen atoms and charges were adjusted with the PFROSST force field from the MOE suite"
SM1597,system,system,,https://github.com/danielsz/system,,,https://github.com/danielsz/system,True,10.1186/1471-2105-9-95,"A LightCycler 1.0 apparatus with system 2.0 software (Roche, Mannheim, Germany) was used for real-time PCR"
SM1597,system,system,,https://github.com/danielsz/system,,,https://github.com/danielsz/system,True,10.3390/ijerph17010049,Application of geographic information system software (ArcGIS) will be based on RF and RBF (RF-RBF) jointly with the risk assessment model of urban floods in the YRD region from 2016 to 2018
SM1597,system,system,,https://github.com/danielsz/system,,,https://github.com/danielsz/system,True,10.14814/phy2.14761,"All calculations and statistical modeling were performed using the R statistical system (R Core Team, 2020)."
SM1597,system,system,,https://github.com/danielsz/system,,,https://github.com/danielsz/system,True,10.1155/2013/742195,"Software such as Powerlab data acquisition system, Chart 5.0, and SPSS13.0 were used for data collection and analysis"
SM1597,system,system,,https://github.com/danielsz/system,,,https://github.com/danielsz/system,True,10.18632/oncotarget.21947,An error was reported when using the “getTCGA” function in Windows operator system (OS)
SM1654,mrMLM,mrMLM,,https://github.com/cran/mrMLM,,,https://github.com/cran/mrMLM,True,10.1038/s41598-019-49737-2,"Moreover, a large number of associated SNPs were detected in trait HT, DBH, RW and RYC using mrMLM, FASTmrMLM, FASTmrEMMA and ISIS EM-BLASSO"
SM1654,mrMLM,mrMLM,,https://github.com/cran/mrMLM,,,https://github.com/cran/mrMLM,True,10.3390/ijms22137188,"GWAS analysis was performed using six multi locus GWAS methods within mrMLM [74], FASTmrMLM [75], FASTmrEMMA [76], pKWmEB [77], pLARmEB [78] and ISIS EMBLASSO [79], which were included in the R package mrMLM v3.1 [80]"
SM1654,mrMLM,mrMLM,,https://github.com/cran/mrMLM,,,https://github.com/cran/mrMLM,True,10.3389/fpls.2019.00964,"In particular, six recently developed ML-GWAS models including mrMLM (Wang et al., 2016), ISIS EM-BLASSO (Tamba et al., 2017), FASTmrEMMA (Wen et al., 2018), pLARmEB (Zhang et al., 2017), FASTmrMLM (Tamba and Zhang, 2018), and pKWmEB (Ren et al., 2018), have been proved to have more advantages for QTL detection than the single-locus methods"
SM1654,mrMLM,mrMLM,,https://github.com/cran/mrMLM,,,https://github.com/cran/mrMLM,True,10.1186/s12870-020-02676-x,"Therefore, many statistical models have been developed to improve power for identifying genotype-phenotype associations when using the GWAS approach, such as the single-locus mixed linear model (MLM) method [18, 19] and the multilocus methods mrMLM [20], ISIS EM-BLASSO [21], pLARmEB [22], FASTmrEMMA [23], pKWmEB [24], and FASTmrMLM [25]"
SM1654,mrMLM,mrMLM,,https://github.com/cran/mrMLM,,,https://github.com/cran/mrMLM,True,10.1038/s41598-020-80391-1,"QTNs associated with the KMC and KDR were detected using five methods in the package mrMLM (mrMLM, FASTmrMLM, FASTmrEMMA, pLARmEB, and ISIS EM-BLASSO)"
SM1677,RISA,RISA,,https://github.com/RASPBERRYStudio/RISA,,,https://github.com/RASPBERRYStudio/RISA,True,10.1371/journal.pone.0130801,"Analysis of bacterial assemblage composition using RISA showed little dependence on leaf species (p = 0.076); in contrast, composition varied strongly by date (p<0.001, Fig 4)"
SM1677,RISA,RISA,,https://github.com/RASPBERRYStudio/RISA,,,https://github.com/RASPBERRYStudio/RISA,True,10.1038/s41598-019-52687-4,Phylogenetic tree generated through RISA analyses of bacterial communities treated with CMImCl in different concentrations
SM1677,RISA,RISA,,https://github.com/RASPBERRYStudio/RISA,,,https://github.com/RASPBERRYStudio/RISA,True,10.1007/s13205-015-0289-2,"RISA provides a community-specific profile, with each band corresponding to at least one organism in the original community"
SM1677,RISA,RISA,,https://github.com/RASPBERRYStudio/RISA,,,https://github.com/RASPBERRYStudio/RISA,True,10.1186/s13567-015-0215-y,A total of 154 (77 skin & 77 gill) samples were analyzed by RISA representing all seven groups (see Figure 3)
SM1677,RISA,RISA,,https://github.com/RASPBERRYStudio/RISA,,,https://github.com/RASPBERRYStudio/RISA,True,10.3389/fmicb.2019.00684,"By 16S rRNA gene denaturing gradient gel electrophoresis and ribosomal gene interval analysis (RISA), it was found that the abundance of Clostridium difficile (Ranking second in the prediction list) and C"
SM1748,pDraw,pDraw,,https://github.com/au5ton/pDraw,,,https://github.com/au5ton/pDraw,True,10.1007/s13205-016-0558-8,"Comparison of restriction site maps with 17 restriction enzymes (AluI, BamHI, BfaI, BstUI (ThaI), DraI, EcoRI, HaeIII, HhaI, HinfI, HpaI, HpaII, KpnI, Sau3AI (MboI), MseI, RsaI, SspI, and TaqI) through pDraw analysis revealed that the all the three positive ornamental phytoplasma strains (H"
SM1748,pDraw,pDraw,,https://github.com/au5ton/pDraw,,,https://github.com/au5ton/pDraw,True,10.1007/s10453-017-9485-3,They were tested using pDraw 32 (http://www.acaclone.com/) and through database comparison
SM1748,pDraw,pDraw,,https://github.com/au5ton/pDraw,,,https://github.com/au5ton/pDraw,True,10.1371/journal.pone.0140949,Restriction fragment patterns were compared to theoretical restriction fragments of the appropriate sequences calculated by pDraw 32 [41].
SM1755,Sequence,Sequence,,https://github.com/IanLunn/Sequence,,,https://github.com/IanLunn/Sequence,True,10.1186/1471-2164-15-650,Sequence logos were generated using Sequence logo 3 [26]
SM1755,Sequence,Sequence,,https://github.com/IanLunn/Sequence,,,https://github.com/IanLunn/Sequence,True,10.1186/1753-6561-8-S2-S8,"In line with our motivation, and in order to address Sequence Logo limitations and other visualisation challenges identified during our research, we decided to abandon the convention of Sequence Logo and develop a completely new method for visualising MSA data, which we explain below"
SM1755,Sequence,Sequence,,https://github.com/IanLunn/Sequence,,,https://github.com/IanLunn/Sequence,True,10.1038/sdata.2017.157,Raw unaligned sequencing reads (in FASTQ file format) are available through the Sequence Read Archive (Data Citation 2)
SM1755,Sequence,Sequence,,https://github.com/IanLunn/Sequence,,,https://github.com/IanLunn/Sequence,True,10.1016/j.csbj.2020.01.002,"mCSM stability predictions had better correlations with the other predictors (SDM (r = 0.55), MAESTRO (r = 0.61), Imutant 2.0 Structure (r = 0.72), CUPSAT (r = 0.43), Imutant 2.0 Sequence (r = 0.62) and DynaMut (r = 0.61))."
SM1755,Sequence,Sequence,,https://github.com/IanLunn/Sequence,,,https://github.com/IanLunn/Sequence,True,10.3390/md15060147,"Data generated were analyzed using 7500/7600 Sequence Detection Software (Life Technologies, Foster City, CA, USA)."
SM1768,KamLAND,KamLAND,,https://github.com/pcholanda73/KamLAND,,,https://github.com/pcholanda73/KamLAND,True,10.1007/s43673-021-00019-y,"While the first detection of the geo-neutrino by KamLAND was made in 2005, her result established a new interdisciplinary field,- “neutrino earth science,” which integrated neutrino physics and earth science"
SM1768,KamLAND,KamLAND,,https://github.com/pcholanda73/KamLAND,,,https://github.com/pcholanda73/KamLAND,True,10.1038/srep04708,"3 (a) compares the angular resolution calculated for 10B (1.0wt%), 6Li (0.15wt%) loaded, and KamLAND LS"
SM1768,KamLAND,KamLAND,,https://github.com/pcholanda73/KamLAND,,,https://github.com/pcholanda73/KamLAND,True,10.1038/srep33034,"Given the marked reduction in the reactor signal following the Tohoku 2011 earthquake, KamLAND is on track to reach 11% uncertainty in 7 more years of counting52"
SM1768,KamLAND,KamLAND,,https://github.com/pcholanda73/KamLAND,,,https://github.com/pcholanda73/KamLAND,True,10.1007/s43673-021-00019-y,"Neutrino detections in Kamioka Mine, which was originally designed to search for proton decay, have achieved significant progress in size and precision since Kamiokande (from 1983), Super-Kamiokande (from 1996), and KamLAND (from 2002)"
SM1774,DCMP,DCMP,,https://github.com/Mr-Linus/DCMP,,,https://github.com/Mr-Linus/DCMP,True,10.1007/s43673-021-00008-1,Xiang stated that six core members participating to DCMP are from CPS
SM1774,DCMP,DCMP,,https://github.com/Mr-Linus/DCMP,,,https://github.com/Mr-Linus/DCMP,True,10.1038/s41598-020-60758-0,"All 199,244 probes tested in DCMP analyses were combined into regions using the “comb-p” tool"
SM1774,DCMP,DCMP,,https://github.com/Mr-Linus/DCMP,,,https://github.com/Mr-Linus/DCMP,True,10.1007/s43673-021-00008-1,"Kim also hoped JSAP to join DCMP, as JSAP and JPS are two independent member societies of AAPPS"
SM1804,tidyverse,tidyverse,,https://github.com/tidyverse/tidyverse,,,https://github.com/tidyverse/tidyverse,True,10.12688/wellcomeopenres.16164.2,"The R packages reshape2 v1.4.3, tidyverse v1.3.0 , and gridExtra v0.8.1 are required to generate plots"
SM1804,tidyverse,tidyverse,,https://github.com/tidyverse/tidyverse,,,https://github.com/tidyverse/tidyverse,True,10.1038/s42003-021-01712-2,"All statistical analyses were carried out in R, using the base R, ‘rstatix’, ‘vegan’, and ‘phyloseq’ packages for statistics, and the ‘tidyverse’ and ‘ggpubr’ packages for figure production"
SM1804,tidyverse,tidyverse,,https://github.com/tidyverse/tidyverse,,,https://github.com/tidyverse/tidyverse,True,10.1155/2020/5418364,"The R packages implemented included glmnet, psych, rms, Hmisc, survival, survminer, grid, Lattice, Formula, ggplot2, nomogramEx, tidyverse, dplyr, tidyr, rmda, devtools, rmda, and MASS"
SM1804,tidyverse,tidyverse,,https://github.com/tidyverse/tidyverse,,,https://github.com/tidyverse/tidyverse,True,10.1093/iob/obab024,Linear statistics and graphing were carried out in R 3.3.1 (R Team Core 2018) using the tidyverse package (Wickham et al
SM1804,tidyverse,tidyverse,,https://github.com/tidyverse/tidyverse,,,https://github.com/tidyverse/tidyverse,True,10.1371/journal.pone.0251280,"We used the open source software R [31], especially packages lme4 [32], tidyverse [33], cowplot [34], sjPlot [35], and broom.mixed [36] for statistical analyses"
SM1808,NLME,NLME,,https://github.com/jony5525/NLME,,,https://github.com/jony5525/NLME,True,10.1186/s12918-015-0203-x,"Using all available experimental data, the estimated parameters from STS and NLME are roughly the same and they both describe the data well as can be seen in Fig"
SM1808,NLME,NLME,,https://github.com/jony5525/NLME,,,https://github.com/jony5525/NLME,True,10.1007/s10928-017-9526-0,The aim of this study is to develop a new method to quantify and model pulsatile data for the development of a pharmacodynamic model that is able to quantify highly variable pulsatile secretion patterns over time by combining deconvolution analysis techniques and NLME modeling
SM1808,NLME,NLME,,https://github.com/jony5525/NLME,,,https://github.com/jony5525/NLME,True,10.1007/s10928-014-9353-5,"For NLME, especially when used in simulations, the stochastic components of the model are crucial but the development procedure can be laborious"
SM1808,NLME,NLME,,https://github.com/jony5525/NLME,,,https://github.com/jony5525/NLME,True,10.3389/fphar.2020.00552,The population pharmacokinetics model of teicoplanin was developed using NLME program
SM1808,NLME,NLME,,https://github.com/jony5525/NLME,,,https://github.com/jony5525/NLME,True,10.1371/journal.pone.0253047,The models were adjusted by the restricted maximum likelihood method using the LME function of the NLME package
SM1843,adtest,adtest,,https://github.com/m-kina/adtest,,,https://github.com/m-kina/adtest,True,10.1208/s12248-021-00623-8,"These distributions are tested for normality by applying the Anderson-Darling test (adtest, Matlab) and smoothed adopting a kernel density estimation (ksdensity, Matlab)."
SM1843,adtest,adtest,,https://github.com/m-kina/adtest,,,https://github.com/m-kina/adtest,True,10.1038/s41598-021-83869-8,"Such an assumption has been checked by the Anderson–Darling test, implemented in MatLab as adtest, which returns a test decision for the null hypothesis"
SM1843,adtest,adtest,,https://github.com/m-kina/adtest,,,https://github.com/m-kina/adtest,True,10.7554/eLife.60979,"The normal distribution assumption was tested using Anderson–Darling test (Matlab function adtest) (Anderson and Darling, 1952)"
SM1880,FAST,FAST,,https://github.com/smistad/FAST,,,https://github.com/smistad/FAST,True,10.3389/fneur.2021.670204,"FAST, as a pre-hospital triage tool, has low sensitivity for the detection of a LVO stroke"
SM1880,FAST,FAST,,https://github.com/smistad/FAST,,,https://github.com/smistad/FAST,True,10.3390/medicina56120686,"T1-weighted images were skull-stripped [51] and underwent cortical and subcortical segmentation using FAST and FLIRT [50,52]; structural volumes were then non-linearly coregistered to Montreal Neurological Institute (MNI-152) standard brain template (1 mm3 resolution version) using FLIRT and FNIRT utilities on the FSL software [53] and direct and inverse transformations were saved."
SM1880,FAST,FAST,,https://github.com/smistad/FAST,,,https://github.com/smistad/FAST,True,10.1186/1471-244X-8-S1-S6,"Next, tissue-type segmentation was carried out using FAST [15]"
SM1880,FAST,FAST,,https://github.com/smistad/FAST,,,https://github.com/smistad/FAST,True,10.1111/j.1398-9995.2012.02822.x,"FAST, Predicta, MedALL 2], which address critical gaps in our knowledge in this field and will hopefully have a significant impact on the well-being of the European society."
SM1880,FAST,FAST,,https://github.com/smistad/FAST,,,https://github.com/smistad/FAST,True,10.3389/fnhum.2014.00362,"Briefly, after tissue-type segmentation using FAST implemented in FSL (Version 4.1, FMRIB's Software Library, www.fmrib.ox.ac.uk/fsl), gray matter images were normalized into standard space and demeaned across the whole group"
SM1922,qa,qa,,https://github.com/obryanlouis/qa,,,https://github.com/obryanlouis/qa,True,10.1208/s12248-019-0305-2,This method is already implemented in PsN as part of qa tool (available from version 4.8.1) for model development/evaluation process.
SM1941,MID3,MID3,,https://github.com/elzapereira/MID3,,,https://github.com/elzapereira/MID3,True,10.1208/s12248-021-00593-x,"Without the need to explicitly make assumptions on the underlying data and systems relationships, such methods can provide relevant insights that can be used for hypothesis generation and be complemented by subsequent assessments in more mechanistic MID3 frameworks"
SM1941,MID3,MID3,,https://github.com/elzapereira/MID3,,,https://github.com/elzapereira/MID3,True,10.3390/pharmaceutics13050601,"Our proposed translational modelling and simulation platform, which goes beyond standard MID3 paradigms by incorporating PK/PD models within a Bayesian framework, could be used to speed up the development of immunomodulatory compounds, crosslinking the preclinical, clinical, and in silico development in a multidisciplinary information-driven approach."
SM1941,MID3,MID3,,https://github.com/elzapereira/MID3,,,https://github.com/elzapereira/MID3,True,10.1007/s10928-021-09757-w,"Published examples of ML applications in MID3 are supportive of successful improvements of PK and drug effect predictions [31], longitudinal analyses of tumor size [20, 21], and time to event and survival analysis [32]"
SM1941,MID3,MID3,,https://github.com/elzapereira/MID3,,,https://github.com/elzapereira/MID3,True,10.1007/s10928-021-09757-w,"Among the techniques used in MID3, non-linear mixed effects (NLME) population modeling is an established framework frequently used in pharmacokinetics (PK) and pharmacodynamics for studying variability between individuals in a population by accounting for fixed and random effects [7, 8]"
SM1941,MID3,MID3,,https://github.com/elzapereira/MID3,,,https://github.com/elzapereira/MID3,True,10.1208/s12248-021-00593-x,MID3 approaches play a key role in advancing such understanding
SM1955,SIVA,SIVA,,https://github.com/jmarrietar/SIVA,,,https://github.com/jmarrietar/SIVA,True,10.1167/iovs.61.5.25,"Retinal fundus images were quantitatively analyzed using the SIVA software, which assessed a variety of retinal vasculature parameters"
SM1955,SIVA,SIVA,,https://github.com/jmarrietar/SIVA,,,https://github.com/jmarrietar/SIVA,True,10.1155/2017/2562759,"In recent updates, measurements of retinal vessel diameter have been integrated in SIVA, where they can be performed in addition to measurements of advanced retinal vascular parameters like tortuosity (Figure 2), branching coefficient, and length-diameter ratio of the retinal vessels [19, 31, 32]."
SM1955,SIVA,SIVA,,https://github.com/jmarrietar/SIVA,,,https://github.com/jmarrietar/SIVA,True,10.3390/pharmaceutics12111049,"The SDLM estimates obtained with SIVA can be applied to the Simcyp PBPK simulator to reflect differences between media or formulations by simulating the respective in vivo dissolution; is the effective diffusion coefficient; and represent the thickness of the hydrodynamic boundary layer and the particle radius at time t, respectively; corresponds to the saturation solubility at the particle surface (which may be different to the bulk fluid solubility, as discussed below); and is the concentration of dissolv"
SM1955,SIVA,SIVA,,https://github.com/jmarrietar/SIVA,,,https://github.com/jmarrietar/SIVA,True,10.1371/journal.pone.0215916,"And in another recent study of 1,187 participants in the Australian Heart Eye Study (16), proprietary SIVA software provided strong further support to the association of several retinal vessel measures with more diffuse and severe coronary artery disease"
SM1955,SIVA,SIVA,,https://github.com/jmarrietar/SIVA,,,https://github.com/jmarrietar/SIVA,True,10.1097/HJH.0000000000001408,"The vascular monofractal dimensions measured by the VAMPIRE and SIVA softwares, respectively, Dbox and D, were significantly but not totally positively correlated (50%)"
SM1957,Simulator,Simulator,,https://github.com/illidanlab/Simulator,,,https://github.com/illidanlab/Simulator,True,10.4317/medoral.17701,"The grafting material was specifically designed for simulation (Bone-Ceramic Simulator; Straumann SA, Madrid, Spain)"
SM1957,Simulator,Simulator,,https://github.com/illidanlab/Simulator,,,https://github.com/illidanlab/Simulator,True,10.1186/s13063-021-05196-7,Potential adverse effects were evaluated using the Simulator Sickness Questionnaire (SSQ) [50]
SM1957,Simulator,Simulator,,https://github.com/illidanlab/Simulator,,,https://github.com/illidanlab/Simulator,True,10.3390/s20133694,Autonomous Road Roundabout Detection and Navigation System for Smart Vehicles and Cities Using Laser Simulator–Fuzzy Logic Algorithms and Sensor Fusion
SM1957,Simulator,Simulator,,https://github.com/illidanlab/Simulator,,,https://github.com/illidanlab/Simulator,True,10.7717/peerj.11100,"Coral fragments were brought to the Red Sea Simulator experimental system (Bellworthy & Fine, 2018) and placed in flow through aquaria with water sourced from the collection site"
SM1957,Simulator,Simulator,,https://github.com/illidanlab/Simulator,,,https://github.com/illidanlab/Simulator,True,10.4103/0974-2700.70743,"In a cohort study on medical students from five institutions, one group was exposed to 2 weeks of deliberate practice of cardiac bedside skills using the Harvey Cardiology Patient Simulator followed by 2 weeks of traditional ward work, while the other group went through 4 weeks of traditional ward training"
SM1997,mirt,mirt,,https://github.com/philchalmers/mirt,,,https://github.com/philchalmers/mirt,True,10.3390/ijerph18030879,"The EFA and DIF were performed with the R packages “psych” and “mirt”, respectively [35,36]"
SM1997,mirt,mirt,,https://github.com/philchalmers/mirt,,,https://github.com/philchalmers/mirt,True,10.2196/jmir.9380,"The 3PL model was fit to data for each set of questions using the open source software R packages mirt and ltm [48,49]"
SM1997,mirt,mirt,,https://github.com/philchalmers/mirt,,,https://github.com/philchalmers/mirt,True,10.1007/s11136-015-1199-9,"Models were estimated using the mirt library [34, 35] in R [36]."
SM1997,mirt,mirt,,https://github.com/philchalmers/mirt,,,https://github.com/philchalmers/mirt,True,10.3389/fpsyg.2016.00109,"The increase in computing power of personal computers and the development of advanced psychometric software—for example, the “mirt” package in R (R Core Team, 2015), Mplus (Muthén and Muthén, 1998–2012), and flexMIRT (Cai, 2013)—now make it possible to calibrate complex IRT models on relatively long tests with large samples"
SM1997,mirt,mirt,,https://github.com/philchalmers/mirt,,,https://github.com/philchalmers/mirt,True,10.1007/s10519-021-10076-6,"regardless of genotyping status, see Table 1) by Item-Response Theory (IRT; Embretson and Reise 2000) and calculated with the Generalized Partial Credit Model (GPCM) in R (R Core Team 2017), with the mirt package (Chalmers 2012)"
SM2011,libensemble,libensemble,,https://github.com/Libensemble/libensemble,,,https://github.com/Libensemble/libensemble,True,10.1208/s12248-020-00471-y,The implementation of a multi-start algorithm (24) such as libensemble (25) may be a possible extension for the presented research to overcome these challenges
SM203,WebPlotDigitizer,WebPlotDigitizer,,https://github.com/ankitrohatgi/WebPlotDigitizer,,,https://github.com/ankitrohatgi/WebPlotDigitizer,True,10.1038/s41398-017-0042-1,"Because we could not retrieve the raw data, data extraction was performed from the published article using WebPlotDigitizer (version 3.10)."
SM203,WebPlotDigitizer,WebPlotDigitizer,,https://github.com/ankitrohatgi/WebPlotDigitizer,,,https://github.com/ankitrohatgi/WebPlotDigitizer,True,10.1016/j.cub.2021.05.024,extracted using WebPlotDigitizer 4.2)
SM203,WebPlotDigitizer,WebPlotDigitizer,,https://github.com/ankitrohatgi/WebPlotDigitizer,,,https://github.com/ankitrohatgi/WebPlotDigitizer,True,10.3389/fpsyg.2020.627869,"Where data were displayed in a figure or no numerical data were provided by authors after being contacted, validated (r = 0.99, p < 0.001) software (WebPlotDigitizer; https://apps.automeris.io/wpd/) was used to derive numerical data from figures (Drevon et al., 2017)"
SM203,WebPlotDigitizer,WebPlotDigitizer,,https://github.com/ankitrohatgi/WebPlotDigitizer,,,https://github.com/ankitrohatgi/WebPlotDigitizer,True,10.1007/s40279-021-01445-6,"Publicly available software (WebPlotDigitizer, Version 3.12) was used to extrapolate any unreported values from figures to raw mean and SD data"
SM203,WebPlotDigitizer,WebPlotDigitizer,,https://github.com/ankitrohatgi/WebPlotDigitizer,,,https://github.com/ankitrohatgi/WebPlotDigitizer,True,10.3389/fpls.2016.01084,"If data were provided in graphical form, means were extracted using WebPlotDigitizer (Rogatgi, 2011)."
SM2066,SWOT,SWOT,,https://github.com/AguaClara/SWOT,,,https://github.com/AguaClara/SWOT,True,10.3390/ijerph18041927,"SWOT (analysis of Strengths, Weaknesses, Opportunities, and Threats) analysis for the implementation of robotics in industrial settings (Source: own elaboration, 2019)."
SM2066,SWOT,SWOT,,https://github.com/AguaClara/SWOT,,,https://github.com/AguaClara/SWOT,True,10.3389/fmolb.2021.682581,The SWOT analysis of using scaffolds based on RNA-gene therapy.
SM2066,SWOT,SWOT,,https://github.com/AguaClara/SWOT,,,https://github.com/AguaClara/SWOT,True,10.3389/fonc.2020.00819,Integrating Loco-Regional Hyperthermia Into the Current Oncology Practice: SWOT and TOWS Analyses
