ID,software_mention,mapped_to,package_url,homepage_url,other_urls,github_repo,exact_match,doi,paragraph
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.3389/fchem.2019.00311,The standard curve was plotted using the ggplot2 library in CRAN-R
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.1186/s13068-021-01948-4,Enriched categories were plotted using ggplot2 [47]
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.1245/s10434-020-09200-3,"Data analysis was performed using R Foundation Statistical software (R 3.2.2) with TableOne, ggplot2, Hmisc, Matchit and survival packages (The R Foundation for Statistical Computing, Vienna, Austria), as previously reported."
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.3390/cancers13051079,"Dot plot (generated using R’s ggplot2 package) shows the correlation of NES values generated from GSEA between four indicated comparisons, where the color represents the Spearman correlation and size presents the –log10(p-value) of the correlation using the cor.test function"
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.1186/s12864-020-6653-6,"Further analysis, visualizations and exploratory data analysis were carried out in R v3.6.0 [38] with the following packages: phangorn v2.5.4 [39]; ape v5.3 [40]; ggplot2 v3.1.1 [41]; ggtree v1.17.1 [42]; gplots v3.0.1.1 [43]; stats v3.6.0."
SM4,ggplot2,ggplot2,https://cran.r-project.org/web/packages/ggplot2/index.html,"['https://ggplot2.tidyverse.org', 'https://github.com/tidyverse/ggplot2']",,https://github.com/tidyverse/ggplot2,True,10.3389/fmicb.2020.00494,These analyses were performed using the “phyloseq” R package and graphical outputs were generated using the “ggplot2” R package
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.1111/joa.13366,"Statistical analyses were performed in R (Version 3.6.1; www.r‐project.org/) and R‐Studio (Version 1.2.1335; www.rstudio.com/) using the following packages and versions: performance_0.4.4, boot_1.3‐22, plyr_1.8.4, readxl_1.3.1, openxlsx_4.1.0.1, forcats_0.4.0, MuMIn_1.43.6, ggthemes_4.2.0, car_3.0‐3, carData_3.0‐2, MASS_7.3‐51.4, lme4_1.1‐21, Matrix_1.2‐17, stringr_1.4.0, dplyr_0.8.3, purrr_0.3.2, readr_1.3.1, tidyr_0.8.3, tibble_2.1.3, ggplot2_3.2.0, and NCmisc_1.1.6."
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.3390/microorganisms9010002,"For the MIC plots and mutations clustering analysis, R version 3.4.2 [23] was used with the following packages: tidyr_0.8.3 [24], data.table_1.12.0 [25], cowplot_0.9.4 [26], ggplot2_3.1.0 [27], pheatmap_1.0.12 [28], RColorBrewer_1.1-2 [29], gplots_3.0.1 [30] and ggtree_1.15.6 [31,32]"
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.3390/nu13061898,"The analytical packages tidyr, dplyr, and pROC [49] were used along with the graphic package ggplot2 [50]"
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.1007/s00426-019-01206-1,"Specifically, we used the packages dplyr (Wickham & Francois, 2016), tidyr, (Wickham, 2018), ggplot2 (Wickham, 2009), trimr (Grange, 2018a), afex (Singmann, Bolker, Westfall, & Aust, 2018), and brms (Bürkner, 2017)."
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.7554/eLife.70086,"During data manipulation, we also made use of R packages: dplyr v.1.0.2 (Wickham et al., 2020) and tidyr v.1.1.2 (Wickham and Henry, 2019); for data visualisation we used cowplot v.1.1.0 (Wilke, 2019), ggplot2 v.3.3.2 (Wickham, 2016), ggpubr v.0.4.0 (Kassambara, 2018), ggtext v.0.1.1 (Wilke, 2020), glue v.1.4.2 (Hester, 2020), maps v.3.3.0 (Becker and Wilks, 2018), scico v.1.2.0 (Pedersen and Crameri, 2018), and UpSetR v.1.4.0 (Gehlenborg, 2019)"
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.7150/jca.55970,"Plotted statistical values (paired-boxplot, correlation matrix diagram, Kaplan-Meier survival analysis, receiver operating characteristics, Calibration, Heatmap, violin plot, boxplot and scatter plot) were applied using R with packages including the following: ggplot2, cowplot, GGally, survival, dplyr, tidyr, survminer, dplyr, pheatmap, cowplot, timeROC, tibble, survivalROC, tidyverse, rms, ggpubr, ggstatsplot"
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.3390/metabo11040211,"Some packages are recommended to be pre-installed in R before gcProfileMakeR runs: readxl, plyr, stringr, dplyr, tidyr, ggplot2 and egg."
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.1038/s41598-020-59494-2,All data processing and analysis was conducted in R (version 3.5.2) extended with the following packages: daymetr to query Daymet data; FedData to access NED and SSURGO databases; sp and raster to process spatial data and terrain analysis; dplyr and tidyr for all other data wrangling; lme4 for linear-mixed effects model fitting; emmeans for post-hoc mean comparison; nlme for non-linear model fitting; and rasterVis and ggplot2 for data visualization.
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.3389/fvets.2020.547181,"Further data analysis was done using RStudio (version 1.2.5033, 2019) with the following packages: phyloseq, vegan, dplyr, scales, grid, reshape2, igraph, ape, gplots, lme4, phangorn, plotly, tidyr, data.table, Maaslin2, ggplot2, stringr, and devtools."
SM40229,tidyr,tidyr,https://cran.r-project.org/web/packages/tidyr/index.html,"['https://tidyr.tidyverse.org', 'https://github.com/tidyverse/tidyr']",,https://github.com/tidyverse/tidyr,True,10.3389/fphys.2021.698463,"All statistical analyses were conducted with RStudio version 1.3.1093 (RStudio, Inc.) and “readxls,” “tidyr,” “dplyr,” “ggridges,” “plyr,” “ggplot2,” “scales,” “viridis,” “pipeR,” “effsize,” “bootES,” “officer,” and “rvg” packages"
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1111/test.12258,"According to the tidyverse website (https://www.tidyverse.org), “tidyverse is an opinionated collection of R packages designed for data science.” R packages included in the tidyverse collection include tidyverse, ggplot2, dplyr, tidyr, readr, purrr, and tibble"
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1186/s12935-019-0731-3,"Using the R (version 3.4.4) [44] statistical software and the readr package (version 1.1.1) [46], we parsed the metadata file to identify experiments where the cell lines had been treated with chemotherapeutic compounds (pert_type = “trt_cp”)"
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.3934/publichealth.2021034,"We used R Studio Version 1.2.5042 and libraries readxl, readr, gdata, mice, glment, caret for the computations."
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1371/journal.pone.0255433,"Data was analysed and figures were developed by using RStudio Version 1.2.5033 (RStudio, Inc., Boston, MA, USA) with readr, plyr and ggplot2 packages [49–51]"
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1186/s13059-019-1783-3,"Packages used to generate arcplots included viridis version 0.5.1, viridisLite version 0.3.0, igraph version 1.1.2, ggraph version 1.0.0, ggplot2 version 2.2.1, reshape2 version 1.4.3, dplyr version 0.7.4, tidyr version 0.7.2, and readr version 1.1.1."
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1038/s41598-019-57094-3,"The R packages “MatchIt”, “survminer”, “readr”, “survival”, and “forestplot” with the appropriate libraries were used."
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1038/s41598-021-96403-7,"For statistical analysis, the continuous data were extracted to a database on Excel Software (Version 16.42) before using RStudio software (Version 1.4.1106, RStudio, Inc) with the following packages: “meta”, “metafor”, “readr”, “Rcpp”, “BH” and “readxl” to perform the appropriate metanalytical procedures."
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1038/s41598-020-76683-1,"All analyses and data visualizations were performed with the Software package R (Version 1.2.5033) using the following packages: ggpubr, ggplot2, cowplot, writexl, car, jtools, readr, broom, ggfortify, tidyr, scales, plyr, RColorBrewer, reshape2, tidyverse, grid, gridExtra, ggExtra, patchwork, apaTables, MBESS, egg, ggm, effectsize, ppcor, GGally, psychReport, lsr, ez, lattice, dplyr, rmarkdown, Rmisc, gghalves, BayesFactor"
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.1037/rev0000169,"Our software, analyses, and article were all created using the programming language R (R Core Team, 2017), and benefited in particular from the following open-source packages: bookdown, boot, checkmate, cocor, cowplot, dplyr, ggplot2, glue, gtools, hht, knitr, jsonlite, magrittr, margins, memoise, numbers, papaja, phonTools, plyr, purrr, Rdpack, readr, rmarkdown, testthat, tibble, tidyr, usethis, withr, and zeallot"
SM5521,readr,readr,https://cran.r-project.org/web/packages/readr/index.html,"['https://readr.tidyverse.org', 'https://github.com/tidyverse/readr']",,https://github.com/tidyverse/readr,True,10.7717/peerj.4473, # load  required  libraries library(pcr) library(ggplot2) library(cowplot) library(dplyr) library(xtable) library(readr) 
