id,name,doi,paragraph,authors_oa,authors,url (ground truth),annotator,comments,candidate_urls,language,synonyms,metadata_name,metadata_authors,metadata_keywords,metadata_description,metadata_language
76,PANDA (Pipeline for Analyzing braiN Diffusion imAges),10.3389/fncom.2021.659838,"In this study, PANDA (Pipeline for Analyzing braiN Diffusion imAges) (Cui et al., 2013), a toolkit based on MATLAB (R2009b; MathWorks) and FSL that integrates several processing steps, was used to process the data and construct the network","https://openalex.org/A5015195367,https://openalex.org/A5011477209,https://openalex.org/A5021471823,https://openalex.org/A5010117357,https://openalex.org/A5048389767,https://openalex.org/A5017998243","Qi Wang,Siwei Chen,He Wang,Luzeng Chen,Ying Sun,Yan Ge",https://github.com/ZaixuCui/PANDA,DanielGarijo,,nan,,"PANDA (Pipeline for Analyzing Brain Diffusion Images toolkit),PANDA (Pipeline for Analyzing Brain Diffusion Images),Pipeline for Analyzing braiN Diffusion imAges (PANDA,PANDA (Pipeline for Analysing Brain Diffusion Images),Pipeline for Analyzing Brain Diffusion Images,PANDA (Pipeline for Analyzing,PANDA (Pipeline for Analyzing braiN Diffusion imAges)",,,,,
77,POAP,10.1038/s41598-021-92622-0,"We have obtained the SMILES notations of these compounds, and generated their 3D models (in mol2 format) through the POAP Ligand Preparation pipeline","https://openalex.org/A5101731418,https://openalex.org/A5079311104,https://openalex.org/A5031584994,https://openalex.org/A5073361638,https://openalex.org/A5013727097,https://openalex.org/A5073262167,https://openalex.org/A5059498160","Ali Asghar,Yong Chiang Tan,Muhammad Zahoor,Syafiq Asnawi Zainal Abidin,Yoon‐Yen Yow,Ezzat Khan,Chandrajit Lahiri",https://github.com/inpacdb/POAP,JelenaDuric,,nan,,"POA,POAPRA",,,,,
78,POAP,10.31557/APJCP.2019.20.11.3399,"POAP calculates the ligand binding energy and scoring based on the AutoDock Lamarckian Genetic Algorithm and free energy empirical scoring (Morris et al., 2009; Samdani and Vetrivel, 2018)","https://openalex.org/A5023749698,https://openalex.org/A5016114675,https://openalex.org/A5023347025","Aparna Natarajan,Thangarajan Rajkumar,Kesavan Sabitha",https://github.com/inpacdb/POAP,JelenaDuric,,nan,,"POA,POAPRA",,,,,
79,POAP,10.31557/APJCP.2019.20.11.3399,"POAP integrates the tools such as Open Babel, AutoDock, AutoDock Vina and AutoDockZN in an easily configurable Bash shell-based text interface","https://openalex.org/A5023749698,https://openalex.org/A5016114675,https://openalex.org/A5023347025","Aparna Natarajan,Thangarajan Rajkumar,Kesavan Sabitha",https://github.com/inpacdb/POAP,JelenaDuric,,nan,,"POA,POAPRA",,,,,
80,POAP,10.31557/APJCP.2019.20.11.3399,The energies obtained from POAP were compared with the ligand score identified from Schrodinger,"https://openalex.org/A5023749698,https://openalex.org/A5016114675,https://openalex.org/A5023347025","Aparna Natarajan,Thangarajan Rajkumar,Kesavan Sabitha",https://github.com/inpacdb/POAP,JelenaDuric,,nan,,"POA,POAPRA",,,,,
81,POAP,10.3389/fmed.2021.672629,"POAP implements dynamic file handling methods for efficient memory usage and data organization, ligand minimization (5,000 steps), MMFF94 force-field was employed with the addition of hydrogens","https://openalex.org/A5063411447,https://openalex.org/A5101942858,https://openalex.org/A5088700546,https://openalex.org/A5101743138,https://openalex.org/A5054885280","V. Umashankar,Sanjay Deshpande,Harsha V. Hegde,Ishwar Singh,Debprasad Chattopadhyay",https://github.com/inpacdb/POAP,JelenaDuric,,nan,,"POA,POAPRA",,,,,
82,Pandas,10.1002/advs.202001314,"Statistical analyses were performed using Python libraries Numpy, Scipy, and Pandas.","https://openalex.org/A5072616968,https://openalex.org/A5080207299","Wenze Ding,H. Gong","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
83,Pandas,10.1007/s00701-021-04837-9,The large datasets were analyzed using Python 3.8.2 in conjunction with Pandas 1.2.1 and NumPy 1.20.0 before statistical analysis.,"https://openalex.org/A5088450116,https://openalex.org/A5040624275,https://openalex.org/A5064362900,https://openalex.org/A5059613640,https://openalex.org/A5085927420,https://openalex.org/A5029593472,https://openalex.org/A5054004803","Justyna Lunkiewicz,Giovanna Brandi,Jan Willms,Christian Strässle,Gagan Narula,Emanuela Keller,Carl Muroi","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
84,Pandas,10.1021/acs.analchem.0c04373,The package was written with Python (v.3.6.6) and relied heavily on Pandas (v,"https://openalex.org/A5051315186,https://openalex.org/A5044703855,https://openalex.org/A5028219671,https://openalex.org/A5021904890,https://openalex.org/A5017915086","Kang-Yu Peng,Malinda Salim,Joseph Pelle,Gisela Ramirez,Ben J. Boyd","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
85,Pandas,10.3390/ani10060939,"The Python [15] language was used with critical libraries including SciPy [16,17], NumPy [18,19], Pandas [20], Scikit-Posthocs [21], Lifelines [22], Matplotlib/Seaborn [23,24], and FBProphet [25].","https://openalex.org/A5014936510,https://openalex.org/A5034892115,https://openalex.org/A5025106980,https://openalex.org/A5081619511","Kevin Horecka,Steve Porter,E. Susan Amirian,Ellen P. Jefferson","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
86,Pandas,10.3390/ani11030865,"To obtain the bacterial composition and function profiles of sable intestinal microbiome, the proportion of microbes at different taxonomic levels and functional gene benchmark were calculated in the NumPy and Pandas packages in Python","https://openalex.org/A5072154816,https://openalex.org/A5038097386,https://openalex.org/A5041109699,https://openalex.org/A5020090863,https://openalex.org/A5059693277,https://openalex.org/A5039418899,https://openalex.org/A5047509131,https://openalex.org/A5013496105,https://openalex.org/A5012199734","Lantian Su,Xinxin Liu,Guang-Yao Jin,Yue Ma,Haoxin Tan,Muhammed Abdul Khalid,Martin Romantschuk,Shan Yin,Nan Hui","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
87,Pandas,10.3390/antibiotics10040385,"The clean data were then merged with metadata (i.e., DOI, article title, year published, journal, PMC ID) from the paired JSON files for each article, and a combination of Pandas, a popular python library with integrated data processing functions, data frames and NLTK processing were used to calculate the term counts per article","https://openalex.org/A5026126257,https://openalex.org/A5049359322,https://openalex.org/A5081565182,https://openalex.org/A5005488640,https://openalex.org/A5089598695,https://openalex.org/A5049830878,https://openalex.org/A5061221591,https://openalex.org/A5058552945","Lauren Wind,Jonathan Briganti,Anne M. Brown,Timothy P. Neher,Meghan F. Davis,Lisa M. Durso,Tanner Spicer,Stephanie Lansing","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
88,PresenceAbsence,10.1038/s41598-018-35920-4,"The best cut-off value or optimal classification threshold for each model was defined as that which provides the maximum percentage of correct predictions (accuracy, ACC), and was calculated using the PresenceAbsence package (version 1.1.9)","https://openalex.org/A5044970600,https://openalex.org/A5029590833,https://openalex.org/A5102841080,https://openalex.org/A5017989933,https://openalex.org/A5034956032,https://openalex.org/A5013130394,https://openalex.org/A5080433628","Nora Arias‐Bujanda,Alba Regueira‐Iglesias,Manuela Alonso-Sampedro,Maria Mercedes González‐Peteiro,Álex Mira,Carlos Balsa‐Castro,Inmaculada Tomás","https://cran.r-project.org/package=PresenceAbsence, https://github.com/cran/PresenceAbsence",JelenaDuric,,nan,,"PresenceAbsence R,Presence Absence,R package “Presence/Absence”,R package ‘PresenceAbsence’,Presence,R package 'PresenceAbsence',R package ""PresenceAbsence"",PresenceAbsence R package,PresenceAbsence62,R package “PresenceAbsence”,PresenceAbsence for R,R package “PresenceAbsence,R package PresenceAbsence",,,,,
89,PresenceAbsence,10.1038/s41598-020-74682-w,"Since these methods need background data points we generated a randomly drawn sample of 10,000 background points (e.g., pseudo-absence points) from the extent of the study area using the PresenceAbsence package","https://openalex.org/A5060895135,https://openalex.org/A5006992221,https://openalex.org/A5009680306,https://openalex.org/A5010445662","Masoud Yousefi,Anooshe Kafash,Ali Khani,Nima Nabati","https://cran.r-project.org/package=PresenceAbsence, https://github.com/cran/PresenceAbsence",JelenaDuric,,nan,,"PresenceAbsence R,Presence Absence,R package “Presence/Absence”,R package ‘PresenceAbsence’,Presence,R package 'PresenceAbsence',R package ""PresenceAbsence"",PresenceAbsence R package,PresenceAbsence62,R package “PresenceAbsence”,PresenceAbsence for R,R package “PresenceAbsence,R package PresenceAbsence",,,,,
90,PresenceAbsence,10.1186/1476-072X-11-39,"To evaluate the predictive power of the four models, the area under the curve (AUC), from a receiver operating characteristics (ROC) analysis, was calculated (“PresenceAbsence” package in R) [52,53]","https://openalex.org/A5008851095,https://openalex.org/A5113674417,https://openalex.org/A5056352517,https://openalex.org/A5073645932","Caroline Zeimes,Gert E. Olsson,Clas Ahlm,Sophie Vanwambeke","https://cran.r-project.org/package=PresenceAbsence, https://github.com/cran/PresenceAbsence",JelenaDuric,,nan,R,"PresenceAbsence R,Presence Absence,R package “Presence/Absence”,R package ‘PresenceAbsence’,Presence,R package 'PresenceAbsence',R package ""PresenceAbsence"",PresenceAbsence R package,PresenceAbsence62,R package “PresenceAbsence”,PresenceAbsence for R,R package “PresenceAbsence,R package PresenceAbsence",,,,,
91,PresenceAbsence,10.1371/journal.pntd.0005722,"GLMMs, VIFs and the accuracy measures were conducted using the lme4 [95], car [96] and PresenceAbsence package [97] in the R software [98], respectively.","https://openalex.org/A5053179274,https://openalex.org/A5103375666,https://openalex.org/A5007351522,https://openalex.org/A5077205981,https://openalex.org/A5023504580,https://openalex.org/A5108621234,https://openalex.org/A5009916844,https://openalex.org/A5028026687,https://openalex.org/A5050254256","Rosario Lovera,María Soledad Fernández,Jens Jacob,Nidia E. Lucero,Gabriel Morici,Bibiana Brihuega,María Isabel Farace,J. Caracostantogolo,Regino Cavia","https://cran.r-project.org/package=PresenceAbsence, https://github.com/cran/PresenceAbsence",JelenaDuric,,nan,R,"PresenceAbsence R,Presence Absence,R package “Presence/Absence”,R package ‘PresenceAbsence’,Presence,R package 'PresenceAbsence',R package ""PresenceAbsence"",PresenceAbsence R package,PresenceAbsence62,R package “PresenceAbsence”,PresenceAbsence for R,R package “PresenceAbsence,R package PresenceAbsence",,,,,
92,PresenceAbsence,10.1371/journal.pone.0134043,The ROC curve and kappa statistical analyses were implemented with the PresenceAbsence package for R.3.0.0 [59].,"https://openalex.org/A5018400280,https://openalex.org/A5078910245,https://openalex.org/A5036903775,https://openalex.org/A5029580927,https://openalex.org/A5100712835","Kyung Ah Koo,Woo‐Seok Kong,Nathan P. Nibbelink,C. Hopkinson,Joon Ho Lee","https://cran.r-project.org/package=PresenceAbsence, https://github.com/cran/PresenceAbsence",JelenaDuric,,nan,R,"PresenceAbsence R,Presence Absence,R package “Presence/Absence”,R package ‘PresenceAbsence’,Presence,R package 'PresenceAbsence',R package ""PresenceAbsence"",PresenceAbsence R package,PresenceAbsence62,R package “PresenceAbsence”,PresenceAbsence for R,R package “PresenceAbsence,R package PresenceAbsence",,,,,
93,PySiology,10.3390/bs10010011,"For the analysis of the physiological signals and the computation of the physiological synchrony, we used custom scripts based on pyphysio [33,34], physynch [35], and PySiology [36].","https://openalex.org/A5045334842,https://openalex.org/A5082175118,https://openalex.org/A5031800429,https://openalex.org/A5062723487,https://openalex.org/A5028677485,https://openalex.org/A5065144500,https://openalex.org/A5050838768,https://openalex.org/A5083149900,https://openalex.org/A5047982506","Andrea Bizzego,Atiqah Azhari,Nicola Campostrini,Anna Truzzi,Li Ying Ng,Giulio Gabrieli,Marc H. Bornstein,Peipei Setoh,Gianluca Esposito","https://pypi.org/project/pysiology/, https://github.com/Gabrock94/Pysiology",JelenaDuric,,nan,,,,,,,
94,Pygments,10.1186/s12864-016-3278-x,Code syntax was highlighted using Pygments version 2.2 [33].,"https://openalex.org/A5004710697,https://openalex.org/A5026663934","Joshua G. Dunn,Jonathan S. Weissman","https://pypi.org/project/Pygments/, https://github.com/pygments/pygments",JelenaDuric,,nan,,,,,,,
95,Python package sklearn,10.1186/s12916-020-01748-x,"We tested gene signatures using the test set, and ROC curves were generated to compute performance metrics using the Python package sklearn.metrics.roc_curve [29]⁠","https://openalex.org/A5074140284,https://openalex.org/A5020090599,https://openalex.org/A5077316921,https://openalex.org/A5047053859,https://openalex.org/A5082027663,https://openalex.org/A5073866973","Hoang Dong Nguyen,Andréa Allaire,Phedias Diamandis,Martin Bisaillon,Michelle S. Scott,Maxime Richer","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package “scikit-learn”,Python package Scikit-learn,Python sklearn package,Python package seaborn,Python packages,Python package scikit-learn,Python package scikit‐learn,Python package scikits.learn,Python package scipy,Python package Holes,Python package sci-kit learn,Python package scikit learn",,,,,
96,Python package sklearn,10.1186/s13059-020-02189-8,"With the values for the above sequence and epigenetic features and the category labels, we performed random forest analysis using the RandomForestRegressor function in the Python package sklearn [57] to evaluate the importance of each feature to the DNA methylation heterogeneity.","https://openalex.org/A5080880073,https://openalex.org/A5081128142,https://openalex.org/A5009826802,https://openalex.org/A5012094633,https://openalex.org/A5058603003,https://openalex.org/A5017178504,https://openalex.org/A5021231816","Chengchen Zhao,Naiqian Zhang,Yalin Zhang,Nuermaimaiti Tuersunjiang,Shaorong Gao,Wenqiang Liu,Yong Zhang","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package “scikit-learn”,Python package Scikit-learn,Python sklearn package,Python package seaborn,Python packages,Python package scikit-learn,Python package scikit‐learn,Python package scikits.learn,Python package scipy,Python package Holes,Python package sci-kit learn,Python package scikit learn",,,,,
97,Python package sklearn,10.3390/ijms21030713,"Each ML method was applied with its default settings using Python package sklearn [40], both with and without data trimming, separately for each dataset","https://openalex.org/A5030144117,https://openalex.org/A5073346552,https://openalex.org/A5080912691,https://openalex.org/A5077749610,https://openalex.org/A5008472454,https://openalex.org/A5062609945","Victor Tkachev,Maxim Sorokin,Constantin Borisov,Andrew Garazha,Anton Buzdin,Nicolas Borisov","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package “scikit-learn”,Python package Scikit-learn,Python sklearn package,Python package seaborn,Python packages,Python package scikit-learn,Python package scikit‐learn,Python package scikits.learn,Python package scipy,Python package Holes,Python package sci-kit learn,Python package scikit learn",,,,,
98,Python sklearn,10.3389/fnins.2021.629892,"The task consists in training a 256-500-500-10 network to solve a synthetic classification problem with 16×16-pixel images and 10 classes; the data to classify is generated automatically with the Python sklearn library (Pedregosa et al., 2011) (see section 4)","https://openalex.org/A5053902946,https://openalex.org/A5042230376,https://openalex.org/A5065138463","Charlotte Frenkel,Martin Lefebvre,David Bol","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package sklearn,Python sklearn-library,Python-sklearn,Python Sklearn library,Python sklearn package,Python3 sklearn,Python sklearn library,Python Sklearn,Python sklearn.cluster",,,,,
99,Python sklearn,10.3389/frobt.2019.00049,"Accuracy, precision, recall and F1 score were calculated to assess the performance of the classifier (following recommendations in Sorower (2010) and using the weighted implementations of the metrics available in the Python sklearn toolkit)","https://openalex.org/A5012225110,https://openalex.org/A5067344223,https://openalex.org/A5035627933,https://openalex.org/A5081506012,https://openalex.org/A5074580437","Madeleine Bartlett,Charlotte Edmunds,Tony Belpaeme,Serge Thill,Séverin Lemaignan","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package sklearn,Python sklearn-library,Python-sklearn,Python Sklearn library,Python sklearn package,Python3 sklearn,Python sklearn library,Python Sklearn,Python sklearn.cluster",,,,,
100,Python sklearn,10.3389/frobt.2019.00049,"We compared the performances of four of classifier (random forest classifier, extra-tree classifier, multi-layer perceptron classifier and a k-Nearest Neighbor classifier, using implementations from the Python sklearn toolkit; hyper-parameters were optimized using a grid search where applicable), and eventually selected a k-Nearest Neighbor (with k = 3) classifier as providing the best overall classification performance.","https://openalex.org/A5012225110,https://openalex.org/A5067344223,https://openalex.org/A5035627933,https://openalex.org/A5081506012,https://openalex.org/A5074580437","Madeleine Bartlett,Charlotte Edmunds,Tony Belpaeme,Serge Thill,Séverin Lemaignan","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package sklearn,Python sklearn-library,Python-sklearn,Python Sklearn library,Python sklearn package,Python3 sklearn,Python sklearn library,Python Sklearn,Python sklearn.cluster",,,,,
101,Python sklearn,10.3390/e22111274,Having produced clustering of the dataset by several approximating graphs (see previous steps) one can use the well-established and efficiently implemented in Python sklearn library scores for clustering comparison,"https://openalex.org/A5024201606,https://openalex.org/A5025746657,https://openalex.org/A5009774873","Alexander Chervov,Jonathan Bac,Andreï Zinovyev","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package sklearn,Python sklearn-library,Python-sklearn,Python Sklearn library,Python sklearn package,Python3 sklearn,Python sklearn library,Python Sklearn,Python sklearn.cluster",,,,,
102,Python sklearn,10.3390/e22111274,They are efficiently implemented in Python sklearn library,"https://openalex.org/A5024201606,https://openalex.org/A5025746657,https://openalex.org/A5009774873","Alexander Chervov,Jonathan Bac,Andreï Zinovyev","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package sklearn,Python sklearn-library,Python-sklearn,Python Sklearn library,Python sklearn package,Python3 sklearn,Python sklearn library,Python Sklearn,Python sklearn.cluster",,,,,
103,Python sklearn,10.3390/pharmaceutics13071026,Drug molecular features were standardised by removing their mean and scaling to unit variance (performed with the StandardScaler tool in the Python sklearn.preprocessing library),"https://openalex.org/A5069869080,https://openalex.org/A5062166996,https://openalex.org/A5074277071,https://openalex.org/A5063675922,https://openalex.org/A5020162492","Laura E. McCoubrey,Moe Elbadawi,Mine Orlu,Simon Gaisford,Abdul W. Basit","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python package sklearn,Python sklearn-library,Python-sklearn,Python Sklearn library,Python sklearn package,Python3 sklearn,Python sklearn library,Python Sklearn,Python sklearn.cluster",,,,,
104,Python sklearn library,10.1155/2020/1384749,The SVM and RF algorithms were implemented using the Python sklearn library [49],"https://openalex.org/A5041297347,https://openalex.org/A5063918150,https://openalex.org/A5072808334,https://openalex.org/A5084393249,https://openalex.org/A5011641116","Xiuzhi Sang,Wanyue Xiao,Huiwen Zheng,Yang Yang,Taigang Liu","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python sklearn-library,Python ‘sklearn’ library,Python scikit-learn library,Python Sklearn library,Python Scikit-learn library,Python Scikit-Learn library,Python sklearn library,Python3 sklearn library,Python Sklearn",,,,,
105,Python sklearn library,10.2196/19133,We computed bag-of-words models using the TfIdfVectorizer() function in the Python sklearn library [43].,"https://openalex.org/A5057722785,https://openalex.org/A5084833828,https://openalex.org/A5055405987,https://openalex.org/A5010445307,https://openalex.org/A5060873310","Andrea Ferrario,Burcu Demiray,Kristina Yordanova,Minxia Luo,Mike Martin","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python sklearn-library,Python ‘sklearn’ library,Python scikit-learn library,Python Sklearn library,Python Scikit-learn library,Python Scikit-Learn library,Python sklearn library,Python3 sklearn library,Python Sklearn",,,,,
106,Python sklearn library,10.3389/fonc.2021.652063,"Thus, to further characterize them we used several non-deep ML methods implemented in the Python sklearn library (56).","https://openalex.org/A5062609945,https://openalex.org/A5036486756,https://openalex.org/A5079640410,https://openalex.org/A5026147560,https://openalex.org/A5038935137,https://openalex.org/A5050028940,https://openalex.org/A5007439439,https://openalex.org/A5030674790,https://openalex.org/A5077749610,https://openalex.org/A5030144117,https://openalex.org/A5038695859,https://openalex.org/A5073346552,https://openalex.org/A5021451057,https://openalex.org/A5008472454","Nicolas Borisov,Anna Sergeeva,Maria Suntsova,Mikhail Raevskiy,Нуршат Гайфуллин,Л. П. Менделеева,Alexander Gudkov,Maria Nareiko,Andrew Garazha,Victor Tkachev,Xinmin Li,Maxim Sorokin,В. Л. Сурин,Anton Buzdin","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python sklearn-library,Python ‘sklearn’ library,Python scikit-learn library,Python Sklearn library,Python Scikit-learn library,Python Scikit-Learn library,Python sklearn library,Python3 sklearn library,Python Sklearn",,,,,
107,Python sklearn library,10.3390/e22111274,It is implemented using Python sklearn library which provides highly standardised and efficient set of tools for calculation clustering quality and clustering comparison scores,"https://openalex.org/A5024201606,https://openalex.org/A5025746657,https://openalex.org/A5009774873","Alexander Chervov,Jonathan Bac,Andreï Zinovyev","https://pypi.org/project/scikit-learn/, https://github.com/scikit-learn/scikit-learn",DanielGarijo,,nan,Python,"Python sklearn,Python sklearn-library,Python ‘sklearn’ library,Python scikit-learn library,Python Sklearn library,Python Scikit-learn library,Python Scikit-Learn library,Python sklearn library,Python3 sklearn library,Python Sklearn",,,,,
