name,ground truth,candidate_urls,doi,paragraph,synonyms,language,authors
SAM,,"https://github.com/RoyalHaskoningDHV/sam,https://github.com/cran/AccSamplingDesign,https://github.com/android/compose-samples,https://github.com/cran/AcceptanceSampling,https://github.com/cran/AdapSamp,https://cran.r-project.org/package=SAM,https://cran.r-project.org/package=AcceptanceSampling,https://github.com/andreaskiermeier/AcceptanceSampling,https://github.com/vietha/AccSamplingDesign,https://cran.r-project.org/package=AdaSampling,https://github.com/android/architecture-samples,https://github.com/GoogleChrome/chrome-extensions-samples,https://pypi.org/project/sam/,https://cran.r-project.org/package=AccSamplingDesign,https://github.com/flutter/samples,https://github.com/cran/AdaSampling,https://github.com/s-macke/SAM,https://cran.r-project.org/package=AdapSamp,https://github.com/geekcompany/ResumeSample,https://github.com/cran/SAM,https://github.com/PengyiYang/AdaSampling",10.15252/msb.156172,The orientation of the joins was obtained from the sequence arrangement in the paired-end libraries manifested in the SAM file bitwise FLAG,"Significance Analysis of Microarrays package (SAM,Same,Significance Analysis of Microarrays,SamR,Significance Analysis of Microarrays (SAM) package,Sama,SAM+,SAM (Significance Analysis of Microarray) R package,R SAM package,SAMU,SAMq,Samr,Significance Analysis of Microarrays (SAM) R,R SAM,SAM: Significance Analysis of Microarrays,SamT,SAMN,SAMV,R package significance analysis of microarray (SAM),SAMP,SAMW,sAmy,SAM R-package,SAMr,SaMI,SAM®,SAM),SAM0,SAMJ,samT,SAMM,R package of SAM (SAMR),sam: significance analysis of microarrays,SAMQ,SAMZ,samm,Sami,samR,SAMG,R package SAM (significance,SAMI,SAM5,sam,SAMY,SAME,sam®,SAMR,SAMe,SAMs,SAM1,R package SAM,sam2,SAMS,SAMF,SAM R,SAM4,R package, Significance analysis of microarray (SAM),SAMC,significance analysis of microarrays,samr,SAM2,SAMB,SAM R package,SaMD,SAM3,SAMi,sams,SAMO,SAMA,Samo,SAML,SaMi,SAMD,SAMT,SAM) R package",,"Majid Kazemian,Min Ren,Jian‐Xin Lin,Wei Liao,Rosanne Spolski,Warren J. Leonard"
SAM,,"https://github.com/RoyalHaskoningDHV/sam,https://github.com/cran/AccSamplingDesign,https://github.com/android/compose-samples,https://github.com/cran/AcceptanceSampling,https://github.com/cran/AdapSamp,https://cran.r-project.org/package=SAM,https://cran.r-project.org/package=AcceptanceSampling,https://github.com/andreaskiermeier/AcceptanceSampling,https://github.com/vietha/AccSamplingDesign,https://cran.r-project.org/package=AdaSampling,https://github.com/android/architecture-samples,https://github.com/GoogleChrome/chrome-extensions-samples,https://pypi.org/project/sam/,https://cran.r-project.org/package=AccSamplingDesign,https://github.com/flutter/samples,https://github.com/cran/AdaSampling,https://github.com/s-macke/SAM,https://cran.r-project.org/package=AdapSamp,https://github.com/geekcompany/ResumeSample,https://github.com/cran/SAM,https://github.com/PengyiYang/AdaSampling",10.1038/s41598-020-60595-1,"We set the cutoffs of FDR of the SAM and limma to 0.05 and 0.01, respectively.","Significance Analysis of Microarrays package (SAM,Same,Significance Analysis of Microarrays,SamR,Significance Analysis of Microarrays (SAM) package,Sama,SAM+,SAM (Significance Analysis of Microarray) R package,R SAM package,SAMU,SAMq,Samr,Significance Analysis of Microarrays (SAM) R,R SAM,SAM: Significance Analysis of Microarrays,SamT,SAMN,SAMV,R package significance analysis of microarray (SAM),SAMP,SAMW,sAmy,SAM R-package,SAMr,SaMI,SAM®,SAM),SAM0,SAMJ,samT,SAMM,R package of SAM (SAMR),sam: significance analysis of microarrays,SAMQ,SAMZ,samm,Sami,samR,SAMG,R package SAM (significance,SAMI,SAM5,sam,SAMY,SAME,sam®,SAMR,SAMe,SAMs,SAM1,R package SAM,sam2,SAMS,SAMF,SAM R,SAM4,R package, Significance analysis of microarray (SAM),SAMC,significance analysis of microarrays,samr,SAM2,SAMB,SAM R package,SaMD,SAM3,SAMi,sams,SAMO,SAMA,Samo,SAML,SaMi,SAMD,SAMT,SAM) R package",,"Taesic Lee,Hyunju Lee"
SAM,,"https://github.com/RoyalHaskoningDHV/sam,https://github.com/cran/AccSamplingDesign,https://github.com/android/compose-samples,https://github.com/cran/AcceptanceSampling,https://github.com/cran/AdapSamp,https://cran.r-project.org/package=SAM,https://cran.r-project.org/package=AcceptanceSampling,https://github.com/andreaskiermeier/AcceptanceSampling,https://github.com/vietha/AccSamplingDesign,https://cran.r-project.org/package=AdaSampling,https://github.com/android/architecture-samples,https://github.com/GoogleChrome/chrome-extensions-samples,https://pypi.org/project/sam/,https://cran.r-project.org/package=AccSamplingDesign,https://github.com/flutter/samples,https://github.com/cran/AdaSampling,https://github.com/s-macke/SAM,https://cran.r-project.org/package=AdapSamp,https://github.com/geekcompany/ResumeSample,https://github.com/cran/SAM,https://github.com/PengyiYang/AdaSampling",10.1007/s40520-020-01646-5,Differentially expressed mRNAs were identified by ANOVA and by Significance analysis of microarrays (SAM),"Significance Analysis of Microarrays package (SAM,Same,Significance Analysis of Microarrays,SamR,Significance Analysis of Microarrays (SAM) package,Sama,SAM+,SAM (Significance Analysis of Microarray) R package,R SAM package,SAMU,SAMq,Samr,Significance Analysis of Microarrays (SAM) R,R SAM,SAM: Significance Analysis of Microarrays,SamT,SAMN,SAMV,R package significance analysis of microarray (SAM),SAMP,SAMW,sAmy,SAM R-package,SAMr,SaMI,SAM®,SAM),SAM0,SAMJ,samT,SAMM,R package of SAM (SAMR),sam: significance analysis of microarrays,SAMQ,SAMZ,samm,Sami,samR,SAMG,R package SAM (significance,SAMI,SAM5,sam,SAMY,SAME,sam®,SAMR,SAMe,SAMs,SAM1,R package SAM,sam2,SAMS,SAMF,SAM R,SAM4,R package, Significance analysis of microarray (SAM),SAMC,significance analysis of microarrays,samr,SAM2,SAMB,SAM R package,SaMD,SAM3,SAMi,sams,SAMO,SAMA,Samo,SAML,SaMi,SAMD,SAMT,SAM) R package",,"Chiara Braschi,Simona Capsoni,Roberta Narducci,Andrea Poli,Gabriele Sansevero,Rossella Brandi,Lamberto Maffei,Antonino Cattaneo,Nicoletta Berardi"
SAM,,"https://github.com/RoyalHaskoningDHV/sam,https://github.com/cran/AccSamplingDesign,https://github.com/android/compose-samples,https://github.com/cran/AcceptanceSampling,https://github.com/cran/AdapSamp,https://cran.r-project.org/package=SAM,https://cran.r-project.org/package=AcceptanceSampling,https://github.com/andreaskiermeier/AcceptanceSampling,https://github.com/vietha/AccSamplingDesign,https://cran.r-project.org/package=AdaSampling,https://github.com/android/architecture-samples,https://github.com/GoogleChrome/chrome-extensions-samples,https://pypi.org/project/sam/,https://cran.r-project.org/package=AccSamplingDesign,https://github.com/flutter/samples,https://github.com/cran/AdaSampling,https://github.com/s-macke/SAM,https://cran.r-project.org/package=AdapSamp,https://github.com/geekcompany/ResumeSample,https://github.com/cran/SAM,https://github.com/PengyiYang/AdaSampling",10.1371/journal.pone.0012362,"Utilizing the expression data from these five cases, we identified 2674 mRNAs that were significantly dysregulated in ULMs (SAM, FDR<5%, Figure 1A)","Significance Analysis of Microarrays package (SAM,Same,Significance Analysis of Microarrays,SamR,Significance Analysis of Microarrays (SAM) package,Sama,SAM+,SAM (Significance Analysis of Microarray) R package,R SAM package,SAMU,SAMq,Samr,Significance Analysis of Microarrays (SAM) R,R SAM,SAM: Significance Analysis of Microarrays,SamT,SAMN,SAMV,R package significance analysis of microarray (SAM),SAMP,SAMW,sAmy,SAM R-package,SAMr,SaMI,SAM®,SAM),SAM0,SAMJ,samT,SAMM,R package of SAM (SAMR),sam: significance analysis of microarrays,SAMQ,SAMZ,samm,Sami,samR,SAMG,R package SAM (significance,SAMI,SAM5,sam,SAMY,SAME,sam®,SAMR,SAMe,SAMs,SAM1,R package SAM,sam2,SAMS,SAMF,SAM R,SAM4,R package, Significance analysis of microarray (SAM),SAMC,significance analysis of microarrays,samr,SAM2,SAMB,SAM R package,SaMD,SAM3,SAMi,sams,SAMO,SAMA,Samo,SAML,SaMi,SAMD,SAMT,SAM) R package",,"Jiří Zavadil,Huihui Ye,Zhaojian Liu,Jingjing Wu,Peng Lee,Eva Hernando,Patricia Soteropoulos,Gökçe Törüner,Jian-Jun Wei"
SPC,,"https://cran.r-project.org/package=DRviaSPCN,https://github.com/Tcat1024/SPC,https://github.com/SPARK-inc/SPCRJointDynamicsUE4,https://cran.r-project.org/package=gspcr,https://github.com/petewarden/spchcat,https://github.com/statjs/bspcov,https://github.com/cran/EESPCA,https://github.com/cran/hySpc.testthat,https://github.com/cran/gspcr,https://cran.r-project.org/package=hySpc.testthat,https://github.com/susam/spcss,https://cran.r-project.org/package=EESPCA,https://github.com/traveller59/spconv,https://cran.r-project.org/package=bspcov,https://github.com/SPARK-inc/SPCRJointDynamics,https://github.com/cran/bspcov,https://github.com/cran/DRviaSPCN",10.1002/acm2.12993,Treatment review with the guidance of a SPC tool allows for an objective and consistent clinical decision to apply adaptive radiotherapy.,"spci,SPCB,SPCI,SPCe,SPCM,SPCR,SPCA,SPCP,SPCS,sPCT,SPCQ,SPCH,SPCT,SPCC,SPCF,spca,sPCS,sPCR,SPC5,SPC2,SPCD,SPCG,SPCN,sPCA,SPCO,SPCE,SPC),spcr,SPCL",,"Hesheng Wang,Jinyu Xue,Ting Chen,Tanxia Qu,David Barbee,Moses Tam,Kenneth Hu"
SPC,,"https://cran.r-project.org/package=DRviaSPCN,https://github.com/Tcat1024/SPC,https://github.com/SPARK-inc/SPCRJointDynamicsUE4,https://cran.r-project.org/package=gspcr,https://github.com/petewarden/spchcat,https://github.com/statjs/bspcov,https://github.com/cran/EESPCA,https://github.com/cran/hySpc.testthat,https://github.com/cran/gspcr,https://cran.r-project.org/package=hySpc.testthat,https://github.com/susam/spcss,https://cran.r-project.org/package=EESPCA,https://github.com/traveller59/spconv,https://cran.r-project.org/package=bspcov,https://github.com/SPARK-inc/SPCRJointDynamics,https://github.com/cran/bspcov,https://github.com/cran/DRviaSPCN",10.1136/bmjqs-2018-009048,Control charts are the main analytical tool used in SPC.18 A control chart shows a time series of how the measure varies over time,"spci,SPCB,SPCI,SPCe,SPCM,SPCR,SPCA,SPCP,SPCS,sPCT,SPCQ,SPCH,SPCT,SPCC,SPCF,spca,sPCS,sPCR,SPC5,SPC2,SPCD,SPCG,SPCN,sPCA,SPCO,SPCE,SPC),spcr,SPCL",,"Thomas Woodcock,Elisa Giulia Liberati,Mary Dixon‐Woods"
SPC,,"https://cran.r-project.org/package=DRviaSPCN,https://github.com/Tcat1024/SPC,https://github.com/SPARK-inc/SPCRJointDynamicsUE4,https://cran.r-project.org/package=gspcr,https://github.com/petewarden/spchcat,https://github.com/statjs/bspcov,https://github.com/cran/EESPCA,https://github.com/cran/hySpc.testthat,https://github.com/cran/gspcr,https://cran.r-project.org/package=hySpc.testthat,https://github.com/susam/spcss,https://cran.r-project.org/package=EESPCA,https://github.com/traveller59/spconv,https://cran.r-project.org/package=bspcov,https://github.com/SPARK-inc/SPCRJointDynamics,https://github.com/cran/bspcov,https://github.com/cran/DRviaSPCN",10.3390/ijms22031320,Sparse principal component analysis (sPCA) was performed on the Log2 (fold change) values using SPC from the PMA package in R,"spci,SPCB,SPCI,SPCe,SPCM,SPCR,SPCA,SPCP,SPCS,sPCT,SPCQ,SPCH,SPCT,SPCC,SPCF,spca,sPCS,sPCR,SPC5,SPC2,SPCD,SPCG,SPCN,sPCA,SPCO,SPCE,SPC),spcr,SPCL",R,"Henkie Isahwan Ahmad Mulyadi Lai,Shih‐Jie Chou,Yueh Chien,Ping‐Hsing Tsai,Chian‐Shiu Chien,Chih-Chien Hsu,Ying-Chun Jheng,Mong‐Lien Wang,Shih‐Hwa Chiou,Yu-Bai Chou,De‐Kuang Hwang,Tai-Chi Lin,Shih‐Jen Chen,Yi-Ping Yang"
SPC,,"https://cran.r-project.org/package=DRviaSPCN,https://github.com/Tcat1024/SPC,https://github.com/SPARK-inc/SPCRJointDynamicsUE4,https://cran.r-project.org/package=gspcr,https://github.com/petewarden/spchcat,https://github.com/statjs/bspcov,https://github.com/cran/EESPCA,https://github.com/cran/hySpc.testthat,https://github.com/cran/gspcr,https://cran.r-project.org/package=hySpc.testthat,https://github.com/susam/spcss,https://cran.r-project.org/package=EESPCA,https://github.com/traveller59/spconv,https://cran.r-project.org/package=bspcov,https://github.com/SPARK-inc/SPCRJointDynamics,https://github.com/cran/bspcov,https://github.com/cran/DRviaSPCN",10.3389/fnsys.2014.00006,"As well as comparing SPC (Blatt et al., 1996; Quiroga et al., 2004) with GAC on surrogate data (section Tests with Surrogate Data, Table 4) we tested it on our own data but found that it frequently was unable to separate distributions that were connected by narrow bridges of low density","spci,SPCB,SPCI,SPCe,SPCM,SPCR,SPCA,SPCP,SPCS,sPCT,SPCQ,SPCH,SPCT,SPCC,SPCF,spca,sPCS,sPCR,SPC5,SPC2,SPCD,SPCG,SPCN,sPCA,SPCO,SPCE,SPC),spcr,SPCL",,"Nicholas V. Swindale,Martin A. Spacek"
SPC,,"https://cran.r-project.org/package=DRviaSPCN,https://github.com/Tcat1024/SPC,https://github.com/SPARK-inc/SPCRJointDynamicsUE4,https://cran.r-project.org/package=gspcr,https://github.com/petewarden/spchcat,https://github.com/statjs/bspcov,https://github.com/cran/EESPCA,https://github.com/cran/hySpc.testthat,https://github.com/cran/gspcr,https://cran.r-project.org/package=hySpc.testthat,https://github.com/susam/spcss,https://cran.r-project.org/package=EESPCA,https://github.com/traveller59/spconv,https://cran.r-project.org/package=bspcov,https://github.com/SPARK-inc/SPCRJointDynamics,https://github.com/cran/bspcov,https://github.com/cran/DRviaSPCN",10.1208/s12248-019-0354-6,"When σ is unknown, SPC software will, by default, estimate sigma by where is the average observed moving range and 2/ √ (π) is the expected value for the range between two values from a standard Normal Distribution","spci,SPCB,SPCI,SPCe,SPCM,SPCR,SPCA,SPCP,SPCS,sPCT,SPCQ,SPCH,SPCT,SPCC,SPCF,spca,sPCS,sPCR,SPC5,SPC2,SPCD,SPCG,SPCN,sPCA,SPCO,SPCE,SPC),spcr,SPCL",,"Mitra Azadeh,Perceval Sondag,Ying Wang,M Raines,Jeffrey Sailstad"
Simulator,,"https://cran.r-project.org/package=KeyboardSimulator,https://cran.r-project.org/package=NFLSimulatoR,https://github.com/rtelmore/NFLSimulatoR,https://cran.r-project.org/package=GlmSimulatoR,https://github.com/tvganesh/QCSimulator,https://cran.r-project.org/package=QCSimulator,https://github.com/ChiHangChen/KeyboardSimulator,https://github.com/shinydevelopment/SimulatorStatusMagic,https://github.com/illidanlab/Simulator,https://github.com/HannahVMeyer/PhenotypeSimulator,https://github.com/cran/NFLSimulatoR,https://github.com/Engine-Simulator/engine-sim-community-edition,https://github.com/cran/GlmSimulatoR,https://github.com/cran/QCSimulator,https://github.com/carla-simulator/carla,https://github.com/cran/PhenotypeSimulator,https://github.com/lgsvl/simulator,https://github.com/cran/KeyboardSimulator,https://cran.r-project.org/package=PhenotypeSimulator,https://github.com/Schlaubischlump/LocationSimulator",10.1186/1471-2334-11-37,For this reason the simulation scenario that we study in this application of the Simulator does not aim to realistically reproduce the timing of the spreading pattern of the 2009 H1N1 pandemic,"Simulator,SimulatorAdapter,simulator (HFSS),SIMULA,simulator (SCAPS),C_Simulator,K-Simulator,H) simulator,Simulator 3D IRÎZ,Simulator for,Simulator (SeaSim,SH Simulator,simulator_gan,Simulate,Simulators,Simulator Tool,MR Simulator,SimulatorDemo,simulate,simulator (CVS),Pilsimulator,Q simulator,Simulatortraining,simulator (HFSS,Simulator of the,Simulator (SPS),simulator HFSS,simulator (RDSS),simulator (SACPS),SIMulator,Simulator (ABS,am simulator,Simulated,GWASIMULATOR,SIMULATE,GWAsimulator,EM Simulator,SN-simulator,simulator multi,Simulator (FAMOUS,Simulator (DCCS),Simulator GUI,GWASimulator,PG_simulator,Simula,Simulator 2,CT Simulator,simulator (VTS),GSIMULATOR,simul,simulated,Simulator ns-3,Python simulator for,Sim-emulators,MSSimulator,simulator (CMS),sIMulator,LC Simulator,XS simulator,simulator (DAPS),Simulator (HFSS,gsimulator,Simul,Simulator Chamber,in-simulator,Simulator005r6,Simulator®,simulator (IBIS,SIMUL,Simulatort′,IgSimulator,ms simulator,Simulator of,SIMULATE5,AI Simulator,SIMulator of,Simulator (RSNNS),simulator),D3-simulator,BioSimulator,Simulator Plug-in,ISsimulator,Simulator (SNNS),Simulators Pool,LV Simulator,simulator.py,BitSimulator,Simulator NS-3,PN2Simulator,QX Simulator,Simulator (CTS),simulator,n1-simulator,SimulatorTM,Simulator),simulat,Simulator Omnet,Simulator-Leica,mysimulator,simula,Pi Simulator,MS-Simulator",,"Wouter Van den Broeck,Corrado Gioannini,Bruno Gonçalves,Marco Quaggiotto,Vittoria Colizza,Alessandro Vespignani"
Simulator,,"https://cran.r-project.org/package=KeyboardSimulator,https://cran.r-project.org/package=NFLSimulatoR,https://github.com/rtelmore/NFLSimulatoR,https://cran.r-project.org/package=GlmSimulatoR,https://github.com/tvganesh/QCSimulator,https://cran.r-project.org/package=QCSimulator,https://github.com/ChiHangChen/KeyboardSimulator,https://github.com/shinydevelopment/SimulatorStatusMagic,https://github.com/illidanlab/Simulator,https://github.com/HannahVMeyer/PhenotypeSimulator,https://github.com/cran/NFLSimulatoR,https://github.com/Engine-Simulator/engine-sim-community-edition,https://github.com/cran/GlmSimulatoR,https://github.com/cran/QCSimulator,https://github.com/carla-simulator/carla,https://github.com/cran/PhenotypeSimulator,https://github.com/lgsvl/simulator,https://github.com/cran/KeyboardSimulator,https://cran.r-project.org/package=PhenotypeSimulator,https://github.com/Schlaubischlump/LocationSimulator",10.1186/1471-2474-10-8,The THR Simulator can incorporate several parameters for analysis at the same time,"Simulator,SimulatorAdapter,simulator (HFSS),SIMULA,simulator (SCAPS),C_Simulator,K-Simulator,H) simulator,Simulator 3D IRÎZ,Simulator for,Simulator (SeaSim,SH Simulator,simulator_gan,Simulate,Simulators,Simulator Tool,MR Simulator,SimulatorDemo,simulate,simulator (CVS),Pilsimulator,Q simulator,Simulatortraining,simulator (HFSS,Simulator of the,Simulator (SPS),simulator HFSS,simulator (RDSS),simulator (SACPS),SIMulator,Simulator (ABS,am simulator,Simulated,GWASIMULATOR,SIMULATE,GWAsimulator,EM Simulator,SN-simulator,simulator multi,Simulator (FAMOUS,Simulator (DCCS),Simulator GUI,GWASimulator,PG_simulator,Simula,Simulator 2,CT Simulator,simulator (VTS),GSIMULATOR,simul,simulated,Simulator ns-3,Python simulator for,Sim-emulators,MSSimulator,simulator (CMS),sIMulator,LC Simulator,XS simulator,simulator (DAPS),Simulator (HFSS,gsimulator,Simul,Simulator Chamber,in-simulator,Simulator005r6,Simulator®,simulator (IBIS,SIMUL,Simulatort′,IgSimulator,ms simulator,Simulator of,SIMULATE5,AI Simulator,SIMulator of,Simulator (RSNNS),simulator),D3-simulator,BioSimulator,Simulator Plug-in,ISsimulator,Simulator (SNNS),Simulators Pool,LV Simulator,simulator.py,BitSimulator,Simulator NS-3,PN2Simulator,QX Simulator,Simulator (CTS),simulator,n1-simulator,SimulatorTM,Simulator),simulat,Simulator Omnet,Simulator-Leica,mysimulator,simula,Pi Simulator,MS-Simulator",,"Tai‐Yin Wu,Rong‐Sen Yang,Chiou‐Shann Fuh,Sheng-Mou Hou,Chen‐Kun Liaw"
Simulator,,"https://cran.r-project.org/package=KeyboardSimulator,https://cran.r-project.org/package=NFLSimulatoR,https://github.com/rtelmore/NFLSimulatoR,https://cran.r-project.org/package=GlmSimulatoR,https://github.com/tvganesh/QCSimulator,https://cran.r-project.org/package=QCSimulator,https://github.com/ChiHangChen/KeyboardSimulator,https://github.com/shinydevelopment/SimulatorStatusMagic,https://github.com/illidanlab/Simulator,https://github.com/HannahVMeyer/PhenotypeSimulator,https://github.com/cran/NFLSimulatoR,https://github.com/Engine-Simulator/engine-sim-community-edition,https://github.com/cran/GlmSimulatoR,https://github.com/cran/QCSimulator,https://github.com/carla-simulator/carla,https://github.com/cran/PhenotypeSimulator,https://github.com/lgsvl/simulator,https://github.com/cran/KeyboardSimulator,https://cran.r-project.org/package=PhenotypeSimulator,https://github.com/Schlaubischlump/LocationSimulator",10.3389/fnhum.2019.00417,The selected VR games which met the above software criteria were: (1) “Job Simulator” (Session 1); (2) “The Lab” (Session 2); and (3) “Rick and Morty: Virtual Rick-ality” (Session 3),"Simulator,SimulatorAdapter,simulator (HFSS),SIMULA,simulator (SCAPS),C_Simulator,K-Simulator,H) simulator,Simulator 3D IRÎZ,Simulator for,Simulator (SeaSim,SH Simulator,simulator_gan,Simulate,Simulators,Simulator Tool,MR Simulator,SimulatorDemo,simulate,simulator (CVS),Pilsimulator,Q simulator,Simulatortraining,simulator (HFSS,Simulator of the,Simulator (SPS),simulator HFSS,simulator (RDSS),simulator (SACPS),SIMulator,Simulator (ABS,am simulator,Simulated,GWASIMULATOR,SIMULATE,GWAsimulator,EM Simulator,SN-simulator,simulator multi,Simulator (FAMOUS,Simulator (DCCS),Simulator GUI,GWASimulator,PG_simulator,Simula,Simulator 2,CT Simulator,simulator (VTS),GSIMULATOR,simul,simulated,Simulator ns-3,Python simulator for,Sim-emulators,MSSimulator,simulator (CMS),sIMulator,LC Simulator,XS simulator,simulator (DAPS),Simulator (HFSS,gsimulator,Simul,Simulator Chamber,in-simulator,Simulator005r6,Simulator®,simulator (IBIS,SIMUL,Simulatort′,IgSimulator,ms simulator,Simulator of,SIMULATE5,AI Simulator,SIMulator of,Simulator (RSNNS),simulator),D3-simulator,BioSimulator,Simulator Plug-in,ISsimulator,Simulator (SNNS),Simulators Pool,LV Simulator,simulator.py,BitSimulator,Simulator NS-3,PN2Simulator,QX Simulator,Simulator (CTS),simulator,n1-simulator,SimulatorTM,Simulator),simulat,Simulator Omnet,Simulator-Leica,mysimulator,simula,Pi Simulator,MS-Simulator",,"Panagiotis Kourtesis,Simona Collina,Leonidas A. A. Doumas,Sarah E. MacPherson"
Simulator,,"https://cran.r-project.org/package=KeyboardSimulator,https://cran.r-project.org/package=NFLSimulatoR,https://github.com/rtelmore/NFLSimulatoR,https://cran.r-project.org/package=GlmSimulatoR,https://github.com/tvganesh/QCSimulator,https://cran.r-project.org/package=QCSimulator,https://github.com/ChiHangChen/KeyboardSimulator,https://github.com/shinydevelopment/SimulatorStatusMagic,https://github.com/illidanlab/Simulator,https://github.com/HannahVMeyer/PhenotypeSimulator,https://github.com/cran/NFLSimulatoR,https://github.com/Engine-Simulator/engine-sim-community-edition,https://github.com/cran/GlmSimulatoR,https://github.com/cran/QCSimulator,https://github.com/carla-simulator/carla,https://github.com/cran/PhenotypeSimulator,https://github.com/lgsvl/simulator,https://github.com/cran/KeyboardSimulator,https://cran.r-project.org/package=PhenotypeSimulator,https://github.com/Schlaubischlump/LocationSimulator",10.3390/brainsci9100261,"Therapeutic Equine Simulator System (TESS, Racewood Ltd., Tarporley, UK) is a horse simulator, custom made for Equiphoria (Figure 1a,b), which includes the biomechanical characteristics of five of Equiphoria’s horses dedicated to physical therapy","Simulator,SimulatorAdapter,simulator (HFSS),SIMULA,simulator (SCAPS),C_Simulator,K-Simulator,H) simulator,Simulator 3D IRÎZ,Simulator for,Simulator (SeaSim,SH Simulator,simulator_gan,Simulate,Simulators,Simulator Tool,MR Simulator,SimulatorDemo,simulate,simulator (CVS),Pilsimulator,Q simulator,Simulatortraining,simulator (HFSS,Simulator of the,Simulator (SPS),simulator HFSS,simulator (RDSS),simulator (SACPS),SIMulator,Simulator (ABS,am simulator,Simulated,GWASIMULATOR,SIMULATE,GWAsimulator,EM Simulator,SN-simulator,simulator multi,Simulator (FAMOUS,Simulator (DCCS),Simulator GUI,GWASimulator,PG_simulator,Simula,Simulator 2,CT Simulator,simulator (VTS),GSIMULATOR,simul,simulated,Simulator ns-3,Python simulator for,Sim-emulators,MSSimulator,simulator (CMS),sIMulator,LC Simulator,XS simulator,simulator (DAPS),Simulator (HFSS,gsimulator,Simul,Simulator Chamber,in-simulator,Simulator005r6,Simulator®,simulator (IBIS,SIMUL,Simulatort′,IgSimulator,ms simulator,Simulator of,SIMULATE5,AI Simulator,SIMulator of,Simulator (RSNNS),simulator),D3-simulator,BioSimulator,Simulator Plug-in,ISsimulator,Simulator (SNNS),Simulators Pool,LV Simulator,simulator.py,BitSimulator,Simulator NS-3,PN2Simulator,QX Simulator,Simulator (CTS),simulator,n1-simulator,SimulatorTM,Simulator),simulat,Simulator Omnet,Simulator-Leica,mysimulator,simula,Pi Simulator,MS-Simulator",,"Hélène Viruega,Inès Gaillard,J. Jeffrey Carr,Bill Greenwood,Manuel Gaviria"
Simulator,,"https://cran.r-project.org/package=KeyboardSimulator,https://cran.r-project.org/package=NFLSimulatoR,https://github.com/rtelmore/NFLSimulatoR,https://cran.r-project.org/package=GlmSimulatoR,https://github.com/tvganesh/QCSimulator,https://cran.r-project.org/package=QCSimulator,https://github.com/ChiHangChen/KeyboardSimulator,https://github.com/shinydevelopment/SimulatorStatusMagic,https://github.com/illidanlab/Simulator,https://github.com/HannahVMeyer/PhenotypeSimulator,https://github.com/cran/NFLSimulatoR,https://github.com/Engine-Simulator/engine-sim-community-edition,https://github.com/cran/GlmSimulatoR,https://github.com/cran/QCSimulator,https://github.com/carla-simulator/carla,https://github.com/cran/PhenotypeSimulator,https://github.com/lgsvl/simulator,https://github.com/cran/KeyboardSimulator,https://cran.r-project.org/package=PhenotypeSimulator,https://github.com/Schlaubischlump/LocationSimulator",10.3389/fmicb.2021.631244,"The remaining coral fragments were maintained in 9 outdoor flow-through holding tanks in the Red Sea Simulator (Bellworthy and Fine, 2018) until the 15N2 incubation experiments (described below) on the following day","Simulator,SimulatorAdapter,simulator (HFSS),SIMULA,simulator (SCAPS),C_Simulator,K-Simulator,H) simulator,Simulator 3D IRÎZ,Simulator for,Simulator (SeaSim,SH Simulator,simulator_gan,Simulate,Simulators,Simulator Tool,MR Simulator,SimulatorDemo,simulate,simulator (CVS),Pilsimulator,Q simulator,Simulatortraining,simulator (HFSS,Simulator of the,Simulator (SPS),simulator HFSS,simulator (RDSS),simulator (SACPS),SIMulator,Simulator (ABS,am simulator,Simulated,GWASIMULATOR,SIMULATE,GWAsimulator,EM Simulator,SN-simulator,simulator multi,Simulator (FAMOUS,Simulator (DCCS),Simulator GUI,GWASimulator,PG_simulator,Simula,Simulator 2,CT Simulator,simulator (VTS),GSIMULATOR,simul,simulated,Simulator ns-3,Python simulator for,Sim-emulators,MSSimulator,simulator (CMS),sIMulator,LC Simulator,XS simulator,simulator (DAPS),Simulator (HFSS,gsimulator,Simul,Simulator Chamber,in-simulator,Simulator005r6,Simulator®,simulator (IBIS,SIMUL,Simulatort′,IgSimulator,ms simulator,Simulator of,SIMULATE5,AI Simulator,SIMulator of,Simulator (RSNNS),simulator),D3-simulator,BioSimulator,Simulator Plug-in,ISsimulator,Simulator (SNNS),Simulators Pool,LV Simulator,simulator.py,BitSimulator,Simulator NS-3,PN2Simulator,QX Simulator,Simulator (CTS),simulator,n1-simulator,SimulatorTM,Simulator),simulat,Simulator Omnet,Simulator-Leica,mysimulator,simula,Pi Simulator,MS-Simulator",,"Vanessa N. Bednarz,Jeroen A. J. M. van de Water,Renaud Grover,Jean‐François Maguer,Maoz Fine,Christine Ferrier‐Pagès"
